"EjemploID";"BIBLIOGRAFIA";"Cordemaforo";"AUTOR";"TITULO";"FECHA";"TEMA";"PAIS";"CONCORDANCIA";"Valido";"Reflexivo";"Complemento_de";"Aspecto_verbal";"Sujeto";"Perifrasis";"Observaciones"
117;"1303-1309 [s. XIX] ÚBEDA, BENEFICIADO DE, Vida de San Ildefonso [España] [Manuel Alvar Ezquerra, Bogotá, Instituto Caro y Cuervo, 1975] Verso";"R";"ÚBEDA, BENEFICIADO DE";"Vida de San Ildefonso";"1303-1309[s. XIX] ";"Verso";"España";"* E recibieronle todos a marabilla *  Sant Eugenio lo fué primero abrazar * El bendicho criado fuele luego las manos besar * Allí comenzaron amos muy fuertes a llorar * Con grand alegria non pudo fablar *  En post del arzobispo fué su padre llegando *  Omillose el fijo á las manos le besando *  Torno a la ciudad reyendo e jugando * Los mancebos iban delante bofordando  Fijo, dixo Sant Eugenio * que posedes Fuera del mi palacio que vos bien conoscedes * Dixo, señor * pues por bien tenedes En esto e en todo faré lo que quisieredes *  Queriendo el criado al padre obedescer * Fué con el al palacio descender * Todos cuantos";"si";"no";"no";"gerundio";"animado";;
118;"1305-1328 [s. XVIII] ANÓNIMO, Crónica de los estados peninsulares [España] [Antonio Ubieto Arteta, Granada, Universidad de Granada, 1955] Historia";;"ANÓNIMO";"Crónica de los estados peninsulares";"1305-1328[s. XVIII] ";"Historia";"España";"e fizose levar a la eglesia, vestido con pannos reales e con corona d'oro en la cabeza; e ante el sepulcro de Sant Ysidro fizo su oracion con grant devocion, diciendo altamente a Dios: ""Seynnor, tuyo es el poder e tuyo es el regno e tu eres sobre todos los reyes; Sennor, riendote el regno, ca de ti lo rezebi"". Et desque esto ovo dicho tirose la corona de la cabeza e despujosse los paynnos reales e recebio lo uncion sobre si, e fizo penitencia, e recebio el corpo de Dios: desi vestio silicio, e excho cenisa, e assi visco dos dias en penitencia e";"no";;;;;;
119;"1305-1328 [s. XVIII] ANÓNIMO, Crónica de los estados peninsulares [España] [Antonio Ubieto Arteta, Granada, Universidad de Granada, 1955] Historia";;"ANÓNIMO";"Crónica de los estados peninsulares";"1305-1328[s. XVIII] ";"Historia";"España";"ovo rendida la tierra a la reyna senyora natural, fuesse por al rey de Aragon, e aparescio ante el vestido de escarlata, e cavallero en cavallo blanco, e una soga en su mano e dixole assi: ""Senyor, la tierra que me diestes rendi a la reyna mi senyora natural cuia era, riendo a vos las manos e la boca e el cuerpo que vos ficieron homenage por ella, que fagades dellos la justicia que tenredes por bien"". Et el rey como quier que con sanya fuesse luego movido por dar sentencia contra el, pero detubose con conseio de los suyos. Desent al otro dia conseiaronle sus ricos homnes quel ficiesse";"no";;;;;;"Verbo rendir"
121;"1325-1335 [finales del s. XIV  o principios del s. XV] MANUEL, JUAN , El Conde Lucanor [España] [Guillermo Serés, Barcelona, Crítica, 1994] Relatos";"R";"MANUEL, JUAN ";"El Conde Lucanor";"1325-1335[finales del s. XIV  o principios del s. XV] ";"Relatos";"España";"Et pensado en esto, començó a reýr con grand plazer que avía de la su buena andança, et en riendo, dio con la mano en su cabeça e en su fruente et entonce cayól la olla de la miel en  tierra et quebróse. Cuando vio la olla quebrada, començó a fazer muy grant duelo, toviendo que avía perdido todo lo que cuydava que avría si la olla non le quebrara. Et porque puso todo su";"si";"no";"no";"gerundio";"animado";;
122;"1325-1335 [finales del s. XIV  o principios del s. XV] MANUEL, JUAN , El Conde Lucanor [España] [Guillermo Serés, Barcelona, Crítica, 1994] Relatos";"R";"MANUEL, JUAN ";"El Conde Lucanor";"1325-1335[finales del s. XIV  o principios del s. XV] ";"Relatos";"España";"A cabo de algunos días, unos omnes estavan riendo et trebejando, et escribían todos los omnes que ellos conoscían, cada uno de cuál manera era, et dizían:";"si";"no";"no";"gerundio";"animado";;
124;"1325 [s. XV (1472)] CUÉLLAR, PEDRO DE, Catecismo [España] [José-Luis Martín/Antonio Linage Conde, Salamanca, Junta de Castilla y León: Consejería de Cultura y Bienestar Social, 1987] Religión";"R";"CUÉLLAR, PEDRO DE";"Catecismo";"1325[s. XV (1472)] ";"Religión";"España";"E dévese fazer en tal manera la corona que las orejas parescan en los monges e en los reglares; mas en los clérigos seglares non dezimos que las orejas deven paresçer, mas deve ser tal la çensura e la corona que non çerrase los ojos de aquéllos que lo veen; que puédelo fazer en tal manera que rían dende los omnes.";"si";"no";"si";"imperfectivo";"animado";;
125;"1326 [finales del s. XIV o principios del s. XV] MANUEL, JUAN, Libro del caballero y del escudero [España] [José Manuel Blecua, Madrid, Gredos, 1981] Literatura";"R";"MANUEL, JUAN";"Libro del caballero y del escudero";"1326[finales del s. XIV o principios del s. XV] ";"Literatura";"España";"fabliella'. Et por que se que vos que sodes muy mal dormidor, envio vos lo por que alguna vez, quando non pudierdes dormir, que vos lean assy commo vos dirian vna fabliella; et quando falardes algunas que non an muy buen recado, tened por çierto que yo las fiz poner en este libro, et reyd vos ende et perderedes el cuydado que uos fazia perder el dormir; et non uos marabilledes en fazer yo scriuir cosas que sean mas fabliella que muy buen seso. Et si por aventura fallardes y alguna cosa de que uos paguedes, gradeçer lo he yo mucho a Dios, ca so çierto que vos non pagariades de";"si";"si";"si";"imperfectivo";"animado";;"de es ende"
126;"1326 [finales del s. XIV o principios del s. XV] MANUEL, JUAN, Libro del caballero y del escudero [España] [José Manuel Blecua, Madrid, Gredos, 1981] Literatura";;"MANUEL, JUAN";"Libro del caballero y del escudero";"1326[finales del s. XIV o principios del s. XV] ";"Literatura";"España";"pleitos que ante ellos vienen segund ueen nin segun lo que ellos saben, si non segund lo que es razonado entre ellos o lo que fallaren en aquellas leys o en aquellos fueros por que an de judgar. Esto es por que son sometidos aquellas leys o aquellos fueros por que an de judgar et de dar cuenta. Mas los reys et los grandes sennores, por que no son sometidos nin an de dar cuenta si non a Dios, non deuen judgar si non por la verdad que sopieren cierta mente, et non deuen creer que lo que ellos cuydan que aquello es la verdat nin se deuen arrebatar fasta que lo sepan cierta mente. Mas de que";"no";;;;;;
127;"1326 [finales del s. XIV o principios del s. XV] MANUEL, JUAN, Libro del caballero y del escudero [España] [José Manuel Blecua, Madrid, Gredos, 1981] Literatura";;"MANUEL, JUAN";"Libro del caballero y del escudero";"1326[finales del s. XIV o principios del s. XV] ";"Literatura";"España";"si ellos los quisieren todos librar o todos acomendar, fazen muy grant yerro. Ca en quanto libran lo que deuen acomendar a otri, pierden el tiempo de librar lo que perteneçia a ellos; et si acomiendan a otro lo que ellos deuian librar, non se libra tan conplida mente commo deuie. Fijo, commo quier que los reys et los grandes sennores an muchas cosas de fazer para guardar sus almas et sus cuerpos et sus estados et las tierras que les son acomendadas, çierto sed que los que estas dos cosas guardan que guardaran todo lo que les cunple para Dios et para el mundo: la vna, que iudguen las cosas que ante ellos";"no";;;;;;
128;"1327-1332 [finales del s. XIV o principios del s. XV] MANUEL, JUAN, Libro de los estados [España] [José Manuel Blecua, Madrid, Gredos, 1981] Literatura";;"MANUEL, JUAN";"Libro de los estados";"1327-1332[finales del s. XIV o principios del s. XV] ";"Literatura";"España";"querria saber, et sennalada mente quel dedes a entender que en ningun estado non puede mejor seruir a Dios nin mas saluar el alma que en estado de enperador et de rey, en que Dios le puso. Et tengo que non he por que vos dezir en quantas maneras pueden seruir a Dios los enperadores et los reys, ca so cierto que vos lo sabedes mejor que yo.";"no";;;;;;
129;"1327-1332 [finales del s. XIV o principios del s. XV] MANUEL, JUAN, Libro de los estados [España] [José Manuel Blecua, Madrid, Gredos, 1981] Literatura";;"MANUEL, JUAN";"Libro de los estados";"1327-1332[finales del s. XIV o principios del s. XV] ";"Literatura";"España";"spiritual, et el del enperador, que deue mantener en justiçia et en derecho todos los christianos,  sennalada mente a los que obedeçen al enperio de Roma. Et algunos reys son agora que tienen que non deuen obedescer a los enperadores, mas çierto es que en los tienpos antigos todas las gentes et los reys del mundo obediçieron a los enperadores de Roma, et despues que fue la ley de los christianos et ordenaron que el enperador fuese electo et coronado et confirmado /  por las maneras que auedes oydo, touieron las gentes que asi commo por el sol et la luna, que son dos cosas que alunbran el dia et";"no";;;;;;
130;"1327-1332 [finales del s. XIV o principios del s. XV] MANUEL, JUAN, Libro de los estados [España] [José Manuel Blecua, Madrid, Gredos, 1981] Literatura";;"MANUEL, JUAN";"Libro de los estados";"1327-1332[finales del s. XIV o principios del s. XV] ";"Literatura";"España";"gentes dirian mal dello et lo ternian por mal, guardese de lo fazer nin dezir. Ca çierto sea, que asi commo el iudga et tiene los fechos que los otros fazen, que bien asi los otros judgan et tienen los suyos. Et commo quier que yo esto digo sennalada mente de los enperadores, tan bien reys commo grandes sennores, commo todos los omnes de todos los estados que esto fiziesen, tengo que farian en ello mucho de su pro, et que serian guardados de fazer nin de dezir cosa de que danno les pudiese venir.";"no";;;;;;
131;"1327-1332 [finales del s. XIV o principios del s. XV] MANUEL, JUAN, Libro de los estados [España] [José Manuel Blecua, Madrid, Gredos, 1981] Literatura";"R";"MANUEL, JUAN";"Libro de los estados";"1327-1332[finales del s. XIV o principios del s. XV] ";"Literatura";"España";"Et digo vos que me dixo don Johan, aquel mio amigo, que vna de las cosas que mucho le aprouecharon en las guerras que ovo, que fue las que fizo con grant poridat; et las que mas le enpesçio, fue en las que non fue la poridat guardada. Et dixo me algunas vegadas, riendose et commo en manera de solaz: «Digo vos en buena fe, Julio, mi amigo et mi amo, que en los grandes fechos que ove de fazer, que las poridades que me fueron mejor guardadas fueron las que non dixe a ninguno». Et con esto me quiso tanto dezir commo que pocas o";"si";"si";"no";"gerundio";"animado";;
132;"1330-1343 [s. XV (c1415)] RUIZ, JUAN (ARCIPRESTE DE HITA), Libro de buen amor [España] [Alberto Blecua, Madrid, Cátedra, 1992] Verso";"R";"RUIZ, JUAN (ARCIPRESTE DE HITA)";"Libro de buen amor";"1330-1343[s. XV (c1415)] ";"Verso";"España";"Palabra es del sabio e dízela Catón, que omne a sus coidados, que tiene en coraçón, entreponga plazeres e alegre razón, que la mucha tristeza mucho pecado pon.  E porque de buen seso non puede omne reír, avré algunas bulras aquí a enxerir: cada que las oyeres non quieras comedir salvo en la manera del trobar e dezir.  Entiende bien mis dichos e piensa la sentençia; non me contesca contigo como al doctor de Greçia  con el ribal romano e su poca sabiençia, quando demandó Roma a Grecia la çïençia.";"si";"no";"no";"infinitivo";"animado";;"El complemento con de es de otra cosa"
133;"1330-1343 [s. XV (c1415)] RUIZ, JUAN (ARCIPRESTE DE HITA), Libro de buen amor [España] [Alberto Blecua, Madrid, Cátedra, 1992] Verso";"R";"RUIZ, JUAN (ARCIPRESTE DE HITA)";"Libro de buen amor";"1330-1343[s. XV (c1415)] ";"Verso";"España";"que bramidos atán grandes oía, coidavan que era preñada, atanto se dolía, pensavan que grand sierpe o grand bestia pariría, que a todo el mundo conbrié e estragaría.  »Quando ella bramava, pensavan de foír, e desque vino el día que ovo de parir,  parió un mur topo: escarnio fue de reír; sus bramuras e espantos en burla fueron salir.  »E bien ansí acaesçió a muchos e a tu amo: prometen mucho trigo e dan poca paja, tamo; çiegan muchos con el viento, vanse perder con mal ramo; vete, dil que me non quiera, que no·l quiero ni·l amo.";"si";"no";"no";"infinitivo";"impersonal";;
134;"1330-1343 [s. XV (c1415)] RUIZ, JUAN (ARCIPRESTE DE HITA), Libro de buen amor [España] [Alberto Blecua, Madrid, Cátedra, 1992] Verso";;"RUIZ, JUAN (ARCIPRESTE DE HITA)";"Libro de buen amor";"1330-1343[s. XV (c1415)] ";"Verso";"España";"Pugnan los abogados e fazen su poder por saber del alcalde lo que querrié fazer, qué sentençia daría o quál podría ser; mas non podieron d'él cosa saber nin entender.  »De lexos le fablavan por le fazer dezir algo de la sentençia, su coraçón descobrir; él mostrava los dientes, mas non era reír: coidavan que jugava, e todo era renir.  »Dixiéronle las partes e los sus abogados que non podrian en uno nunca ser acordados, nin querian abenençia para ser despechados; piden que por sentençia fuesen de allí librados.  »El alcalde, letrado e de buena çïencia, usó bien de su ofiçio e guardó";"no";;;;;;"sustantivado"
136;"p1335 [finales del s. XIV o principios del s. XV] MANUEL, JUAN, Libro de las armas [España] [José Manuel Blecua, Madrid, Gredos, 1981] Literatura";;"MANUEL, JUAN";"Libro de las armas";"p1335[finales del s. XIV o principios del s. XV] ";"Literatura";"España";"de moros, et que el vio la galea al puerto de Santa Pola armada et guisada para entrar en ella et yrse, sinon por que don Sancho Perez de Ayala, que era mayordomo de nuestro padre, et otros omnes buenos que biuian con el, le dixieron que sy fuese a tierra de Françia, que eran casados anbos los reys con sennas hermanas et que non le cogerian; et si fuese a Aragon, que el rey, su padre, era ya muerto et que el rey don Pedro, su hermano, que non se queria perder con el rey de Castiella por ellos. Et si se fuesen a tierra de moros, seyendo la infanta";"no";;;;;;
137;"1337-1348 [finales del s. XIV o principios del s. XV] MANUEL, JUAN, Libro de la caza [España] [Juan Manuel Blecua, Madrid, Gredos, 1981] Aficiones";;"MANUEL, JUAN";"Libro de la caza";"1337-1348[finales del s. XIV o principios del s. XV] ";"Aficiones";"España";"; que en todas las aguas en que a muchas truchas que sienpre ha muchas garças, et mayor mente si es el agua llana et clara. El arroyo de Xucar nasçe en la sierra de Cuenca, en la fuente del infante Garcia, et cae en la mar en Cullera, deyuso de Algezira. Este rio lo de mas va por sierra et por pennas, et lo vno por esto et lo al por que es grant rio, non es buen lugar para caça de falcones, pero a lugares pueden matar  garças con falcones. El arroyo de Tordera nace en ... ... ... et entra en Xucar deyuso de Cuenca; et";"no";;;;;;
141;"a1348 [segunda mitad del s. XIV] ANÓNIMO, Poema de Alfonso Onceno [España] [Juan Victorio, Madrid, Cátedra, 1991] Verso";;"ANÓNIMO";"Poema de Alfonso Onceno";"a1348[segunda mitad del s. XIV] ";"Verso";"España";"faze guerras con poder de robadores.  Todos passan mala vida e fuerte mal e tormento: Castiella será perdida si non ha acorrimiento.»  El rey, quando esto oyó, ovo pesar e manciella; con el rey moro se vio por acorrer a Castiella.  Sus pazes luego posieron e partiéronse las guerras, e los reys luego bolvieron cada uno en sus tierras.   E Gibraltar descercava el rey por aqueste fecho, e a Sevilla llegava con gran pesar e despecho.  Sus cartas luego notava e enbió su mandado a don Juan, que le rogava que toviesse por guisado  que Canpos non l'estragasse e buena razón faría; de tal razón se quitasse";"no";;;;;;
142;"a1348 [segunda mitad del s. XIV] ANÓNIMO, Poema de Alfonso Onceno [España] [Juan Victorio, Madrid, Cátedra, 1991] Verso";;"ANÓNIMO";"Poema de Alfonso Onceno";"a1348[segunda mitad del s. XIV] ";"Verso";"España";".»   Los perlados se tornaron al noble rey con recabdo; con sus gentes lo fallaron en el su real estrado.  E contáronle este fecho, que al buen rey mucho plaz: por más comunal derecho luego trataron la paz  que lo viesse el Padre Santo e que diesse su sentencia, e que los reys entretanto que oviessen avenencia.  Las pazes apregonaron e partiéronse las guerras; los perlados se tornaron cada uno en sus tierras.  Muy bien vos fue declarar de las guerras e contienda: agora quiero fablar deste rey que Dios defienda;  cómo Dios fizo fazaña por este rey que yo digo, e cómo cobró España para sienpre";"no";;;;;;
143;"a1348 [segunda mitad del s. XIV] ANÓNIMO, Poema de Alfonso Onceno [España] [Juan Victorio, Madrid, Cátedra, 1991] Verso";;"ANÓNIMO";"Poema de Alfonso Onceno";"a1348[segunda mitad del s. XIV] ";"Verso";"España";". Cristianos faz en tornada a muy poca de sazón.  El nonbre de Dios loaron, el canpo entraron sin falla e el despojo apaña ron a do fue esta batalla.   E mucha dona preciada en aquel logar fallaron, partieron la cavalgada en Xixares, do llegaron.  Todos devemos loar a Dios Padre, alto rey, e los reys se trabajar para servir la su ley,  porque muerte padesció en la cruz por su bondad. E aquesta lid venció Dios Padre de piadad  por crescentar la su ley —por que passó gran manciella—: dio la onra al buen rey don Alfonso de Castiella,  que puso en gran altura, e t ovo por aguisado";"no";;;;;;
144;"a1348 [segunda mitad del s. XIV] ANÓNIMO, Poema de Alfonso Onceno [España] [Juan Victorio, Madrid, Cátedra, 1991] Verso";;"ANÓNIMO";"Poema de Alfonso Onceno";"a1348[segunda mitad del s. XIV] ";"Verso";"España";"Yuntaré mi poderío, la mi linpia cria zón: ¡los cristianos desafío quantos en el mundo son!  Los puertos quiero passar, e dellos tomaré emienda: ¡nunca passaré la mar fasta que cinco reys prenda!  E luego les tajaré las sus cabeças preciadas,  a Marruecos las traeré en las mis señas colgadas.  Castiella cuido ganar e matar la cristiandad, e fazerme he coronar en Toledo la cibdad.  E y me pornán la siella, llamarme he enperador, e aquel rey de Castiella a mí llamará señor.»";"no";;;;;;
145;"c1348-1379 [finales del s. XV o principios del s. XVI] ANÓNIMO, Gran crónica de Alfonso XI [España] [Diego Catalán, Madrid, Gredos, 1976] Historia";;"ANÓNIMO";"Gran crónica de Alfonso XI";"c1348-1379[finales del s. XV o principios del s. XVI] ";"Historia";"España";"rrey de Françia, por su sueldo que les el daua; e con esto, las gentes e los nauios del rrey de Ynglaterra no osauan nauegar por la mar. E el rrey de Françia enbio sus gentes a la Gascueña, a la tierra del ducado de Guiana, e tomaron el castillo de la Rriola, e el castillo de Paymirol e otros castillos que tenia el rrey de Ynglaterra en la Gascueña. E el rrey de Ynglaterra, desque vio que eran aliados  el rrey de Françia y el rrey de Castilla, cato como ouiese algunos amigos que le ayudasen en su guerra, e enbio a poner su pleyto en su";"no";;;;;;
146;"c1348-1379 [finales del s. XV o principios del s. XVI] ANÓNIMO, Gran crónica de Alfonso XI [España] [Diego Catalán, Madrid, Gredos, 1976] Historia";"R";"ANÓNIMO";"Gran crónica de Alfonso XI";"c1348-1379[finales del s. XV o principios del s. XVI] ";"Historia";"España";"de noche. * E la rreyna, por conplir mandado del rrey, dixogelo todo segund que la ystoria lo a deuisado. * E quando el moro Clariffe esto oyo, espantose e demudo la color, * anssi se estouo vna gran pieça que no pudo hablar. * E el rrey, que esto vio, rriose, por no dar a entender que auia miedo, * e pregunto al moro que le paresçia de aquel sueño. * E rrespondio el moro que era señal que Dios le mostraua para que guardase de mal a el e a sus conpañas; * e dixo: *";"si";"si";"no";"perfectivo";"animado";;
147;"c1348-1379 [finales del s. XV o principios del s. XVI] ANÓNIMO, Gran crónica de Alfonso XI [España] [Diego Catalán, Madrid, Gredos, 1976] Historia";"R";"ANÓNIMO";"Gran crónica de Alfonso XI";"c1348-1379[finales del s. XV o principios del s. XVI] ";"Historia";"España";"Quando esto oyo el rrey de Benamaryn, rriose en desden, por mostrar esfuerço a los moros e dar a entender a todos que le plazia con la batalla, * e dixo a los mensajeros que el non pasara la mar en vna tabla muy pequeña para se tornar luego, * mas que las sus tierras que las dexara por hazer seruiçio a la ley de";"si";"si";"no";"perfectivo";"animado";;
148;"c1369-a1440 [s. XV (c1439)] ÁLVAREZ DE VILLASANDINO, ALFONSO, «poesías»(Cancionero de Palacio) [España] [Salamanca, Junta de Castilla y León, 1993] Verso";"A";"ÁLVAREZ DE VILLASANDINO, ALFONSO";"poesías(Cancionero de Palacio)";"c1369-a1440[s. XV (c1439)] ";"Verso";"España";"nengún tenor.  Non me quexo de ti agora, Amor, si padeçco mal, pues me dieste por senyora noble vista angelical, a quien fuy e só leal e seré sin mudamento, maguer que sufro turmento longe sin façer error.  Amor, seas exalçado pues me mandaste servir buen paresçer acabado en favlar e en reýr; bien me puedo enfengir que amé gentil figura,  mas si de mí no á cura, muerto só, pecador.";"no";"no";"no";"imperfectivo";"impersonal";;"honestamente, no sé"
150;"1376-1396 [último cuarto del s. XIV (1385-1393)] FERNÁNDEZ DE HEREDIA, JUAN, De secreto secretorum [España] [Juan Manuel Cacho Blecua, Zaragoza, Universidad de Zaragoza, 2003] Educación";"V";"FERNÁNDEZ DE HEREDIA, JUAN";"De secreto secretorum";"1376-1396[último cuarto del s. XIV (1385-1393)] ";"Educación";"España";"otro segunt conuien a cada huno en su estado asi lo honra. No sea niguno que no sienta tu largueza et la piedat de tu magestat et de tu nobleza et de tu coraçon liberal. Buena uoluntat sia demostrada a todos. Et por aquesto, conuient al rey auer discreçion et continençia et abstenerse de muyto redir, porque el muyto redir tira a los hotros no seir assi con humildat  et reuerença ante el rey como farian.";"si";"no";"no";"infinitivo";"animado";;
151;"1376-1396 [último cuarto del s. XIV (1385-1393)] FERNÁNDEZ DE HEREDIA, JUAN, De secreto secretorum [España] [Juan Manuel Cacho Blecua, Zaragoza, Universidad de Zaragoza, 2003] Educación";"V";"FERNÁNDEZ DE HEREDIA, JUAN";"De secreto secretorum";"1376-1396[último cuarto del s. XIV (1385-1393)] ";"Educación";"España";"huno en su estado asi lo honra. No sea niguno que no sienta tu largueza et la piedat de tu magestat et de tu nobleza et de tu coraçon liberal. Buena uoluntat sia demostrada a todos. Et por aquesto, conuient al rey auer discreçion et continençia et abstenerse de muyto redir, porque el muyto redir tira a los hotros no seir assi con humildat  et reuerença ante el rey como farian.";"si";"no";"no";"infinitivo";"impersonal";;
152;"1376-1396 [último cuarto del s. XIV (1385-1393)] FERNÁNDEZ DE HEREDIA, JUAN, De secreto secretorum [España] [Juan Manuel Cacho Blecua, Zaragoza, Universidad de Zaragoza, 2003] Educación";"V";"FERNÁNDEZ DE HEREDIA, JUAN";"De secreto secretorum";"1376-1396[último cuarto del s. XIV (1385-1393)] ";"Educación";"España";"Conuiente en tu ordenamiento auer goyo et alegria et razon et gloria et alabança et uençimiento de los enemigos, et sperança et grant fiança en tu pueblo; et deletarte en iuegos et ueyr caras fermosas, et huyr libros de plazeres et star con aquellos con qui mas amas; et redir et burlar con ellos et huyr cantares bellos; et seyr uestido de bellos uestidos et de uarios colores et ornados segunt los tienpos, et seyr untado de unguentes en los tienpos conuenibles.";"si";"no";"ambiguo";"infinitivo";"animado";;"Podría ser de burlar"
154;"c1378-1406 [mediados del s. XV] LÓPEZ DE AYALA, PERO, Rimado de Palacio [España] [Germán Orduna, Madrid, Castalia, 1987] Verso";"A";"LÓPEZ DE AYALA, PERO";"Rimado de Palacio";"c1378-1406[mediados del s. XV] ";"Verso";"España";"perlado, que quiera mantener en justiçia el mundo, non se vaya a perder, e en paz e en concordia, podamos fenesçer.  Aquí estoruaron mucho algunos sabidores; por se mostrar letrados e muy disputadores, fizieron sus quistiones commo grandes dotores; por esto la Eglesia de sangre faz' sudores.   Los moros e judíos rríen desta contienda e dizen entre sí: ""Veredes qué leyenda tienen estos christianos, e cómmo su fazienda * traen bien ordenada: así Dios los defienda.  E dizen cada día a nos que nos torrnemos âquella su ley santa e que la adoremos, e cómmo la ellos guardan, cuidan que non lo vemos;";"si";"no";"si";"imperfectivo";"animado";;
155;"c1378-1406 [mediados del s. XV] LÓPEZ DE AYALA, PERO, Rimado de Palacio [España] [Germán Orduna, Madrid, Castalia, 1987] Verso";;"LÓPEZ DE AYALA, PERO";"Rimado de Palacio";"c1378-1406[mediados del s. XV] ";"Verso";"España";"entender, quanto mal e dolor en este mundo podriá aver, e dende se aguarda con miedo de caer en aquel fuego malo que es mucho de temer.  ¿Qué fue estonçe del rrico e de su poderío, * de la su vana gloria e orgulloso brío?: todo es ya pasado e corrió commo rrío, e de todo el su pensar, fincó él mucho frío.  ¿Dó estan los muchos años que avemos durado en este mundo malo, mesquino e lazdrado? ¿dó los nobles vestidos, de paño muy onrrado? ¿dó las copas e vasos de metal muy preçiado?   ¿Dó estan las heredades e las";"no";;;;;;
156;"c1378-1406 [mediados del s. XV] LÓPEZ DE AYALA, PERO, Rimado de Palacio [España] [Germán Orduna, Madrid, Castalia, 1987] Verso";"A";"LÓPEZ DE AYALA, PERO";"Rimado de Palacio";"c1378-1406[mediados del s. XV] ";"Verso";"España";"de firme madera, rrezia e sazonada e qual omne espera subir sin rreçelo por fallar la carrera; enpero punto finca de una grant dentera.  Si alcança fasta suso do tú quieres sobir, aquesta tal escala, deues bien comedir; ca si fuese muy corta, podrías tu fallir, e podrían las gentes dende todos rreír.  Si quieres ser priuado luego de un señor, cata si tu querer alcança lo mejor, e si eres tan alto de ser meresçedor, e si todo lo piensas, nunca aurás error.  Son muchos en el mundo, después que son priuados, que do mas tiento deuen tomar son más menguados: cobdiçia e";"si";"no";"no";"infinitivo";"animado";;"No creo que dende vaya con reír"
157;"1379-a1425 [s. XV (c1465)] VILLASANDINO, ALFONSO DE, «Poesías»(Cancionero de Baena) [España] [Madrid, Visor, 1993] Verso";"R";"VILLASANDINO, ALFONSO DE";"Poesías(Cancionero de Baena)";"1379-a1425[s. XV (c1465)] ";"Verso";"España";"Non me quexo de ti agora, Amor, si padesco mal, pues me distes por señora noble vista angelical, quien fui e soy leal seré sin  mudamento, * maguer que sufro tormento longe, * sin fazer error.   4 Amor, seas ensalçado pues me mandaste servir buen paresçer acabado * en fablar e en reír, bien me puedo enfengir * que amé gentil figura, m as * si ella de mí non cura, * muerto só yo, pecador.  5 Amor, sempre oí dezir que calquer que te serviesse devié muy ledo bevir por grant * coita en que se vese;  canto si por esto fuesse, yo me pongo";"repetido";"no";"no";"imperfectivo";"impersonal";;
158;"1379-a1425 [s. XV (c1465)] VILLASANDINO, ALFONSO DE, «Poesías»(Cancionero de Baena) [España] [Madrid, Visor, 1993] Verso";;"VILLASANDINO, ALFONSO DE";"Poesías(Cancionero de Baena)";"1379-a1425[s. XV (c1465)] ";"Verso";"España";"graçiosa real, clavellina angelical la joya que por señal atendí * e non la he;  pero serviendo leal siempre la atenderé.   3 Linda muy fermosa flor, delicada o sin error, de servir otra señor non pienso nin pensaré. Muchas gracias aya Amor, por quien todo bien cobré.  4 Linda, vuestro buen reír donoso me faz' morir, pues vos tanto amo servir, non puedo dezir por qué; si non puedo vos dezir que errastes, ál non sé.  5 Linda con toda beldat, donosa sin crueldat, señora, avet piedad de mí, pues encomendé mi serviçio e lealtad a quien amo e amaré.  6 Linda rosa";"no";;;;;;"sustantivado"
160;"1379-a1425 [s. XV (c1465)] VILLASANDINO, ALFONSO DE, «Poesías»(Cancionero de Baena) [España] [Madrid, Visor, 1993] Verso";"R";"VILLASANDINO, ALFONSO DE";"Poesías(Cancionero de Baena)";"1379-a1425[s. XV (c1465)] ";"Verso";"España";"* que  cantos * señalo con este meu dedo son muy avarentos con toda villeza.  3 Grandes señores, legos e perlados, ben vos mostrarán logo de presente en todos sus gestos e seu continente que aman franqueza segunt los passados; mais desque ayades a éstos provados, veredes que curan de se apartar e con avariça reír, profazar * de lindos fidalgos que biven lazrados. *   4 Desí * han tomado agora un refrán: Viçiosos e ricos, ¿por qué buscarán bolliçios nin guerras? ¡Por ser enlocados!";"si";"no";"no";"infinitivo";"animado";;"coordinado con refl"
161;"c1380-c1420 [s. XV (c1439)] PÉREZ PATIÑO, GÓMEZ, «Poesías»(Cancionero de Palacio) [España] [Salamanca, Junta de Castilla y León, 1993] Verso";"R";"PÉREZ PATIÑO, GÓMEZ";"Poesías(Cancionero de Palacio)";"c1380-c1420[s. XV (c1439)] ";"Verso";"España";"mudar su ventura.  Si ventura faç mudança, el triste tornará ledo en punto, e, quedo a quedo, verá su buena andança; tienpo an todas las cosas, las buenas et las danyosas, todas pasan su ordenança. Tïenpo biene de pedir et tienpo viene de dar; tienpo viene de llorar, tienpo viene de reýr; tras un tienpo otro viene, mas al que buen seso tiene sabe los tienpos seguir.  Pro de veçes vy plaçer despüés de gran tristura; noche con gran tenebrura ya vi día esclareçer et después de gran nublado fazer día serenado; ya vi pobre, rico ser.";"si";"no";"no";"infinitivo";"impersonal";;
