EjemploID;BIBLIOGRAFIA;AUTOR;TITULO;FECHA;TEMA;PAIS;CONCORDANCIA;fecha;Valido;Reflexivo;Complemento_de;Aspecto_verbal;Sujeto;Perifrasis;Observaciones
273;11/02/1994 , El Mundo, 11/02/1994 [España] [Madrid, Unidad Editorial, 1995] Medios de comunicación;NA;El Mundo, 11/02/1994;11/2/94;Medios de comunicación;España;ver los dibujos animados, pero si hay alguna visita no deja de cambiar los canales de la tele. «Cuando ve un escote a una chica le intenta dejar el pecho al aire, porque le hace mucha gracia... Y a las chicas de El juego de la oca les da pellizcos en el trasero para que se ría todo el mundo. Le encanta llamar la atención», bromea Juan Luis Malpartida.;1994;si;si;no;imperfectivo;animado;;
274;11/02/1994 , El Mundo, 11/02/1994 [España] [Madrid, Unidad Editorial, 1995] Política;NA;El Mundo, 11/02/1994;11/2/94;Política;España;sobre el tema en algunos sectores. Y lo hizo a su estilo. Dijo que muchos se quedarían «pasmaos» si él revelara el nombre de la persona que no hace mucho le preguntó: «Oiga, Pujol, pero usted en casa con su mujer, ¿de verdad habla catalán?». «No se rían», manifestó, «que esto es muy serio». El líder de CiU destacó que en muchos sectores de la opinión pública y de la clase política aún no se comprende bien que España es un país plurilingüístico, en el que el 39 por ciento de la población vive en comunidades autónomas con más de una lengua y;1994;si;si;no;imperfectivo;animado;;
275;11/03/1987 , ABC, 11/03/1987 [España] [Madrid, Prensa Española, S.A., 11/03/1987] Deportes;NA;ABC, 11/03/1987;11/3/87;Deportes;España;Deportivo de La Coruña-Valencia (Riera Morro): Son los dos primeros, pero entre ambos hay diferencias suficientes como para eliminar el signo menos, lógico, que en este caso es el «uno». X-2.;1987;no;;;;;;
276;11/07/1980 , El País, 11/07/1980 [España] [Madrid, Diario El País, S.A., 11/07/1980] Arte y cultura en general;NA;El País, 11/07/1980;11/7/80;Arte y cultura en general;España;El público que pudo entrar, hasta llenar a tope las butacas y los pasillos de la sala de conferencias del centro Colón, se lo pasó bien. En primer lugar, por la gracia especial de Graham Greene, que daba rostro humano a la casi mítica figura del autor de El poder y la gloria. Los que sabían inglés reían cada chiste directamente, y los que no, esperaban a la traducción. La traducción también tenía gracia de por sí, porque el insólito consejero del novelista de Oxford, un cura gallego que le aconseja en sus crisis desde hace muchos años, vertía a humor gallego las respuestas del escritor y su propia opinión sobre el tema.;1980;transitivo;;;;;;
277;11/08/1997 , Época, 11/08/1997 [España] [Madrid, Difusora de Información Periódica S.A., 1997] Actualidad;NA;Época, 11/08/1997;11/8/97;Actualidad;España;. Formó tándem con su padre, Carlos Goyanes. Un cuadro completado por dos danzantes: el Antonio Canales que por fin impone su clase no sólo artística. Un mundo lo separa de Cortés también humanamente. Canales es abierto, antidivo, cordial y nada crispado. La antítesis del Cortés que no sabe digerir una fama recién adquirida. Reía con Ernesto Neira, el nuevo y parece que duradero love de Carmen Ordóñez. La guapa hija, madre, esposa de toreros, se encendía en floripondios azules. Encarnación física de la belleza española.;1997;si;no;ambiguo;imperfectivo;animado;;
278;11/09/1977 , El País, 11/09/1977 [España] [Madrid, Diario El País, S.A., 11/09/1977] Escena;NA;El País, 11/09/1977;11/9/77;Escena;España;"Así que ésta se queda en un estupendo dúo entre dos grandes actores: Jesús Puente, turbulento, desasosegado, egoísta y rebelde inseguro, frente a Juanjo Menéndez, sereno, tranquilo, egoísta, divertido y tierno. Los dos, en ese mesurado punto de la interpretación que pide reír ""con ellos"" y no ""de ellos"". El punto de madurez de esta relación es sin duda el eje mayor del montaje. Sobre un espacio escénico muy bello de Vicente Vela, un espacio con aire, intimidad y libertad, Angel García Moreno ha concebido un montaje luminoso, clarificador y rítmico. Los actores se escuchan,";1977;si;no;no;infinitivo;impersonal;;
279;11/09/1997 , El País, 11/09/1997 [España] [Madrid, Diario El País, S.A., 11/09/1997] Actualidad;NA;El País, 11/09/1997;11/9/97;Actualidad;España;un anticipo por la mañana en el palacio de La Moncloa. José María Aznar recibió, acompañado de su esposa, Ana Botella, a los artistas que participaron en el acto en los salones del palacio de La Moncloa. Al posar ante las cámaras que recogían el encuentro, Ana Botella se lanzó a bailar, como recoge la foto, Macarena. Los del Río, situados a su izquierda, y Paloma San Basilio, a la derecha de Aznar, acompañaron a la mujer del presidente de gobierno;1997;no;;;;;;
280;11/09/1997 , El País, 11/09/1997 [España] [Madrid, Diario El País, S.A., 11/09/1997] Literatura;NA;El País, 11/09/1997;11/9/97;Literatura;España;Cuba, veía cine con voracidad», recuerda Cabrera Infante. «Tras mi estreno a los 29 días, en brazos de mi madre, tengo conciencia de que a los dos años vi una película de la Metro Goldwyn Mayer. Lo recuerdo porque rugí antes que el león y los asistentes que estaban a mi lado se rieron. A los siete años vi una película memorable, Caracortada, de Howard Hawks, aunque entonces no sabía quién era el director».;1997;si;si;no;perfectivo;animado;;
281;11/09/1997 , El País, 11/09/1997 [España] [Madrid, Diario El País, S.A., 11/09/1997] Testimonios varios;NA;El País, 11/09/1997;11/9/97;Testimonios varios;España;cambiar de figura. Ahora es el del yonqui, el del pederasta. El del exhibicionista ha muerto: niñas y niños se retuercen su risa cacofónica si uno aparta su gabardina y muestra su cosita. El exhibicionismo femenino vale, pero cuesta dinero. Leí que las chicas del barrio donde se quiere instalar un sex shop se reían: «En nuestro colegio no hay ya más vírgenes que las de las paredes». Una exageración (de ellas): el camino de la antinariz de la pureza antigua (otra exageración). En las pasarelas se va mostrando más, pero es lo que no se llevan. (Oí a Jesús del Pozo, tan;1997;si;si;no;imperfectivo;animado;;
282;11/10/1982 , ABC, 11/10/1982 [España] [Madrid, Prensa Española, S.A., 11/10/1982] Iglesia;NA;ABC, 11/10/1982;11/10/82;Iglesia;España;, donde resultaba mucho más fácil quererse. A Juan XXIII se le admiraba menos, se le amaba más. O se le amaba con un amor más cotidiano, con el mismo con que uno ama a la madre o al abuelo. ¡Qué bien se estaba, vive Dios, en aquella Iglesia! Allí no detonaba reírse, había menos aplausos, pero ojos más brillantes. Dios y sus santos se acercaban hasta convertirse en el «vecino de arriba» o en nuestros compañeros de escuela. Era un rojo hogar, sí. Y luego el Concilio, al multiplicar la familia, no alejaría a nadie, sólo se harían más plurales los;1982;si;si;no;infinitivo;impersonal;;
283;11/10/1996 , ABC Cultural, 11/10/1996 [España] [Madrid, Inter CD S.L. con el patrocinio de Grupo Planeta, 1996] Pintura;NA;ABC Cultural, 11/10/1996;11/10/96;Pintura;España;Torner ríe brevemente. Ríe en una especie de susurro:;1996;si;no;no;imperfectivo;animado;;
284;11/11/1995 , El Mundo, 11/11/1995 [España] [Madrid, Unidad Editorial, 1996] Medios de comunicación;NA;El Mundo, 11/11/1995;11/11/95;Medios de comunicación;España;Suena la banda. Y, de repente, el reportero Bermúdez, dormido en la redacción, se despierta —y es que ya no son horas después de haber visto el Telediario de Sotillos—. El reportero da noticias incomprensibles. Bermúdez canta y Casas se ríe al ritmo de las carcajadas anacrónicas de lata. Conclusión: Es malo fumar. Han pasado muchos minutos.;1995;si;si;no;imperfectivo;animado;;
285;11/11/1996 , El Mundo, 11/11/1996 [España] [Madrid, Unidad Editorial, 1997] Escena;NA;El Mundo, 11/11/1996;11/11/96;Escena;España;A Eutanasio podría aplicársele el lema de aquellas narraciones que Rafa Castellanos escribía en La Codorniz: «Tiemble después de haber reído», o a la inversa. El hecho es que Eutanasio se ve y se escucha —como se decía en la época clásica— sin remordimientos de tiempo perdido. Y tiene un par de virtudes consustanciales a este tipo de teatro, híbrido de sainete y astracán, de diálogo incesante y mesa camilla inevitable: un sabio y;1996;cita;;;;;;
286;11/11/1996 , El Mundo, 11/11/1996 [España] [Madrid, Unidad Editorial, 1997] Política;NA;El Mundo, 11/11/1996;11/11/96;Política;España;para ridiculizar lo ajeno. La inoportuna risa de Aznar nos desconcierta porque no procede de la ironía ni de una situación risible. No es risa inglesa ni española. Cuando ríe sin hablar, parece mohín para dar la buena impresión de que siempre está en estado de «gracia» o de humor optimista. Cuando habla riendo, parece risa floja para desatar los nervios que la inhabilidad de su elocuencia no puede liberar. Se ríe sin saber cómo ni por qué. Pero su risa no es vital ni ofensiva o confiada, sino suspicazmente defensiva, como la de ciertos niños tímidos y sin pudor, pillados en falta.;1996;si;no;no;imperfectivo;animado;;
287;11/12/1979 , El País, 11/12/1979 [España] [Madrid, Diario El País, S.A., 11/12/1979] Actualidad;NA;El País, 11/12/1979;11/12/79;Actualidad;España;Eddie Kidd es el motorista que cruza de este modo el aire para completar los veinticuatro metros que separan un puente de otro en la localidad británica de Maldon. Debajo del motorista, a quince metros, el río Chelmer. La escena fue rodada para una película que se estrenará la próxima primavera;1979;no;;;;;;
288;12/01/1996 , ABC Cultural, 12/01/1996 [España] [Madrid, INTER CD S.L. CON EL PATROCINIO DE PLANETA, 12/01/1996] Justicia, legislación;NA;ABC Cultural, 12/01/1996;12/1/96;Justicia, legislación;España;— Porque me he dado cuenta de que eso iba a traerme complicaciones —responde riendo.;1996;si;no;no;gerundio;animado;;
289;12/01/1996 , ABC Cultural, 12/01/1996 [España] [Madrid, INTER CD S.L. CON EL PATROCINIO DE PLANETA, 12/01/1996] Literatura;NA;ABC Cultural, 12/01/1996;12/1/96;Literatura;España;"peregrino, pero sin el ambiente estético-religioso de ""fin de siglo"". Al término del camino, más allá del recinto propio, el ""otro"" extraño se instala y nos ""aloja"", anuncia así la respuesta al misterio de la existencia. En el incesante fluir de la vida, los conceptos temporales (camino, río) ofrecen la clave de emoción frente a la anécdota: ""El huésped ardió en el sol. / Luego entró en el mar, / apagándose"". Poco a poco, dentro del contexto crepuscular que perfila el sueño de este extraño habitante, el inevitable ""nunca jamás"" define otras propiedades de la visión creativa: ""Nadie sabe que";1996;no;;;;;;
290;12/02/1980 , El País, 12/02/1980 [España] [Madrid, Diario El País, S.A., 12/02/1980] Ecología;NA;El País, 12/02/1980;12/2/80;Ecología;España;JOAQUÍN AMESTOY Aunque parezca increíble, si se cumplen las previsiones municipales, las bogas, carpas y barbos volverán al río Manzanares;1980;no;;;;;;
291;12/02/1990 , Cambio 16, nº 951, 12/02/1990 [España] [Madrid, Grupo 16, 12/02/1990] Literatura;NA;Cambio 16, nº 951, 12/02/1990;12/2/90;Literatura;España;—¿Cree que debería enseñarse a reír en las escuelas?;1990;no;;;;;;impersonal refleja
292;12/03/1990 , Tiempo, 12/03/1990 [España] [Madrid, Ediciones Tiempo, 12/03/1990] Cine y vídeo;NA;Tiempo, 12/03/1990;12/3/90;Cine y vídeo;España;—La verdad es que tenía no miedo, pero sí preocupación por el rodaje. No conocía a Saura y tenía el convencimiento de que era un hombre serio, triste, intelectualoide. Pensaba que la película sería un latazo rodarla. Sin embargo, llegaba todos los días a casa con dolor de mandíbula de tanto reír.;1990;si;no;no;infinitivo;animado;;
293;12/05/1997 , ABC Electrónico, 12/05/1997 [España] [Madrid, Prensa Española, 1997] Política;NA;ABC Electrónico, 12/05/1997;12/5/97;Política;España;relevo del presidente, Pedro Calvo, por Juan Manuel Moreno, de las Nuevas Generaciones de Andalucía. Después de bromear durante unos minutos con los reunidos, contar que ya se había enterado de que «la noche había sido larga», comentar que el Valladolid estaba cada vez más cerca de poder jugar la Copa de UEFA la próxima temporada y reírse del poco caso que le hacía su hijo Alonso, entretenido con la lectura de ABC mientras su padre hablaba desde la tribuna, el jefe del Ejecutivo hizo su «diagnóstico» del momento político de España para concluir que es el mejor de los últimos años, pedir concentración en la tarea que queda por delante y recomendar a;1997;si;si;si;infinitivo;animado;;
294;12/05/1999 , El Mundo, 12/05/1999 [España] [Madrid, , 12/05/1999] Escena;NA;El Mundo, 12/05/1999;12/5/99;Escena;España;ha visto unos 300.000 espectadores, regresa, a partir de esta noche, al teatro de La Latina, propiedad de Lina Morgan. José Luis Pellicena y María Fernanda D'Ocon protagonizan el montaje, dirigido por Alfonso Zurro. Ambos están encantados de seguir con el Tartufo. «Ha sido año y medio muy gratificante. Para mí, constituye un placer enorme hacer reír al público ya que a lo largo de mi vida profesional he provocado otro tipo de emociones en los espectadores», explica el actor.;1999;si;no;;;;causativa;
295;12/05/1999 , El Mundo, 12/05/1999 [España] [Madrid, , 12/05/1999] Sanidad pública;NA;El Mundo, 12/05/1999;12/5/99;Sanidad pública;España;Vicente se ríe ahora ante lo ridículo de la situación, pero él piensa que el conductor tenía instrucciones por parte de la empresa de realizar el traslado por la carretera convencional que atraviesa decenas de pueblos de las provincias de Cádiz y Sevilla antes de alcanzar la entrada a la capital andaluza, a menos que el cliente se comprometa a abonar el importe del peaje;1999;si;si;no;imperfectivo;animado;;
296;12/07/1989 , «ABC, 12/07/1989»(Abc, 12/07/1989) [España] [Madrid, Prensa Española, S.A., 12/07/1989] Ecología;NA;ABC, 12/07/1989(Abc, 12/07/1989);12/7/89;Ecología;España;Juan Hormaechea «Los análisis técnicos de que disponemos permiten llegar a la conclusión de que la muerte de más de cincuenta toneladas de peces registrada en el río Pas se debió a la falta de oxígeno, a causa del derramamiento de leche efectuado por los ganaderos», manifestó ayer el presidente de la Diputación de Cantabria;1989;no;;;;;;
297;12/07/1989 , «ABC, 12/07/1989»(Abc, 12/07/1989) [España] [Madrid, Prensa Española, S.A., 12/07/1989] Meteorología;NA;ABC, 12/07/1989(Abc, 12/07/1989);12/7/89;Meteorología;España;"Temperaturas del agua del mar: Cantábrico, entre 18 y 19 grados; Rías Bajas, 18-20; Costa de la Luz, 20-21; Costa del Sol, 21-22; Costa Cálida, 21-23; Costa Blanca, 21-22; Costa del Azahar, 20-22; Costa Dorada, 19-20; Costa Brava, 17-18; Baleares. 17-19, y Canarias, entre 1,8 y 21 grados.";1989;no;;;;;;
298;12/07/1996 , ABC Cultural, 12/07/1996 [España] [Madrid, INTER CD S.L. CON EL PATROCINIO DE PLANETA, 12/07/1996] Literatura;NA;ABC Cultural, 12/07/1996;12/7/96;Literatura;España;"La Vigía, antigua mansión colonial, alberga y da nombre a una casa editorial de características muy singulares. Pero antes de visitarla es preciso detener la mirada en el ""San Juan murmurante"" a cuya orilla se levanta el airoso edificio. Río de lomo pardo, se pierde tierra adentro en una perspectiva urbana que, según me cuentan, antaño se iba transformando en preciosas fincas de recreo. Nunca me había demorado, al desplazarme hacia Varadero, en la contemplación de ese río, caro al gran poeta José Jacinto Milanés (Matanzas, 1814-1863) y a quienes viven en sus";1996;no;;;;;;
299;12/09/1995 , El Mundo, 12/09/1995 [España] [Madrid, Unidad Editorial, 1996] Deportes;NA;El Mundo, 12/09/1995;12/9/95;Deportes;España;Gari Kaspárov, de 32 años y considerado como uno de los mejores jugadores de la historia, conducía las piezas negras. El también reía la bromas del alcalde, pero estaba tenso, preocupado y absorto en sus pensamientos. Su tensión se relajaba cuando su mirada cruzaba la de su madre, Clara Shajanovna, que se encontraba en la primera fila del «king room» (sala VIP). Ella es la verdadera capitana del equipo y está allí donde su;1995;transitivo;;;;;;
300;12/09/1996 , El Mundo, 12/09/1996 [España] [Madrid, Unidad Editorial, 1997] Actualidad;NA;El Mundo, 12/09/1996;12/9/96;Actualidad;España;«Cuando le dije a Daniel donde estaba, tardó en venir hora y media. Nos miramos. Nos echamos a reír y se echó en mis brazos. Estábamos a gusto, él comenzó a desvestirse, a hacer el payaso y a tirarse a la piscina». Ella ya estaba en tanga y sin sujetador.;1996;si;ambiguo;no;infinitivo;animado;posiblemente_reflexiva;
301;12/10/1994 , La Vanguardia, 12/10/1994 [España] [Barcelona, T.I.S.A, 1994] Meteorología;NA;La Vanguardia, 12/10/1994;12/10/94;Meteorología;España;La riera del Tenes, que viene de las montañas próximas de la Sauva Negra, cerca de Centelles, circula entre curvas apretadas y se acoda peligrosamente en todas y cada una de ellas. Así ha sido durante años y no ha pasado nada. Fluye la riera, cuando hay agua, paralela a la carretera BP-1432. Poco antes;1994;no;;;;;;
302;12/11/1997 , ABC Electrónico, 12/11/1997 [España] [Madrid, PRENSA ESPAÑOLA, S.A., 12/11/1997] Actualidad;NA;ABC Electrónico, 12/11/1997;12/11/97;Actualidad;España;Ahora Elena, empleada de una tienda de electrodomésticos de la calle de Isla de Arosa, se ha convertido en una de las vecinas más populares de la zona. Se ríe cuando cuenta el suceso y todos le hacen bromas. Y repite: «Soy como una leona, que nadie toque a mis crías porque...» ¿Alguien se atreve a dudarlo?;1997;si;si;no;imperfectivo;animado;;
303;12/11/1997 , ABC Electrónico, 12/11/1997 [España] [Madrid, PRENSA ESPAÑOLA, S.A., 12/11/1997] Espectáculos diversos;NA;ABC Electrónico, 12/11/1997;12/11/97;Espectáculos diversos;España;"Café cantante», de Antonio Gala. «En cuanto me han dado la noticia he pensado en la Virgen del Rosario, de la que soy muy devota, y enseguida en Antonio Gala, que estaba en el jurado, y que seguramente habrá empujado para que me premiaran. Me gustaría morirme interpretando ""Café cantante"" —añade, riendo, la actriz. Yo soy mujer de un solo marido, y me ha costado mucho trabajo llegar a esta obra como para pensar ahora en otro proyecto. Cuando encuentras un texto tan hermoso como el de Antonio Gala, una compañera tan maravillosa como Ángeles Martín y un personaje tan entrañable y tan bonito como La Talismana, hay";1997;si;no;no;gerundio;animado;;
304;13/02/1994 , La Vanguardia, 13/02/1994 [España] [Barcelona, T.I.S.A, 1994] Justicia, legislación;NA;La Vanguardia, 13/02/1994;13/2/94;Justicia, legislación;España;"El Gobierno impulsará ""poco a poco"" la reinserción de etarras. Los solicitantes debe rían renunciar de forma expresa a la violencia.";1994;no;;;;;;
305;13/02/1994 , La Vanguardia, 13/02/1994 [España] [Barcelona, T.I.S.A, 1994] Medios de comunicación;NA;La Vanguardia, 13/02/1994;13/2/94;Medios de comunicación;España;Y es divertido porque la señora se ríe y su marido también. Un marido con unas gafitas realmente ridículas, pero un tipo que ha venido a pasarlo bien y está dispuesto a colaborar, porque mientras Emilio Castelló intenta leer el número de butaca en las entradas, el gafitas le dice:;1994;si;si;no;imperfectivo;animado;;
306;13/02/1994 , La Vanguardia, 13/02/1994 [España] [Barcelona, T.I.S.A, 1994] Política;NA;La Vanguardia, 13/02/1994;13/2/94;Política;España;"El poeta ha reído finamente. Ha matizado más. Ha dicho: ""Ya va siendo hora de que los listillos de Barcelona entiendan que el binomio periferia y escuela pública no es sinónimo de mediocridad"".";1994;si;no;no;perfectivo;animado;;
307;13/04/1979 , El País, 13/04/1979 [España] [Madrid, Diario El País, S.A., 13/04/1979] Tauromaquia;NA;El País, 13/04/1979;13/4/79;Tauromaquia;España;"¿Lo de El Cordobés, por ejemplo? No me haga usted reír. Si ahora utilizáramos para este señor la misma lupa que hemos aplicado a los otros, no sé qué deberíamos decir; mejor dejarlo. El Cordobés sale y pernea, taconea, bota, trisca. ¿Qué lleva en la mano? Parece una bayeta. Trapacea, corre, para, gira, respinga, tira";1979;si;no;;;;causativa;
308;13/04/1995 , El Mundo, 13/04/1995 [España] [Madrid, Unidad Editorial, 1995] Política;NA;El Mundo, 13/04/1995;13/4/95;Política;España;El líder de la OLP está viejo, aunque se viste igual que siempre. Pero ayer no cesó de reir antes y después del encuentro con los dirigentes populares. Sólo perdió la sonrisa y se enfadó cuando alguién le preguntó por unas declaraciones del ministro israelí de Exteriores, Simon Peres. Para este hombre, odiado ahora con la misma intensidad por judíos e integristas palestinos, su encuentro de ayer con un grupo de políticos españoles de la;1995;si;no;no;infinitivo;animado;no_reflexiva;
309;13/04/1996 , El Mundo, 13/04/1996 [España] [Madrid, Unidad Editorial, 1996] Arquitectura;NA;El Mundo, 13/04/1996;13/4/96;Arquitectura;España;Una vista de las obras en el puente sobre el río Spree proyectado por Santiago Calatrava.;1996;no;;;;;;
310;13/04/1996 , El Mundo, 13/04/1996 [España] [Madrid, Unidad Editorial, 1996] Cine y vídeo;NA;El Mundo, 13/04/1996;13/4/96;Cine y vídeo;España;— ¿Quién le ha hecho reír más en el cine?;1996;si;no;;;;causativa;
311;13/04/1996 , El Mundo, 13/04/1996 [España] [Madrid, Unidad Editorial, 1996] Literatura;NA;El Mundo, 13/04/1996;13/4/96;Literatura;España;"«Quedé con ella en su casa y lo puse en sus manos. Me fui a otra habitación y escuché cómo empezaba a reír y cómo esas risas iban disminuyendo hasta acabar en llanto cuando se dio cuenta de que, a pesar de todo, el libro era una declaración de amor», explica Justine. «¿Y qué me dijo? pues se limitó a darme consejos estilísticos y cuando le pregunté que si se sentía identificada me contestó que ""para";1996;si;no;no;infinitivo;animado;no_reflexiva;
312;13/04/1996 , El Mundo, 13/04/1996 [España] [Madrid, Unidad Editorial, 1996] Música;NA;El Mundo, 13/04/1996;13/4/96;Música;España;la prensa no dio reflejo alguno. Unos días después le llevé a El Gran Musical de la Cadena SER, que se emitía en directo. Serrat cantó, con su guitarra, para un centenar de espectadores. Cuando atacó los versos «Por la mañana rocío / al mediodía calor» de su Cançó de bressol, el público empezó a reírse. Serrat dejó de cantar y se lamentó: «En Cataluña se quejan porque canto esta estrofa en castellano. No esperaba que en Castilla se rieran». A partir de ese momento, el silencio y el respeto fueron completos. Pero ni medios de comunicación ni público le hicieron caso hasta que no llegaron Manuel y El titiritero,;1996;si;si;no;infinitivo;animado;no_reflexiva;
313;13/04/1996 , El Mundo, 13/04/1996 [España] [Madrid, Unidad Editorial, 1996] Política;NA;El Mundo, 13/04/1996;13/4/96;Política;España;Es ejemplar la unanimidad y prontitud con que sus señorías los diputados acordaron subirse el sueldo. «Ande yo caliente y ríase la gente». A falta de cosa mejor que hacer, mientras votan sí o no a la investidura, bueno es que ensayen en beneficio propio. Si luego se recortan los presupuestos, allá ellos: que la economía no funcione y el pueblo pene no quiere decir que sus representantes se solidaricen. Para algo se hace uno la cusqui;1996;frase hecha;;;;;;
314;13/06/1994 , El Mundo, 13/06/1994 [España] [Madrid, Unidad Editorial, 1994] Música;NA;El Mundo, 13/06/1994;13/6/94;Música;España;Nos lo ha anunciado él mismo, en un hotel de Amsterdam, riendo por las muchas Woodstocks que se proyectan, en competencia, para el 25 de agosto: «¿Ha oído hablar de la Woodstock vegetariana? No consigo imaginar qué diablos puede ser», dice. Ahora tiene el pelo cortísimo. Vestido totalmente de negro, parece un señorito y no un desharrapado, como estábamos acostumbrados a recordarlo;1994;si;no;no;gerundio;animado;;
315;13/06/1994 , El Mundo, 13/06/1994 [España] [Madrid, Unidad Editorial, 1994] Pintura;NA;El Mundo, 13/06/1994;13/6/94;Pintura;España;Picasso intentó establecerse con Marie-Thérése, pero la cosa no funcionó. Las limitaciones intelectuales de la Walter le exasperaban. «No le gustaba que me riera. Estaba todo el día diciéndome: «¡Sé seria!», recordaría Marie-Thérése.;1994;si;si;no;imperfectivo;animado;;
316;13/06/1994 , El Mundo, 13/06/1994 [España] [Madrid, Unidad Editorial, 1994] Política;NA;El Mundo, 13/06/1994;13/6/94;Política;España;de los pocos que votan en cabina, como si fuese a hacer pis. Y esa subida de Aznar, que decíamos, encuentra su inmediata respuesta, su clara réplica en la subida, asimismo, de Anguita, el Sócrates gitano a quien al fin van entendiendo sus paisanos. Isabelo decía a media tarde que nascis de rian, que no se pacta con el PSOE para gobernar en el Hondo Sur, pero eso sólo lo ha dicho de visita. ¿Por qué en Madrid sí y en Sevilla no? Una Andalucía regida por plurales izquierdas sería algo parecido a la revolución. Ahí sí que veo yo el vuelco, querido Justino. Pero;1994;no;;;;;;
317;13/08/1990 , Cambio 16, nº 977, 13/08/1990 [España] [Madrid, Grupo 16, 13/08/1990] Medios de comunicación;NA;Cambio 16, nº 977, 13/08/1990;13/8/90;Medios de comunicación;España;— No, si no me río, lo que pasa es que cuando el director pida el ataúd y no esté, pues verás el pollo que te monta. A ver, qué más. ¿Tenéis ya todo el decorado y el vestuario y el maquillaje?;1990;si;si;no;imperfectivo;animado;;
318;13/08/1990 , Tiempo,13/08/1990 [España] [Madrid, Ediciones Tiempo, 13/08/1990] Cine y vídeo;NA;Tiempo,13/08/1990;13/8/90;Cine y vídeo;España;— Me lo dio ella, yo no fui. (Riéndose.);1990;si;si;no;imperfectivo;animado;;
319;13/10/1997 , ABC Electrónico, 13/10/1997 [España] [Madrid, Prensa Española, 1997] Actualidad;NA;ABC Electrónico, 13/10/1997;13/10/97;Actualidad;España;el falso, tardío, inútil y con frecuencia injusto arrepentimiento se convierte en un ridículo colosal. En este sentido, los españoles disponemos de un penitente transoceánico. Más para nuestro regocijo que para nuestra vergüenza, Luis Yañez, el terrible Gafe de la Bética, se fue a América a pedir perdón a los indígenas por el Descubrimiento. Para reírnos un poco más, hay que poner a Luis Yáñez a pedir perdón a Israel por la expulsión de los judíos, a Hassan II por haber echado a los moriscos, y a que tire al pozo el retrato de Don Juan de Austria por vencer en la batalla de Lepanto. Pero que al menos los turcos nos devuelvan el brazo de Cervantes;1997;si;si;no;infinitivo;animado;;
320;13/11/1987 , ABC, 13/11/1987 [España] [Madrid, Prensa Española, S.A., 13/11/1987] Escena;NA;ABC, 13/11/1987;13/11/87;Escena;España;"verano, estamos de nuevo haciendo reír al público madrileño. Hemos realizado una amplia gira por todas las ferias españolas; comenzamos en la de San Pedro, en Burgos, y terminamos en la del Pilar, en Zaragoza», comenta Pedro Osinaga, que interpreta un divertido personaje que se ve envuelto en una serie de peripecias que hacen reír constantemente al público.";1987;si;no;;;;causativa;
321;13/12/1996 , ABC Cultural, 13/12/1996 [España] [Madrid, Inter CD S.L. con el patrocinio de Grupo Planeta, 1997] Literatura;NA;ABC Cultural, 13/12/1996;13/12/96;Literatura;España;"aparecen determinadas por la actualidad de los libros, cuyos autores (entre los que se encuentran, sin embargo, V. Woolf o T. Mann) no siempre responden al canon de nuestra actualidad. Su reseñador, en textos a veces muy breves, supo descubrir los resortes de su interés o reflejar con notoria crueldad su inconveniencia. Puede el lector reírse a mandíbula batiente con la reseña ""Una alarmante historia de la literatura"", de 1938, o sonreír ante sus consideraciones sobre ""Hombre de cuatro vidas"", de William Joyce Cowen. En ""Borges oral"" se reúnen las cinco conferencias que pronunció, en 1978, en la Universidad de Belgrano, sobre el libro, la inmortalidad, Swedemborg";1996;si;si;con;infinitivo;animado;no_reflexiva;
322;14/01/1978 , ABC, 14/01/1978 [España] [Madrid, Prensa Española, S.A., 14/01/1978] Escena;NA;ABC, 14/01/1978;14/1/78;Escena;España;El público de estreno ríe constantemente y apoya cada frase de Alfonso con carcajadas, bravos y expresiones de entusiasmo. Es tal el eco de los espectadores que el crítico lo consigna como identificación del texto y de un sector del pueblo español, lo bastante amplio como para haber asegurado ya esas ochocientas representaciones triunfales a las que seguirán muchas otras, probablemente;1978;si;no;no;imperfectivo;animado;;
323;14/01/1978 , ABC, 14/01/1978 [España] [Madrid, Prensa Española, S.A., 14/01/1978] Historia;NA;ABC, 14/01/1978;14/1/78;Historia;España;"corbata muy inglesa, azul con rayas rojas. Nos sentamos a tomar una taza de té. Chaplin, tímido, muy tímido. Sus ojos, inolvidables: mirada penetrante, observadora, a la defensiva; que es así la mirada de cuantos han pasado infancia y juventud en la pobreza y en el drama. Charlot ha hecho reír a carcajadas a la masa humana de su tiempo. Pero es una minoría —de su tiempo, de ahora y de siempre— la que no le ha dedicado esas carcajadas. Es la que ha aprendido de Chaplin que la risa humana es sonrisa y ternura, bondad y amor. Y eso es lo más puro";1978;si;no;;;;causativa;
324;14/01/1994 , La Vanguardia, 14/01/1994 [España] [Barcelona, T.I.S.A, 1994] Arte y cultura en general;NA;La Vanguardia, 14/01/1994;14/1/94;Arte y cultura en general;España;"A través del diputado de Iniciativa per Catalunya (IC) Ignasi Riera, el mencionado manifiesto ha sido trasladado en forma de pregunta al Parlament de Catalunya. Según Riera, su partido ha decidido llevar al foro parlamentario la protesta de los colectivos mencionadas porque ""la idea es que existe una filmoteca que está homologada en la Federación Internacional de Archivos Cinematográficos, y eso no permite que dependa de ninguna entidad oficial. Pasando a la Pompeu, al margen de que pueda darle más o menos estabilidad, pierde su categoría de filmoteca";1994;no;;;;;;
