BIBLIOGRAFÍA;CORDEMÁFORO;AUTOR;TÍTULO;FECHA;TEMA;PAÍS;CONCORDANCIA;Válido;Reflexivo;Complemento_de;Aspecto_verbal;Sujeto;Perífrasis;Observaciones
c1422-1433 [primer tercio del s. XV] GUADALFAJARA, MOSE ARRAGEL DE, Traducción y glosas de la Biblia de Alba, II [España] [Antonio Paz y Melia, Madrid, Imprenta Artística, 1920-1922] Religión;V_manual;GUADALFAJARA, MOSE ARRAGEL DE;Traducción y glosas de la Biblia de Alba, II;c1422-1433[primer tercio del s. XV] ;Religión;España;E avn siguiendo el su proçesso contra los crejes que blasphaman de la ley, dize luego el testo: el ojo del omne que burla del su padre, asy del padre terrenal, en mantener la ley, como del padre çelestial que la dio, arrancargelo han aquel ojo los cuervos que se crian en las riberas de los rios, que los desanparan sus padres por los fallar blancos, que tienen non ser sus fijos, e lo;si;no;si;imperfectivo;inanimado;;
c1422-1433 [primer tercio del s. XV] GUADALFAJARA, MOSE ARRAGEL DE, Traducción y glosas de la Biblia de Alba, II [España] [Antonio Paz y Melia, Madrid, Imprenta Artística, 1920-1922] Religión;V_manual;GUADALFAJARA, MOSE ARRAGEL DE;Traducción y glosas de la Biblia de Alba, II;c1422-1433[primer tercio del s. XV] ;Religión;España;E como esto vino a notiçia de Sanballat, el choronite, e Tobias, el sieruo del amonite, e Gesen Arbi, burlaron de nos e vituperaronnos e dixeron ¿e que cosa es esto que queredes fazer?¿o sy ordides alguna / trayçion contra el rey?;si;no;si;perfectivo;animado;;
c1422-1433 [primer tercio del s. XV] GUADALFAJARA, MOSE ARRAGEL DE, Traducción y glosas de la Biblia de Alba, II [España] [Antonio Paz y Melia, Madrid, Imprenta Artística, 1920-1922] Religión;V_manual;GUADALFAJARA, MOSE ARRAGEL DE;Traducción y glosas de la Biblia de Alba, II;c1422-1433[primer tercio del s. XV] ;Religión;España;Asy como a notiçia de Saubalth vino, como oystes, que nos edeficauamos los muros, mucho le peso, e burlo de los judios.;si;no;si;perfectivo;animado;;
c1422-1433 [primer tercio del s. XV] GUADALFAJARA, MOSE ARRAGEL DE, Traducción y glosas de la Biblia de Alba, II [España] [Antonio Paz y Melia, Madrid, Imprenta Artística, 1920-1922] Religión;;GUADALFAJARA, MOSE ARRAGEL DE;Traducción y glosas de la Biblia de Alba, II;c1422-1433[primer tercio del s. XV] ;Religión;España;leuitas que lo fazian entender al pueblo e sopiesen a qual fin dize la ley aquella leyçion. Nueue: que en las fiestas non deuen llorar, mas ante mucho plazer tomar, ya sea que el plazer deue ser spiritual, oyendo sus oras e las palabras de Dios, mas non en danças e chufas e burlas, cosas que aduzen a los omnes a manifiesta corrupçion. Ensienplo, que por tanto esta fiesta aqui dixo que el dia de oy es dia santo de Nuestro Señor Dios. Iten dixo que la alegria del Señor es la vuestra fortaleza. Diez: en razon del çelebrar la fiesta de las cabañas, que tiene de ser de ramas;no;;;;;;
c1422-1433 [primer tercio del s. XV] GUADALFAJARA, MOSE ARRAGEL DE, Traducción y glosas de la Biblia de Alba, II [España] [Antonio Paz y Melia, Madrid, Imprenta Artística, 1920-1922] Religión;V_manual;GUADALFAJARA, MOSE ARRAGEL DE;Traducción y glosas de la Biblia de Alba, II;c1422-1433[primer tercio del s. XV] ;Religión;España;Dizen que esta fue Michol, fija de Saul, que ella fue la su primera muger de Dauid, e non enbarga a esto lo que dize en los Reyes que Michol, porque burlo de Dauid quando baylaua delante de la archa del testamento, non ovo fijos, que eso quiere dezir que non los ouo de ally adelante, pero ante, ovo fijos.;si;no;si;perfectivo;animado;;
c1422-1433 [primer tercio del s. XV] GUADALFAJARA, MOSE ARRAGEL DE, Traducción y glosas de la Biblia de Alba, II [España] [Antonio Paz y Melia, Madrid, Imprenta Artística, 1920-1922] Religión;V_manual;GUADALFAJARA, MOSE ARRAGEL DE;Traducción y glosas de la Biblia de Alba, II;c1422-1433[primer tercio del s. XV] ;Religión;España;E los troteros passauan / de çibdat en çibdat por tierra de Efraym e Menasse e Zebulum, e burlauan dellos e escarnesçian.;si;no;si;imperfectivo;animado;;
c1422-1433 [primer tercio del s. XV] GUADALFAJARA, MOSE ARRAGEL DE, Traducción y glosas de la Biblia de Alba, II [España] [Antonio Paz y Melia, Madrid, Imprenta Artística, 1920-1922] Religión;V_manual;GUADALFAJARA, MOSE ARRAGEL DE;Traducción y glosas de la Biblia de Alba, II;c1422-1433[primer tercio del s. XV] ;Religión;España;E burlauan de los mensajeros del Señor, e menospreçiauan las sus palabras, e burlauan de los sus prophetas, fasta que subio la yra del Señor en su pueblo a tanto que non ouo melezina.;si;no;si;imperfectivo;animado;;
c1422-1433 [primer tercio del s. XV] GUADALFAJARA, MOSE ARRAGEL DE, Traducción y glosas de la Biblia de Alba, II [España] [Antonio Paz y Melia, Madrid, Imprenta Artística, 1920-1922] Religión;V_manual;GUADALFAJARA, MOSE ARRAGEL DE;Traducción y glosas de la Biblia de Alba, II;c1422-1433[primer tercio del s. XV] ;Religión;España;E burlauan de los mensajeros del Señor, e menospreçiauan las sus palabras, e burlauan de los sus prophetas, fasta que subio la yra del Señor en su pueblo a tanto que non ouo melezina.;si;no;si;imperfectivo;animado;;
c1422-1433 [primer tercio del s. XV] GUADALFAJARA, MOSE ARRAGEL DE, Traducción y glosas de la Biblia de Alba, II [España] [Antonio Paz y Melia, Madrid, Imprenta Artística, 1920-1922] Religión;V_manual;GUADALFAJARA, MOSE ARRAGEL DE;Traducción y glosas de la Biblia de Alba, II;c1422-1433[primer tercio del s. XV] ;Religión;España;"al tienpo de Samuel, e non se pudo egualar a esta pasqua la pasqua que fue fecha en tienpo del rey Ezechias, en dos maneras: vna, que en la pasqua de tienpo de Ezechias, segund que ya en breue dixemos, non se juntaron todo Israhel; segunda, que ende ouo algunos que burlauan de los mensajeros de Ezechias, que llamauan que viniesen de las villas çelebrar el phasçe en Jerusalem; e avn ende se junto terçera, que tales y ouo que comieron el cordero, ellos estando enconados.";si;no;si;imperfectivo;animado;;
a1425 [s. XV (c1465)] VILLASANDINO, ALFONSO DE, fragmento (1414-a1435 Manuel de Lando, Ferrand, «Poesías») (Cancionero de Baena) [España] [Madrid, Visor, 1993] Verso;R;VILLASANDINO, ALFONSO DE(Manuel de Lando, Ferrand);Poesías(Cancionero de Baena);a1425[s. XV (c1465)] (1414-a1435);Verso;España;"bien estraña; guardat que non sea tan luenga e tamaña * como ésta otra común e rafez, * e non trasgueades * con la mançebez, que el mucho pensar quiçá vos engaña.   3 O si entendedes como por fazaña * que cumple * el callar a amos a dos, * callemos, amigo, non burlen de nos algunos que visten la tal tirataña, * que yo vos confiesso que mucho me daña la poca moneda e pobre jaez; * pero con todo esto mi limpia vejez ya va sosegando en triste cabaña.  4 Pues non cobdiçiedes ser Duc de Bretaña, * que yo non deseo ser señor de Fez, si";intransitivo;no;si;imperfectivo;animado;;
1429-a1440 [s. XV (c1439)] MARQUÉS DE SANTILLANA (ÍÑIGO LÓPEZ DE MENDOZA), «Poesías»(Cancionero de Palacio) [España] [Salamanca, Junta de Castilla y León, 1993] Verso;;MARQUÉS DE SANTILLANA (ÍÑIGO LÓPEZ DE MENDOZA);Poesías(Cancionero de Palacio);1429-a1440[s. XV (c1439)] ;Verso;España;"menbrara, que qualquier bien me fiçiera pues que ge lo soplicava; mas, después que rabatado me vyo de como solýa, me faze bevir penado sospirando noche el día.  Pero, Amor, pues me feçiste amador, façme que crea ser amado de quien viste que me firió sin pelea; si no, dóme por burlado pues dona de tal valía me faze bevir penado sospirando noche et día.  Si non, sabe çiertamente que jamás tuyo non sea, ni me llame tu sirviente nin vista de tu librea, aunque sep'andar rasgado, pues tu poca cortesía me façe bevir penado sospirando noche el día.";no;;;;;;
c1430 [s. XV (c1439)] MARQUÉS DE SANTILLANA (ÍÑIGO LÓPEZ DE MENDOZA), «Infierno de los enamorados»(Cancionero de Palacio) [España] [Salamanca, Junta de Castilla y León, 1993] Verso;R;MARQUÉS DE SANTILLANA (ÍÑIGO LÓPEZ DE MENDOZA);Infierno de los enamorados(Cancionero de Palacio);c1430[s. XV (c1439)] ;Verso;España;"et buen gualardón según que fizo a Jassón, pues tan bien vos razonades"".  Respondió:— ""Amigo, non curo de amar nin de ser amado e, por Júpiter vos juro, que nunca fuy namorado; bien qu'el Amor, de grado,  assayó mi fantasía, pero viendo su falsía me guardé de ser burlado.""  Yo le pregunté:— ""Senyor, ¿qu'es aquéllo que vos faz tan rotamente d'amor dezir esto que vos plaze? ¿Es que non vos satisfaze servido, si le fezistes, o, por quál razón dixistes que su fecho vos desplaze""?  Dixo:— ""Amigo, no n querades saber más";transitivo;;;;;;
1430-1447 [s. XV (c1456)] MARQUÉS DE SANTILLANA (ÍÑIGO LÓPEZ DE MENDOZA), «Canciones»(Poesía lírica: serranillas, canciones y decires líricos) [España] [Barcelona, Planeta, 1988] Verso;;MARQUÉS DE SANTILLANA (ÍÑIGO LÓPEZ DE MENDOZA);Canciones(Poesía lírica: serranillas, canciones y decires líricos);1430-1447[s. XV (c1456)] ;Verso;España;que qualquier bien me fiziera, pues que ge lo soplicara. Mas, después que rebatado me vio de como solía,  me faze bevir penado, sospirando noche e día. Pero, Amor, pues me feziste amador, fazme que crea ser amado de quien viste que me firió sin pelea. Si no, dome por burlado, pues dona de tal valía me faze bevir penado, sospirando noche e día. Si non, sabe çiertamente que ya más tuyo non sea, ni me llame tu sirviente nin vista de tu librea, aunque sepa andar rasgado, pues tu poca cortesía me faze bevir penado, sospirando noche e día.;no;;;;;;
1430-1447 [s. XV (c1456)] MARQUÉS DE SANTILLANA (ÍÑIGO LÓPEZ DE MENDOZA), «Decires líricos»(Poesía lírica: serranillas, canciones y decires líricos) [España] [Barcelona, Planeta, 1988] Verso;V_manual;MARQUÉS DE SANTILLANA (ÍÑIGO LÓPEZ DE MENDOZA);Decires líricos(Poesía lírica: serranillas, canciones y decires líricos);1430-1447[s. XV (c1456)] ;Verso;España;Bien piensse que, a ssalva fe, my coraçón atendía no pesar, mas alegría, pues que vos lo seguré. Él siente que lo burlé, yo siento que sse parte de mý, triste, que syn arte por my mal lo cabtivé;transitivo;;;;;;
c1430-1440 [s. XV] TORRE, ALFONSO DE LA, Visión deleitable [España] [Jorge García López, Salamanca, Ediciones Universidad de Salamanca, 1991] Literatura;V;TORRE, ALFONSO DE LA;Visión deleitable;c1430-1440[s. XV] ;Literatura;España;"el agua o la tañerá con mano o pie o como quier que sea, todos se farán locos'. E para esto díxole que subiese en un lugar do non les tañese el agua. Sýguese el caso. Fizo la gente toda locuras, e porqu'el rey e el sabio no fazían locuras queríanlos evitar por locos e burlavan ellos del rey e del sabio e, los otros reýanse dellos. Di quáles erravan"". Dixo el Entendimiento: ""Claro es, mas devyeran disimular aquello"". E respuso la Tenperança: ""Toda cosa deve omne disymular e sofrir synon la vileza"". E dixo más: ""Sy continente";si;no;si;imperfectivo;animado;;
c1430 [finales del s. XV (c1490-c1510)] ANÓNIMO, Floresta de philósophos [España] [R. Foulché-Delbosc, París, Revue Hispanique, 1904] Informática;;ANÓNIMO;Floresta de philósophos;c1430[finales del s. XV (c1490-c1510)] ;Informática;España;1012. Non fagamos tales cosas por que parezcamos que somos engendrados por la natura e fechos para burlas e juegos.;no;;;;;;
c1430 [finales del s. XV (c1490-c1510)] ANÓNIMO, Floresta de philósophos [España] [R. Foulché-Delbosc, París, Revue Hispanique, 1904] Informática;;ANÓNIMO;Floresta de philósophos;c1430[finales del s. XV (c1490-c1510)] ;Informática;España;1014. En el juego o burla alguna lumbre de buen juycio deve reluzir.;no;;;;;;
1431-1449 [finales del s. XV o comienzos del s. XVI] DÍAZ DE GAMES, GUTIERRE, El Victorial [España] [Rafael Beltrán Llavador, Madrid, Taurus, 1994] Historia;A;DÍAZ DE GAMES, GUTIERRE;El Victorial;1431-1449[finales del s. XV o comienzos del s. XVI] ;Historia;España;»Fijo, servid al rey e guardadvos dél, que es como el león: jugando mata, e burlando destruye. Guardadvos de entrar en la casa del rey quando sus fechos anduvieran turbados. Ca el que entra en la mar quando está alterada, será maravilla si escapará: ¡quánto más fará si entrare quando está ayrada!;absoluto;;;;;;
1431-1449 [finales del s. XV o comienzos del s. XVI] DÍAZ DE GAMES, GUTIERRE, El Victorial [España] [Rafael Beltrán Llavador, Madrid, Taurus, 1994] Historia;A;DÍAZ DE GAMES, GUTIERRE;El Victorial;1431-1449[finales del s. XV o comienzos del s. XVI] ;Historia;España;"podía acordar de yr pelear con él. Él enbió sus faraotes a París a ellos, a les dezir por qué no salían a defender su tierra. E fallaron los faraotes a los grandes señores de Françia en una grand fiesta, muy guarnidos, dançando e tomando mucho plazer, e dixéronles su mensajería; e los françeses burlavan dellos, e non les dieron respuesta ninguna. Los faraotes, muy maravillados, bolviéronse al prínçipe. Pero es de entender que él, que en reyno ageno andava, e tan poblado de gente, e tan adentro avían entrado, que muchos daños e grandes gastos avría resçibidos en su gente, por muchos";intransitivo;no;si;imperfectivo;animado;;
a1435 [s. XV (c1454)] BAENA, JUAN ALFONSO DE, «Poesías»(Suplemento al Cancionero de Baena) [España] [Madrid, Visor, 1993] Verso;;BAENA, JUAN ALFONSO DE;Poesías(Suplemento al Cancionero de Baena);a1435[s. XV (c1454)] ;Verso;España;"es en somo de *  la calle empedregada, rica fiesta vos fue dada de famoso e grant combite; mas pegaron un embite * los de fuera e cantonada. *  134 Alto Rey, ya vos tomaron libremente en su poder e a su guisa e plazer de Segovia vos sacaron;  los de dentro se quedaron escarnidos e burlados e del juego desvañados, * e a su culpa se tornaron.  135 Alto Rey, a la parada que desuso * se repite, rebidaron tal rebite los de dentro con çelada, ca en una trasnochada dieron salto en Tordesillas, * lo qual fue mal e cosquillas d'esta guerra començada.  136 Alto Rey";no;;;;;;
a1435 [s. XV (c1465)] BAENA, JUAN ALFONSO, fragmento (1379-a1425 Villasandino, Alfonso de, «Poesías») (Cancionero de Baena) [España] [Madrid, Visor, 1993] Verso;;BAENA, JUAN ALFONSO(Villasandino, Alfonso de);Poesías(Cancionero de Baena);a1435[s. XV (c1465)] (1379-a1425);Verso;España;"andades bien fundado, mas turbado.  3 A lo ál * por vos narrado, del reçelo que escrevistes, si de miedo presumistes * non devemos ser culpado, ca non lieva nuestro estado. nin será nuestra entençión de fazer mal nin  baldón * a ningunt omne criado del reinado.  4 E si fincades * burlado, esto fue por vos ser yerto e nunca passar el puerto a buscar lo desseado; por ende, sed contentado e ya çessen vuestros quexos, * ca vuestros dichos anexos non valen solo un cornado * foradado.  5 E, pues non estáis armado, ¿para qué buscáis pelea con quien vos terná la tea *";no;;;;;;
a1435 [s. XV (c1465)] GARCÍA DE VINUESA, JUAN, fragmento (1406-a1435 Baena, Juan Alfonso de, «Poesías») (Cancionero de Baena) [España] [Madrid, Visor, 1993] Verso;R;GARCÍA DE VINUESA, JUAN(Baena, Juan Alfonso de);Poesías(Cancionero de Baena);a1435[s. XV (c1465)] (1406-a1435);Verso;España;"1 El grand prínçipe de Atena en  Bae na, * vos de aquesto non dubdedes, que pornedes vuestro cuerpo en arrehena; * a Satulena e Burbajena * e Entrena * e Albullena iredes a desembarcar e casar con la linda mora Usmena.  2 Con judía Aben Xuxena o Cohena bien me plaze que burledes  e çenedes de la vestinosa * çena en ochena e trezena e sezena e ochentena de moros de Gibraltar albenicar e comer de la çahena. *  3 La emperatriz Melerena e Jufrena vos den quanto demandades, e guardedes la puerta de Macarena; * la faena e cordovena e desmelena la carrena, luego vos fall en * catar";absoluto;;;;;;
a1435 [s. XV (c1465)] MARTÍNEZ DE MEDINA, GONZALO, «Poesías»(Cancionero de Baena) [España] [Madrid, Visor, 1993] Verso;;MARTÍNEZ DE MEDINA, GONZALO;Poesías(Cancionero de Baena);a1435[s. XV (c1465)] ;Verso;España;"acometen por diversas partes çient mill engaños, maliçias e artes fasta que la fazen ir bien trasquilada. *  2 Alcalles, * notarios e aun oidores, según bien creo, passan de sesenta que están en trono de emperadores, a quien el Rey paga infinita renta; de otros doctores ay çiento e noventa que traen el regno del todo burlado, e en quarenta * años non es acabado un solo pleito. ¡Mirad si es tormenta!  3 Viene el pleito a disputaçión. allí es Bártolo e Chino, Digesto, * Juan Andrés e Baldo, Enrique, * do son más opiniones que uvas en çesto; *  e cada abogado es ý * mucho presto";no;;;;;;
1438 [s. XV (1466)] MARTÍNEZ DE TOLEDO, ALFONSO, Arcipreste de Talavera (Corbacho) [España] [Marcella Ciceri, Madrid, Espasa-Calpe, 1990] Novela;V;MARTÍNEZ DE TOLEDO, ALFONSO;Arcipreste de Talavera (Corbacho);1438[s. XV (1466)] ;Novela;España;"frranqueza * non es por oro conprado» * (e un exenplo * antiguo es, el qual puso el Arçipreste de Fita en su tractado); bien deve el tal ser en escarnio rretraýdo del pueblo, como aquel que se bendió a quien sabe cierto que es su enemigo e le ha de matar o finalmente burlar. Como  en amor de mugeres fallar firmeza non sea seguro ninguno, por galán más que él sea, pues comedir e pensar en ello l'es por demás e el porfiar es pasatienpo.";transitivo;;;;;;
1438 [s. XV (1466)] MARTÍNEZ DE TOLEDO, ALFONSO, Arcipreste de Talavera (Corbacho) [España] [Marcella Ciceri, Madrid, Espasa-Calpe, 1990] Novela;V;MARTÍNEZ DE TOLEDO, ALFONSO;Arcipreste de Talavera (Corbacho);1438[s. XV (1466)] ;Novela;España;"daré joyas, te daré florines e doblas; te faré rreyna, que a todas tus parientas e vezinas faré que te vengan a mirar.» E otras cosas segund más o menos son los estados de los amantes e personas. E el cuytado ya sabe que le ha de faltar e non darle nada, synón burlarla e fenchirle la oreja de viento. Pero la que cree al onbre jurando quiebra sus ojos llorando.";transitivo;;;;;;
1438 [s. XV (1466)] MARTÍNEZ DE TOLEDO, ALFONSO, Arcipreste de Talavera (Corbacho) [España] [Marcella Ciceri, Madrid, Espasa-Calpe, 1990] Novela;V;MARTÍNEZ DE TOLEDO, ALFONSO;Arcipreste de Talavera (Corbacho);1438[s. XV (1466)] ;Novela;España;"Vy más: una muger casada que con los dientes cortó la lengua a su marido, que ge la fizo burlando meter en la boca, e apretó los dientes, asý ge la cortó e quedó mudo e lysiado. Fuyó luego la muger a un monesterio de menoretas; e fuéle demandado por la justiçia por qué lo avía fecho: dixo que lo vido fablar con una, de quien ella se sospechava, en secreto muchas veses. Díxole";si;no;no;gerundio;animado;;
1438 [s. XV (1466)] MARTÍNEZ DE TOLEDO, ALFONSO, Arcipreste de Talavera (Corbacho) [España] [Marcella Ciceri, Madrid, Espasa-Calpe, 1990] Novela;V;MARTÍNEZ DE TOLEDO, ALFONSO;Arcipreste de Talavera (Corbacho);1438[s. XV (1466)] ;Novela;España;"tu vezino como la tuya mesma.» En este mandamiento el fablar es ya de más; que ya vedes los amantes cómo guardan las mugeres de sus vezinos. Guárdelas Dios que puede, e guárdese el vezino que non tenga fermosa muger: sy non, el que más amigo se mostrare, aquél le andará por burlar. El cuytado a las veses, movido de buen amor e amistad fraternal, conbida o lieva su amigo a su casa, e muéstrale buena cara e buen senblante, e el otro traydor mira de mal ojo a la muger cómo ge la sonsacará. Por tanto dise el enxienplo: «A las vezes lleva el onbre a su casa";si;no;no;infinitivo;animado;;
1438 [s. XV (1466)] MARTÍNEZ DE TOLEDO, ALFONSO, Arcipreste de Talavera (Corbacho) [España] [Marcella Ciceri, Madrid, Espasa-Calpe, 1990] Novela;V;MARTÍNEZ DE TOLEDO, ALFONSO;Arcipreste de Talavera (Corbacho);1438[s. XV (1466)] ;Novela;España;"la muger de otro con amenazas querría sonsacar, usurpar, tomar e desonrrar; que yo te fago çierto que de su propia voluntad nunca el padre a la fija, nin el marido a la muger, nin el hermano a la hermana, a ty nin a otro nynguno dará; nin sy ge la tomares o burlares, sabe que le non plazerá, por espeçial señor e amigo caronal * que suyo seas. Pero sy me dizes que a la veses los susodichos lybran las tales mugeres a otros por dineros, dádivas, o joyas; o algund servidor, por faser serviçio señalado a su señor, le lybra su hermana, prima";transitivo;;;;;;
1438 [s. XV (1466)] MARTÍNEZ DE TOLEDO, ALFONSO, Arcipreste de Talavera (Corbacho) [España] [Marcella Ciceri, Madrid, Espasa-Calpe, 1990] Novela;V;MARTÍNEZ DE TOLEDO, ALFONSO;Arcipreste de Talavera (Corbacho);1438[s. XV (1466)] ;Novela;España;aqueste fito! Pero la opinión de estos tales muy confusa * es a los sabios y agravada * es su çiençia sufística açerca de los entendidos, e su fama dapñada çerca de los avisados. Pero el mucho fablador e escarnidor, mofador e de otros dezidor, murmurador e burlador aconórtese: * que él solo dize e burla de muchos e dél solo dizen e burlan muchos. Aquésta es su pena e conviene que la sufra, pues que forçado l'es que asý la ha de llevar, segund dize Françisco Petrarca, Del rremedio de amas las fortunas, que el que la carga ha de soportar, pues de fuerça le conpete, avisado será;si;no;si;imperfectivo;animado;;
1438 [s. XV (1466)] MARTÍNEZ DE TOLEDO, ALFONSO, Arcipreste de Talavera (Corbacho) [España] [Marcella Ciceri, Madrid, Espasa-Calpe, 1990] Novela;V;MARTÍNEZ DE TOLEDO, ALFONSO;Arcipreste de Talavera (Corbacho);1438[s. XV (1466)] ;Novela;España;muy confusa * es a los sabios y agravada * es su çiençia sufística açerca de los entendidos, e su fama dapñada çerca de los avisados. Pero el mucho fablador e escarnidor, mofador e de otros dezidor, murmurador e burlador aconórtese: * que él solo dize e burla de muchos e dél solo dizen e burlan muchos. Aquésta es su pena e conviene que la sufra, pues que forçado l'es que asý la ha de llevar, segund dize Françisco Petrarca, Del rremedio de amas las fortunas, que el que la carga ha de soportar, pues de fuerça le conpete, avisado será quien por grado la soportare. Paren mientes a;si;no;si;imperfectivo;animado;;
1438 [s. XV (1466)] MARTÍNEZ DE TOLEDO, ALFONSO, Arcipreste de Talavera (Corbacho) [España] [Marcella Ciceri, Madrid, Espasa-Calpe, 1990] Novela;V;MARTÍNEZ DE TOLEDO, ALFONSO;Arcipreste de Talavera (Corbacho);1438[s. XV (1466)] ;Novela;España;"en callar sería más avisado. Por ende, mugeres verás que en una sola ora se buelven de mill acuerdos en mal dezir e profaçar, que sy callasen rrebentarían. Pero sy dellas loores algunos fueren dichos, entonçe va el rrío del todo buelto, e allý es la ganançia de los pescadores; e por allý las burlan con muchas lisonjas, e las cativan a las tristes los falsos de los onbres. E con aqueste  lazo son tomadas a manos, diziéndole: «¡O qué fermosa! ¡O qué gentil loçana! ¡O qué linda galana! ¡Paresçedes la gloria mundana!» E las nesçias e locas —o muy";transitivo;;;;;;
1438 [s. XV (1466)] MARTÍNEZ DE TOLEDO, ALFONSO, Arcipreste de Talavera (Corbacho) [España] [Marcella Ciceri, Madrid, Espasa-Calpe, 1990] Novela;V;MARTÍNEZ DE TOLEDO, ALFONSO;Arcipreste de Talavera (Corbacho);1438[s. XV (1466)] ;Novela;España;* paresçe mona desosada. Míranse los pechos, y ¿pechos? ¡Ya guaya, arquibanco de huesos, digo yo! Míranse las manos con tantas sortijas e vanse los beços mordiendo por los tornar bermejos, faziendo de los ojos desgayres, mirando de través, colleando como locas, mirándose unas a otras, sonriendo e burlando de quantos e quantas ven e pasan. Una destas viejas paviotas * arreada a menester toda una plaça con grand rreçaga de mugeres, muchos onbres delante: «¡Fija de puta, Marica, estiende byen esa falda!» A las vezes fazen como por yerro que alçan la falda por mostrar el chapín, o algund;si;no;si;gerundio;animado;;
1438 [s. XV (1466)] MARTÍNEZ DE TOLEDO, ALFONSO, Arcipreste de Talavera (Corbacho) [España] [Marcella Ciceri, Madrid, Espasa-Calpe, 1990] Novela;;MARTÍNEZ DE TOLEDO, ALFONSO;Arcipreste de Talavera (Corbacho);1438[s. XV (1466)] ;Novela;España;de onbres alegres e amadores e enamorados —mas con condiçión que non amen a otra synón a ella, que para ella naçió en el mundo e le crió su madre, etcª., e de nesçia, non se les entiende— más alléganse las mugeres a ellos, e éstos, con sus plazenterías, solazas, burlas, e juegos traen muchas engañadas, burladas, escarneçidas a perder. ¡Guay de la triste desaventurada que los cree! Que, como el amor dellos sea en muchas derramado, por ser de muchas queridos, non pueden amor firme aver, synón ¡vaya el rrío so la puente mientra el agua corriera!;no;;;;;;
1438 [s. XV (1466)] MARTÍNEZ DE TOLEDO, ALFONSO, Arcipreste de Talavera (Corbacho) [España] [Marcella Ciceri, Madrid, Espasa-Calpe, 1990] Novela;;MARTÍNEZ DE TOLEDO, ALFONSO;Arcipreste de Talavera (Corbacho);1438[s. XV (1466)] ;Novela;España;mas con condiçión que non amen a otra synón a ella, que para ella naçió en el mundo e le crió su madre, etcª., e de nesçia, non se les entiende— más alléganse las mugeres a ellos, e éstos, con sus plazenterías, solazas, burlas, e juegos traen muchas engañadas, burladas, escarneçidas a perder. ¡Guay de la triste desaventurada que los cree! Que, como el amor dellos sea en muchas derramado, por ser de muchas queridos, non pueden amor firme aver, synón ¡vaya el rrío so la puente mientra el agua corriera! Son gualladores * e del mundo burladores;no;;;;;;
1438 [s. XV (1466)] MARTÍNEZ DE TOLEDO, ALFONSO, Arcipreste de Talavera (Corbacho) [España] [Marcella Ciceri, Madrid, Espasa-Calpe, 1990] Novela;V;MARTÍNEZ DE TOLEDO, ALFONSO;Arcipreste de Talavera (Corbacho);1438[s. XV (1466)] ;Novela;España;"della aya, non se dará por ella más que por cosa olvidada. Créele lo que le promete e jura, diziendo:  «Yo te daré; yo te faré; yo te contesçeré», e ya lo jura con engaño, en su coraçón diziendo: «¡O, sy me creyese cómo la burlaría!» Pues, sy le creen, duelo tyenen doblado para mientra que byvieren; que desonrrarlas ha quien cobro después non les dará, synón yrse a otra, e plantarla por rreverdir, * aunque la aya sacado de su tierra e levada a tierra agena, o de casa de su marido, o de su padre";transitivo;;;;;;
1438 [s. XV (1466)] MARTÍNEZ DE TOLEDO, ALFONSO, Arcipreste de Talavera (Corbacho) [España] [Marcella Ciceri, Madrid, Espasa-Calpe, 1990] Novela;V;MARTÍNEZ DE TOLEDO, ALFONSO;Arcipreste de Talavera (Corbacho);1438[s. XV (1466)] ;Novela;España;"puesto para la Pobreza querer derribar: ya non amenazava nin podía fablar. Desque vido la Fortuna que a mal yva su fecho, querríase della apartar. La Pobreza, desque vido que la Fortuna desfalleçía, començó a rrebevir, diziendo: «¡A he, doña loca engrosada, que non es tienpo de burlar, nin es todo panfear! Agora veré yo cómo burlas tú de los mal vestidos. Yo te faré agora padeçer los deleytes, plaseres, solazes, gasajados que fasta aquí tomaste. Agora, Fortuna, va la cosa como deve e el aradro como suele; más somera va la rreja que tú podiste sentir e";si;no;no;infinitivo;impersonal;;
1438 [s. XV (1466)] MARTÍNEZ DE TOLEDO, ALFONSO, Arcipreste de Talavera (Corbacho) [España] [Marcella Ciceri, Madrid, Espasa-Calpe, 1990] Novela;V;MARTÍNEZ DE TOLEDO, ALFONSO;Arcipreste de Talavera (Corbacho);1438[s. XV (1466)] ;Novela;España;"podía fablar. Desque vido la Fortuna que a mal yva su fecho, querríase della apartar. La Pobreza, desque vido que la Fortuna desfalleçía, començó a rrebevir, diziendo: «¡A he, doña loca engrosada, que non es tienpo de burlar, nin es todo panfear! Agora veré yo cómo burlas tú de los mal vestidos. Yo te faré agora padeçer los deleytes, plaseres, solazes, gasajados que fasta aquí tomaste. Agora, Fortuna, va la cosa como deve e el aradro como suele; más somera va la rreja que tú podiste sentir e imaginar. ¡Býa, býa al escotar! Di";si;no;si;imperfectivo;animado;;
