BIBLIOGRAFÍA;AUTOR;TÍTULO;FECHA;CRITERIO;BLOQUE;MEDIO;SOPORTE;TEMA;PAÍS;ZONA;TIPOLOGÍA;NOTAS;CONCORDANCIA
Aramburu, Fernando: «Madres». Los peces de la amargura. Barcelona: Tusquets Editores, 2006.;Aramburu, Fernando;Los peces de la amargura;2006;Primera edición;Ficción;Escrito;Libro;Relato;España;;Ficción;;no los asustasen. Menos mal que estaba la luz apagada. También el bebé, a su manera, se daba cuenta de que algo anormal ocurría. Durante la cena, el angelito estiraba el cuello y volvía la cabeza a los lados. Se conoce que echaba en falta las bromas con que su padre solía hacerle reír.
Aramburu, Fernando: «Después de las llamas». Los peces de la amargura. Barcelona: Tusquets Editores, 2006.;Aramburu, Fernando;Los peces de la amargura;2006;Primera edición;Ficción;Escrito;Libro;Relato;España;;Ficción;;martina: ¿Erótico éste? ¡Jesús, María y José! Chica, no me hagas reír. Si tanto te gusta, te lo regalo.
Aramburu, Fernando: «Después de las llamas». Los peces de la amargura. Barcelona: Tusquets Editores, 2006.;Aramburu, Fernando;Los peces de la amargura;2006;Primera edición;Ficción;Escrito;Libro;Relato;España;;Ficción;;martina: ¿Tú? No me hagas reír. Si tú no sabes ni enchufar la lavadora... Y además se te tiene que ver en la película.
Plou, Alfonso: Lucha a muerte del zorro y el tigre. s. l.: s. n., 2006.;Plou, Alfonso;Lucha a muerte del zorro y el tigre;2006;Primera edición;Ficción;Escrito;Libro;Teatro;España;;Ficción;;(Ríen.)
Plou, Alfonso: Lucha a muerte del zorro y el tigre. s. l.: s. n., 2006.;Plou, Alfonso;Lucha a muerte del zorro y el tigre;2006;Primera edición;Ficción;Escrito;Libro;Teatro;España;;Ficción;;Lin Liguo Mi ánimo quiere ser el del tigre, padre. Mi fuerza lo es. Mi inteligencia espera serlo. Cuando mi ánimo se una a mi fuerza y a mi inteligencia nadie se reirá de mi piel rayada, de mis uñas puntiagudas.
Plou, Alfonso: Lucha a muerte del zorro y el tigre. s. l.: s. n., 2006.;Plou, Alfonso;Lucha a muerte del zorro y el tigre;2006;Primera edición;Ficción;Escrito;Libro;Teatro;España;;Ficción;;Yu Xinye Yo le he visto volar. El zorro se ha zafado de nosotros como un dragón en el cielo. Se ríe de nosotros: Estáis locos.
Plou, Alfonso: Lucha a muerte del zorro y el tigre. s. l.: s. n., 2006.;Plou, Alfonso;Lucha a muerte del zorro y el tigre;2006;Primera edición;Ficción;Escrito;Libro;Teatro;España;;Ficción;;Lin Piao Riámonos entonces de los malos presagios.
Plou, Alfonso: Lucha a muerte del zorro y el tigre. s. l.: s. n., 2006.;Plou, Alfonso;Lucha a muerte del zorro y el tigre;2006;Primera edición;Ficción;Escrito;Libro;Teatro;España;;Ficción;;(Todos ríen.)
Mateos, Aurora: El suicidio del ángel. Granada: Diputación de Granada, 2008.;Mateos, Aurora;El suicidio del ángel;2006;Fecha de escritura;Ficción;Escrito;Libro;Teatro;España;;Ficción;;AICHA (Abre un regalo. Es un vestido.): ¡Es precioso! ¡No me lo puedo creer, y es de Guivenchy! (Dando vueltas.) ¡Nunca he tenido nada tan bonito! ¿Y qué es esto? (Saca las esposas. Empieza a reírse.) ¡Qué sugerente!... ¿al Quai Bourbon con champagne a celebrarlo? (Refiriéndose a las esposas.) ¿No quieres que vayamos a casa a probar esto?... (Emocionada.) Gracias... Nunca olvidaré este día.
Mateos, Aurora: El suicidio del ángel. Granada: Diputación de Granada, 2008.;Mateos, Aurora;El suicidio del ángel;2006;Fecha de escritura;Ficción;Escrito;Libro;Teatro;España;;Ficción;;AICHA: Ilan, ¿qué pasa? ¿Le conoces? ¿Por qué le miras así? (Le pasa la mano delante de los ojos.) ¡Eoh! Estoy aquí... (Se ríe.) Ilan, ¿qué ocurre?
Mateos, Aurora: El suicidio del ángel. Granada: Diputación de Granada, 2008.;Mateos, Aurora;El suicidio del ángel;2006;Fecha de escritura;Ficción;Escrito;Libro;Teatro;España;;Ficción;;AICHA (Se ríe.): Yo también, te lo aseguro.
Mateos, Aurora: El suicidio del ángel. Granada: Diputación de Granada, 2008.;Mateos, Aurora;El suicidio del ángel;2006;Fecha de escritura;Ficción;Escrito;Libro;Teatro;España;;Ficción;;ILAN: Hola, Mamá... ¿Cómo estás?... (Riendo.) ¿Por qué estás siempre llamándome ángel?... No, no he ido a la sinagoga... sabes que yo paso de esas cosas... ¿Por qué estás llorando?... ¿Soldados?... Por supuesto que hay soldados por allí! ¡Hay más soldados que rabíes!... Por favor, para de llorar...
Mateos, Aurora: El suicidio del ángel. Granada: Diputación de Granada, 2008.;Mateos, Aurora;El suicidio del ángel;2006;Fecha de escritura;Ficción;Escrito;Libro;Teatro;España;;Ficción;;ILAN (Se ríe estrepitosamente.): ¡A veces recuerdo por qué me enamoré de ti! (Silencio.)
Mateos, Aurora: El suicidio del ángel. Granada: Diputación de Granada, 2008.;Mateos, Aurora;El suicidio del ángel;2006;Fecha de escritura;Ficción;Escrito;Libro;Teatro;España;;Ficción;;(La gente se ríe.)
Mateos, Aurora: El suicidio del ángel. Granada: Diputación de Granada, 2008.;Mateos, Aurora;El suicidio del ángel;2006;Fecha de escritura;Ficción;Escrito;Libro;Teatro;España;;Ficción;;ILAN (Se ríe.): ¿En territorios ocupados?
Mateos, Aurora: El suicidio del ángel. Granada: Diputación de Granada, 2008.;Mateos, Aurora;El suicidio del ángel;2006;Fecha de escritura;Ficción;Escrito;Libro;Teatro;España;;Ficción;;ILAN: Porque están donde no tienen que estar. Los nazis se hubieran reído bastante si hubieran sabido que un día los propios judíos construirían un muro y ellos solos se meterían dentro.
Mateos, Aurora: El suicidio del ángel. Granada: Diputación de Granada, 2008.;Mateos, Aurora;El suicidio del ángel;2006;Fecha de escritura;Ficción;Escrito;Libro;Teatro;España;;Ficción;;AICHA (Se ríe.): Es que este tema me toca profundamente, apenas me hablo con mi familia, que preferirían verme en una tienda del negocio familiar en Belleville, y sirviendo sonriente a un marido que ellos conseguirían no sé dónde.
Mateos, Aurora: El suicidio del ángel. Granada: Diputación de Granada, 2008.;Mateos, Aurora;El suicidio del ángel;2006;Fecha de escritura;Ficción;Escrito;Libro;Teatro;España;;Ficción;;AICHA: ¡Lo imaginaba! (Se ríe.) ¡Ahora se entiende la falta de gravedad!
Mateos, Aurora: El suicidio del ángel. Granada: Diputación de Granada, 2008.;Mateos, Aurora;El suicidio del ángel;2006;Fecha de escritura;Ficción;Escrito;Libro;Teatro;España;;Ficción;;"ILAN (Saca un libro y fruta.): ¿Otra vez?; ¡y compota bio!... (Riéndose irónicamente.) ¡Aicha! ¿Sabes qué hago la mayor parte del día?"
Mateos, Aurora: El suicidio del ángel. Granada: Diputación de Granada, 2008.;Mateos, Aurora;El suicidio del ángel;2006;Fecha de escritura;Ficción;Escrito;Libro;Teatro;España;;Ficción;;) Un día la conocerás... ¿Yo?... Estoy bien. Mejor, de verdad... de hecho no sé por qué me tienen aquí... No... Mamá... Lo prometo... No es porque quiera ser un bohemio. ¿Soldados? No, los soldados están por allí, no aquí... (Los SOLDADOS ríen.) Sí... ¿Que debería ir allí?... ¿A Israel?... ¿Por qué?... (A AICHA.) Tiene cosas raras pero es muy buena, ¿quieres oírla?
Mateos, Aurora: El suicidio del ángel. Granada: Diputación de Granada, 2008.;Mateos, Aurora;El suicidio del ángel;2006;Fecha de escritura;Ficción;Escrito;Libro;Teatro;España;;Ficción;;SOLDADO-PSY 1: Podrás montártela finalmente. (Se ríe.)
Mateos, Aurora: El suicidio del ángel. Granada: Diputación de Granada, 2008.;Mateos, Aurora;El suicidio del ángel;2006;Fecha de escritura;Ficción;Escrito;Libro;Teatro;España;;Ficción;;SOLDADO-PSY 1: ¿Volver? No se puede seguir así, chaval, si no haces algo pronto se irá con otro... en cualquiera de estas fiestas encuentra a alguien, si no lo ha encontrado ya, y después la cosa va rápida, sobre todo si tú no... (Se ríe.)
Mateos, Aurora: El suicidio del ángel. Granada: Diputación de Granada, 2008.;Mateos, Aurora;El suicidio del ángel;2006;Fecha de escritura;Ficción;Escrito;Libro;Teatro;España;;Ficción;;abraza y se da cuenta de que ILAN tiene la mirada fijada en el SOLDADO-POL 2, que va saliendo.) Ilan, ¿qué pasa? ¿Lo conoces? ¿Por qué lo miras así? (Le pasa la mano delante de los ojos.) ¡Eoh! Estoy aquí, cariño... (Se ríe.) Ilan, ¿qué ocurre?
Mateos, Aurora: El suicidio del ángel. Granada: Diputación de Granada, 2008.;Mateos, Aurora;El suicidio del ángel;2006;Fecha de escritura;Ficción;Escrito;Libro;Teatro;España;;Ficción;;ILAN: Los sanos y los enfermos, ¿nadie te ha dicho que son cosas que no se mezclan?, como el agua y el aceite... Porque los enfermos lo están por culpa de los sanos, ¿no lo sabías? (Se ríe.) Sin los sanos no existen los enfermos... es evidente...
Mateos, Aurora: El suicidio del ángel. Granada: Diputación de Granada, 2008.;Mateos, Aurora;El suicidio del ángel;2006;Fecha de escritura;Ficción;Escrito;Libro;Teatro;España;;Ficción;;ILAN: ¡Porque estoy curado! Pero tú no... (Se ríe cínicamente.)
Be, Carlos: Origami. Buenos Aires: carlosbe.blogspot.com, 2013-12-10.;Be, Carlos;Origami;2006;Fecha de escritura;Ficción;Escrito;Libro;Teatro;España;;Ficción;La fecha de publicación corresponde a la fecha de descarga de la página web;¡No me hagas reír!, claro que te haría descuento por ser madre mía, pero no más del diez por ciento, no te dispares, que tengo mis gastos.
Be, Carlos: Origami. Buenos Aires: carlosbe.blogspot.com, 2013-12-10.;Be, Carlos;Origami;2006;Fecha de escritura;Ficción;Escrito;Libro;Teatro;España;;Ficción;La fecha de publicación corresponde a la fecha de descarga de la página web;No te rías, Claudia, pero mi primer beso fue con ALDO.
Be, Carlos: Origami. Buenos Aires: carlosbe.blogspot.com, 2013-12-10.;Be, Carlos;Origami;2006;Fecha de escritura;Ficción;Escrito;Libro;Teatro;España;;Ficción;La fecha de publicación corresponde a la fecha de descarga de la página web;No he reído. ¿Tomamos un té? Me gusta hablar de mi marido.
Be, Carlos: Origami. Buenos Aires: carlosbe.blogspot.com, 2013-12-10.;Be, Carlos;Origami;2006;Fecha de escritura;Ficción;Escrito;Libro;Teatro;España;;Ficción;La fecha de publicación corresponde a la fecha de descarga de la página web;Claudia asiente. Dora pulsa un botón. Y suena la música. La música del momento. Y Claudia y Dora bailan. Desenfrenadas. Bailan y cantan y ríen y se abrazan.
Be, Carlos: Origami. Buenos Aires: carlosbe.blogspot.com, 2013-12-10.;Be, Carlos;Origami;2006;Fecha de escritura;Ficción;Escrito;Libro;Teatro;España;;Ficción;La fecha de publicación corresponde a la fecha de descarga de la página web;Las personas actuamos como las gallinas, nos presionan aquí y lloramos, nos presionan allá y reímos, reaccionamos de una manera o de otra. Somos volubles hasta el asco. ¡Los reflejos! El reflejo de Balduzzi, el de Barkman, el de Barraquer, los cuatro reflejos de Bekhterev y el de Bekhterev con Mendel y el de Bekhterev con Jacobsohn, el de Bing, el de Brissaud, el de
Be, Carlos: Origami. Buenos Aires: carlosbe.blogspot.com, 2013-12-10.;Be, Carlos;Origami;2006;Fecha de escritura;Ficción;Escrito;Libro;Teatro;España;;Ficción;La fecha de publicación corresponde a la fecha de descarga de la página web;ALDO coge un tenedor y lo arroja al otro extremo de la habitación. Mira a Dora. Dora no comprende el significado del gesto. ALDO ríe.
Be, Carlos: «Amèn». Matrimonios. s. l.: Muestra de Teatro Español de Autores Contemporáneos, 2013-12-10.;Be, Carlos;Matrimonios;2006;Primera edición;Ficción;Escrito;Libro;Teatro;España;;Ficción;Descargado de la página web del autor: www.carlosbe.blogspot.com. La fecha de publicación corresponde a la fecha de la descarga;hay que procurar por la tradición. El amor, la familia, los hijos, la vida. Entonces nos tildaron, y aún hoy en día nos tildan de misóginos, a pesar de los avances, los cambios que hemos hecho... Misóginos e intolerantes, dicen quienes nos atacan. Desgraciados. Desvirtúan todo lo que tocan. Se ríen y dicen qué bonito debe estar el Cielo tan poblado de cadáveres... Compiten contra nuestra fe con su crueldad.
Be, Carlos: «Amèn». Matrimonios. s. l.: Muestra de Teatro Español de Autores Contemporáneos, 2013-12-10.;Be, Carlos;Matrimonios;2006;Primera edición;Ficción;Escrito;Libro;Teatro;España;;Ficción;Descargado de la página web del autor: www.carlosbe.blogspot.com. La fecha de publicación corresponde a la fecha de la descarga;Se reían mientras el niño se atragantaba.
Alonso de Santos, José Luis: ¡Viva el teatro!. Buenos Aires: Centro Latinoamericano de Creación e Investigación Teatral, 2013-12-10.;Alonso de Santos, José Luis;¡Viva el teatro!;2006;Fecha de escritura;Ficción;Escrito;Libro;Teatro;España;;Ficción;La fecha de publicación corresponde a la fecha de la descarga de la página web. Se ha respetado la no acentuación de mayúscular;¡Y vosotros no tenéis que reíros! Anda que como os de por reíros cuando esté el público. Venga, esta parte la dejamos, ya lo ensayaremos otro día. Vamos a la escena del barco. ¡Piratas a bordo! Ana, haces tú de princesa Blancaflor hoy.
Alonso de Santos, José Luis: ¡Viva el teatro!. Buenos Aires: Centro Latinoamericano de Creación e Investigación Teatral, 2013-12-10.;Alonso de Santos, José Luis;¡Viva el teatro!;2006;Fecha de escritura;Ficción;Escrito;Libro;Teatro;España;;Ficción;La fecha de publicación corresponde a la fecha de la descarga de la página web. Se ha respetado la no acentuación de mayúscular;¡Y vosotros no tenéis que reíros! Anda que como os de por reíros cuando esté el público. Venga, esta parte la dejamos, ya lo ensayaremos otro día. Vamos a la escena del barco. ¡Piratas a bordo! Ana, haces tú de princesa Blancaflor hoy.
Alonso de Santos, José Luis: ¡Viva el teatro!. Buenos Aires: Centro Latinoamericano de Creación e Investigación Teatral, 2013-12-10.;Alonso de Santos, José Luis;¡Viva el teatro!;2006;Fecha de escritura;Ficción;Escrito;Libro;Teatro;España;;Ficción;La fecha de publicación corresponde a la fecha de la descarga de la página web. Se ha respetado la no acentuación de mayúscular;SUSANA.— ¡Bueno! ¡Lo haré yo! ¡Pero no me hace ninguna gracia vestirme de oso para se que rían todos, para que lo sepáis!
Alonso de Santos, José Luis: ¡Viva el teatro!. Buenos Aires: Centro Latinoamericano de Creación e Investigación Teatral, 2013-12-10.;Alonso de Santos, José Luis;¡Viva el teatro!;2006;Fecha de escritura;Ficción;Escrito;Libro;Teatro;España;;Ficción;La fecha de publicación corresponde a la fecha de la descarga de la página web. Se ha respetado la no acentuación de mayúscular;(SE RÍEN LOS NIÑOS DE LOS ROLLOS QUE METE SIEMPRE ISABEL, Y ELLA SE ENFADA Y SE VA aL FONDO)
Rubio, Juan Carlos: Arizona. Una tragedia musical americana. s. l.: juancarlosrubio.com, 2006.;Rubio, Juan Carlos;Arizona. Una tragedia musical americana;2006;Fecha de escritura;Ficción;Escrito;Libro;Teatro;España;;Ficción;"Mención de honor del Premio Lope de Vega 2006. Premio ""Raúl Moreno"" FATEX 2006";Ella canta cada vez más decidida. Suena una música. La mujer saca un micrófono e interpreta un tema musical. al acabar, los dos ríen felices.
Afán Muñoz, Tomás: El pequeño Quijote. Madrid: cervantesvirtual.com, 2013-05-04.;Afán Muñoz, Tomás;El pequeño Quijote;2006;Fecha de estreno;Ficción;Escrito;Libro;Teatro;España;;Ficción;La fecha de publicación corresponde a la fecha de descarga de la página web;El caso es que Quijotín y Sanchillo en uno de sus caminos toparon con un duque y una duquesa que por reírse de ellos los llevaron a su Palacio y allí les hicieron muchas burlas.
Afán Muñoz, Tomás: El pequeño Quijote. Madrid: cervantesvirtual.com, 2013-05-04.;Afán Muñoz, Tomás;El pequeño Quijote;2006;Fecha de estreno;Ficción;Escrito;Libro;Teatro;España;;Ficción;La fecha de publicación corresponde a la fecha de descarga de la página web;Los duques se reían mucho, gastándoles bromas a Quijotín y a Sanchillo.
Afán Muñoz, Tomás: El pequeño Quijote. Madrid: cervantesvirtual.com, 2013-05-04.;Afán Muñoz, Tomás;El pequeño Quijote;2006;Fecha de estreno;Ficción;Escrito;Libro;Teatro;España;;Ficción;La fecha de publicación corresponde a la fecha de descarga de la página web;Todo eso eran fantasías y disparates y todo el mundo se ha reído de nosotros.
«Castillos de arena y galletas». El País.com. Madrid: elpais.com, 2006-03-07.;;El País.com;2006;Primera edición;No ficción;Escrito;Prensa;Artes, cultura y espectáculos;España;;;;"Felicity Huffman no dejó de bromear con su marido, William H. Macy. Con un vestido de Zac Posen escotado hasta el ombligo, la actriz le dijo al cruzar la puerta del Kodak: ""He llegado hasta aquí. Lo he conseguido"". Macy no paraba de reírse de los gestos exagerados de su compañera. Las parejas en Hollywood tienen un glamour añadido. ""Suman fama y eso es rentable"", apunta un experto en celebridades. Tim Burton y Helena Bonhan Carter (a lo Betty Boop) o Jennifer López y Marc Anthony."
Boo, Juan Vicente: «Berlusconi se compara a Jesucristo como recurso electoral». ABC.es. Madrid: abc.es, 2006-02-14.;Boo, Juan Vicente;ABC.es;2006;Primera edición;No ficción;Escrito;Prensa;Política, economía y justicia;España;;;;«bufonismo», Silvio Berlusconi protagoniza una carrera desbocada por estudios televisivos, emisoras de radio y mítines políticos diciendo cosas cada vez más peregrinas para recuperar la atención de una ciudadanía hastiada a menos de dos meses de las elecciones del 9 de abril. Sus aliados ya no esconden la vergüenza ajena, y ni siquiera ellos le ríen las gracias.
Boo, Juan Vicente: «Berlusconi se compara a Jesucristo como recurso electoral». ABC.es. Madrid: abc.es, 2006-02-14.;Boo, Juan Vicente;ABC.es;2006;Primera edición;No ficción;Escrito;Prensa;Política, economía y justicia;España;;;;no mezclar las tonterías con las cosas serias». A la tercera vez que le pidieron su opinión, fue más explícito: «No quiero discutir sobre esa clase de basura». Gianfranco Fini intenta separarse lo más posible, e incluso los aliados de la Liga Norte, legendarios en el desafuero verbal, se niegan a reír estas gracias pues saben que molestan a muchos.
Nieves, J. M.: «La muerte de una niña de doce años podría elevar a cuatro el número de víctimas de la gripe aviar en Turquía». ABC.es. Madrid: abc.es, 2006-01-16.;Nieves, J. M.;ABC.es;2006;Primera edición;No ficción;Escrito;Prensa;Salud;España;;;;número se calcula en millones. Invaden, literalmente, las principales plazas y zonas peatonales, y su población va en continuo aumento. Los habitantes, además, las alimentan y las cuidan, así que se acercan a las personas sin temor y en bandadas enormes. No es raro, por ejemplo, ver a un niño riendo, con una docena de palomas posadas por todo el cuerpo y rodeado de varios centenares más. Las autoridades, preguntadas por ABC, callan. No saben bien qué decir. Y son muchos los padres que, por si acaso, han quitado también este juguete a los más pequeños. Y a ellos, quizá, de la lotería
Merino, Antonio: «Un doble premio para 'Peras'». La Voz de Asturias. Oviedo: lavozdeasturias.es, 2006-02-20.;Merino, Antonio;La Voz de Asturias;2006;Primera edición;No ficción;Escrito;Prensa;Actualidad, ocio y vida cotidiana;España;;;;". Como entrenador soy novato, no tengo problema en reconocerlo. Quizá por eso sea más dulce"", declaró tras la victoria ante el Pamesa. Perasovic no cambió el gesto. Tampoco es que tire de sonrisa, aunque ayer le llegara otro pedazo de gloria, esta vez desde el banquillo. ""Yo me río mucho, pero aún no tengo claro que hemos ganado"", decía Peras, que aún estaba en una nube."
"Torres, Rosana: «""Ni tenemos el sexo en paz ni hablamos en paz del sexo""». El País.com. Madrid: elpais.com, 2006-03-23.";Torres, Rosana;El País.com;2006;Primera edición;No ficción;Escrito;Prensa;Ciencias sociales, creencias y pensamiento;España;;;;"un monólogo: ""Si el público no colabora conmigo no puedo seguir, si les da la risa me contagio, su actitud cambia la mía"". Ella es una conferenciante disparatada, excesiva, divertida. ""En escena estoy en carne viva, pero lo fundamental es que me lo paso muy bien, me río mucho, sobre todo con las espectadoras""."
"Astorga, Antonio: «Alfredo Bryce: ""El humor irónico nos hace más humanos y menos capaces de creer en fanatismos""». ABC.es. Madrid: abc.es, 2006-11-21.";Astorga, Antonio;ABC.es;2006;Primera edición;No ficción;Escrito;Prensa;Artes, cultura y espectáculos;España;;;;"Los humoristas suelen tener un lado muy triste, sobre todo los irónicos, ""porque están desmontando totalmente el universo"", escruta Bryce, que distingue dos tipos de humor: ""El de Quevedo -un humor que se ríe de los defectos del otro, de la caída del otro, del dolor de otro- y el de Cervantes, que se ríe de las virtudes del Quijote y jamás de sus defectos. El humor irónico nos hace más tolerantes, más humanos y nos hace menos capaces de creer en fanatismos,"
"Astorga, Antonio: «Alfredo Bryce: ""El humor irónico nos hace más humanos y menos capaces de creer en fanatismos""». ABC.es. Madrid: abc.es, 2006-11-21.";Astorga, Antonio;ABC.es;2006;Primera edición;No ficción;Escrito;Prensa;Artes, cultura y espectáculos;España;;;;"todo los irónicos, ""porque están desmontando totalmente el universo"", escruta Bryce, que distingue dos tipos de humor: ""El de Quevedo -un humor que se ríe de los defectos del otro, de la caída del otro, del dolor de otro- y el de Cervantes, que se ríe de las virtudes del Quijote y jamás de sus defectos. El humor irónico nos hace más tolerantes, más humanos y nos hace menos capaces de creer en fanatismos, en nada fanáticamente"". Alfredo Bryce ha sido y es hoy, por temperamento, un hombre así."
"Belmonte, Rosa: «""Casino Royale"": James Bond, demasiado Bond». ABC.es. Madrid: abc.es, 2006-11-21.";Belmonte, Rosa;ABC.es;2006;Primera edición;No ficción;Escrito;Prensa;Artes, cultura y espectáculos;España;;;;Para Caterina Murino, la rutilante e italiana chica Bond, esta entrega muestra a un 007 para mujeres. Será por el ceñido bañador, por el cuerpo que lo acompaña y porque el espía al servicio de Su Graciosa Majestad se muestra vulnerable. Igual que en su día se dijo aquello de Garbo ríe, ahora se podría decir que Bond se enamora, aunque no de Solange, quien interpreta Murino, sino de Eva Green. En la película, Vesper Lynd, una de Hacienda que el Gobierno británico pone a Bond para que le eche un ojo con la pasta. Es decir, con el dinero que le dejan para jugar a
"«Tony King: ""Vi cómo Dolores Vázquez apuñalaba a Rocío por la espalda""». ABC.es. Madrid: abc.es, 2006-11-21.";;ABC.es;2006;Primera edición;No ficción;Escrito;Prensa;Política, economía y justicia;España;;;;", y cuando regresó ya se habían marchado. Después, recuerda que estaba sentado en el asiento del copiloto en un coche inglés (a la izquierda) que conducía Graham y en el que también estaba otro hombre, y que se fijó en que Dolores Vázquez -a quien dijo que no conocía anteriormente- se estaba ""riendo y estaba apuñalando a Rocío en la espalda"" y que, incluso, tenía el cuchillo en su mano."
Aunión, Juan Antonio: «Un alcalde frente a su pueblo. Los vecinos de Peque de la Carballeda, en Zamora, rechazan de forma casi unánime la instalación de un cementerio nuclear». El País.com. Madrid: elpais.com, 2006-08-04.;Aunión, Juan Antonio;El País.com;2006;Primera edición;No ficción;Escrito;Prensa;Política, economía y justicia;España;;;;"Cuando se le pregunta por el impacto social y mediático que ha tenido su anuncio, Lobato contesta: ""En tres años, no me había reído hasta ayer""."
Fernández de Lis, Patricia: «El joven emprendedor electrónico. Abrió la primera tienda española en la Red». El País.com. Madrid: elpais.com, 2006-08-04.;Fernández de Lis, Patricia;El País.com;2006;Primera edición;No ficción;Escrito;Prensa;Ciencias y tecnología;España;;;;"Pero la clave no es la Red, insiste. ""Siempre me han llamado para dar charlas de Internet, pero nunca las he dado"", explica, riendo, este hombre de risa fácil. ""Son charlas de tecnología. Nunca he explicado el caso Barrabés, porque lo que me parece relevante de verdad no es cómo vendimos por Internet, sino cómo utilizamos la tecnología para fidelizar a nuestros clientes, para la logística, para la gestión interna y la externa..."". Él"
Fernández de Lis, Patricia: «El joven emprendedor electrónico. Abrió la primera tienda española en la Red». El País.com. Madrid: elpais.com, 2006-08-04.;Fernández de Lis, Patricia;El País.com;2006;Primera edición;No ficción;Escrito;Prensa;Ciencias y tecnología;España;;;;"Barrabés ha convertido esas ""vueltas al coco"" en un negocio con su consultora. ""Es mi manera de formarme. Si se acaba la formación, es que se me ha acabado la pasión. Y si se me ha acabado la pasión, posiblemente sí me vea en la playa..."", ríe. ¿Miedos? ""No tengo ninguno"", asegura. ""No tengo miedos especiales porque me siento capaz, no para montar la mayor empresa del mundo, pero sí para vivir. Si alguna vez me fuera mal todo, abriría un bar. No me interesa ser el tío más rico del mundo"
Marsé, Berta: «L'Arboç del Penedès». El País.com. Madrid: elpais.com, 2006-08-04.;Marsé, Berta;El País.com;2006;Primera edición;No ficción;Escrito;Prensa;Ciencias sociales, creencias y pensamiento;España;;;;un grupo de españoles de diferentes edades que decían ser familiares suyos. Lorenzo vivía cerca y acudió enseguida. Mi madre le reconoció de lejos y le vimos acercarse a paso ligero por la ancha avenida: bajito, moreno y con patillas, sonriente, afable, guasón, inconfundiblemente español. Mi madre y él se reían y se abrazaban y se parecían mucho, a pesar de los años separados.
«La socialista Trinidad Jiménez se despide emocionada de la corporación municipal». Elmundo.es. Madrid: elmundo.es, 2006-09-28.;;Elmundo.es;2006;Primera edición;No ficción;Escrito;Prensa;Política, economía y justicia;España;;;;"Ya en el exterior del salón de plenos, Jiménez rió abiertamente de la ""bromita"" de Cobo y explicó que ""si no lo dice no sería Cobo: como están pendientes de conocer el nombre del candidato, pensaría, a ver si nos van a devolver a Trini de nuevo""."
Frías, Manuel: «Uríos-Fis, la conexión cubana en España». ABC.es. Madrid: abc.es, 2006-01-30.;Frías, Manuel;ABC.es;2006;Primera edición;No ficción;Escrito;Prensa;Actualidad, ocio y vida cotidiana;España;;;;"Me gusta estar con Julio porque es muy alegre y me hace reír, señala Uríos mientras Fis pone cara de modelo para posar delante de un fotógrafo. ""Lo que te gusta salir en las fotos"", le apunta Uríos haciendo poses Fis. ""¿Sabes lo que hacía Napoleón?"", añade Julio logrando la atención de toda la concurrencia. ""Cuando ganaba una batalla"
Rico, Maite: «Tepito, barrio bravo de México». El País.com. Madrid: elpais.com, 2006-06-21.;Rico, Maite;El País.com;2006;Primera edición;No ficción;Escrito;Prensa;Política, economía y justicia;España;;;;"mancos: México es el tercer productor mundial de grabaciones piratas. Manuel, como el resto de los vendedores de vídeos, muestra su mercancía en un televisor con altavoces. Las bandas sonoras se entremezclan a todo volumen, en un estruendo enloquecedor. ¿De dónde saca la electricidad? ""Me la robo"", se ríe Manuel, señalando a un poste. ""Estamos cuatro o cinco en el mismo cable. El Gobierno lo permite""."
Álvarez, Futuroclemente: «La fusión inercial se abre a la ciencia civil». El País.com. Madrid: elpais.com, 2006-06-21.;Álvarez, Futuroclemente;El País.com;2006;Primera edición;No ficción;Escrito;Prensa;Ciencias y tecnología;España;;;;"son muy parecidas y la carrera por conseguir esta primera ignición está muy reñida. El NIF, cuya construcción está más avanzada (se encuentra al 86%), espera estar en disposición de alcanzar el objetivo en el año 2010, mientras que el LMJ fija la meta para 2012. Los dos físicos se miraron y rieron cuando se les preguntó por la competición entre los dos centros. ""Claro que hay competición, pero amistosa. Somos los primeros interesados en unir nuestras fuerzas, pues esto no se ha hecho nunca antes en la Tierra y resulta extremadamente difícil"", comentó Besnard. ""Tenemos el mismo objetivo, la misma máquina, el"
«¿Sabe cómo canta el ruiseñor?». Elmundo.es. Madrid: elmundo.es, 2006-03-10.;;Elmundo.es;2006;Primera edición;No ficción;Escrito;Prensa;Ciencias y tecnología;España;;;;"Los cantos pueden interpretarse como frases, se dice en el 'disco-libro'. ""Es una buena práctica intentar recordarlos asociándolos con sílabas, palabras, frases o sonidos reconocibles. Por ejemplo, el pito real parece que relincha como un caballo o que se ríe con una carcajada. Algunos nombres comunes están relacionados con el canto: los cucos hacen 'cu-cu' y las bisbitas suelen emitir un típico 'bis bis'"". De momento, la tirada inicial, de 6.000 ejemplares, irá en su mayoría a centros escolares. Aunque no se excluye su comercialización en"
