"BIBLIOGRAFÍA";"AUTOR";"TÍTULO";"FECHA";"TEMA";"PAÍS";"CONCORDANCIA"
"1986 ESCRIVÁ DE BALAGUER, JOSÉ MARÍA, Surco [España] [Madrid, Rialp, 1992] Religión";"ESCRIVÁ DE BALAGUER, JOSÉ MARÍA";"Surco";1986;"Religión";"España";"986 ""¿No se reirá, Padre, si le digo que —hace unos días— me sorprendí ofreciéndole al Señor, de una manera espontánea, el sacrificio de tiempo que me suponía tener que arreglar, a uno de mis pequeños, un juguete descompuesto?"""
"1986 HERNÁIZ, JUAN IGNACIO, Teoría, historia y sociología del arte [España] [Madrid, Prensa y Ediciones Iberoamericanas, 1986] Arte y cultura en general";"HERNÁIZ, JUAN IGNACIO";"Teoría, historia y sociología del arte";1986;"Arte y cultura en general";"España";"campo de la dialéctica hegeliana, en el historicismo naturalmente, pero en el historicismo idealista, nunca en el materialismo dialéctico o mecanicista. Sin embargo, a nuestro modo de ver las cosas, el movimiento es más acertado que el  paro, la concepción dinámica que la estática, el ""nunca bañarnos dos veces en el mismo río"" de Heráclito que el comprender la creación artística como algo salido de la nada. Por ello, el pensamiento dialéctico entiende que todo procede de una oposición, la luz nace de la discusión, la tesis se enfrenta a la antítesis, de las cuales surgirá la síntesis, que volverá a convertirse en tesis y así"
"1986 HERNÁIZ, JUAN IGNACIO, Teoría, historia y sociología del arte [España] [Madrid, Prensa y Ediciones Iberoamericanas, 1986] Arte y cultura en general";"HERNÁIZ, JUAN IGNACIO";"Teoría, historia y sociología del arte";1986;"Arte y cultura en general";"España";"Hay tres imperios mayas, el primero se sitúa en el año 374 de nuestra era, el segundo en el año 472 y el tercero y último, en el año 610, con los siguientes enclaves: Tres zapotes -31 a. d. C., el baúl -29, S. Andrés -162 d. d. C., Uaxactún -358, Río graciosa -320, Balakbal -406, Halantun -409, Tikal -416, Oxkintok -475, Piedras negras -514, Copán -465, Tonina -495, Yaxchilán -514, Xultún -514,  Naachtún —524, Tulún -563, Pusieha -573, Iohpaatún -593, Uxul -613, Calaxmul -623, Naranjo -615, Palenque -642, Koba -623, Jaina"
"1986 HERNÁIZ, JUAN IGNACIO, Teoría, historia y sociología del arte [España] [Madrid, Prensa y Ediciones Iberoamericanas, 1986] Arte y cultura en general";"HERNÁIZ, JUAN IGNACIO";"Teoría, historia y sociología del arte";1986;"Arte y cultura en general";"España";"Los dioses druidas son: Bel o padre celestial, Thor (guerra), Melusina (tierra),  Belisana (amor), Finn (ciervo), Cier (montaña), Diva (río), Vosegus (bosques), Taran (rayo), Geibnin (armero), Merlín (mago), Gwenhwyan (hija de Ogyruan), Minder (diablo), Dianchet (salud), Brigit (poesía), Nuada (plata) y Anae Thon (agricultura)."
"1986 MUÑOZ, JOSÉ JAVIER; GIL, CÉSAR, La Radio: Teoría y Práctica [España] [Madrid, IORTV, 1994] Medios de comunicación";"MUÑOZ, JOSÉ JAVIER; GIL, CÉSAR";"La Radio: Teoría y Práctica";1986;"Medios de comunicación";"España";"En la radio comercial es frecuente encontrar la totalidad, o algunas secciones, financiadas por una marca o un producto (programa o sección patrocinados: «esponsorizados» en extranjerismo que ha logrado afincarse en nuestro idioma) en el argot profesional se le califica de programa «ómnibus» o «río» (por su larga duración y por su capacidad de incluir, con cierta unidad, varios microespacios que puede abarcar toda la programación matinal de una emisora o cadena), y programa «locomotora» (por su capacidad de convocatoria de oyentes para el propio programa e, incluso, al anterior en su parte final"
"1986 MUÑOZ, JOSÉ JAVIER; GIL, CÉSAR, La Radio: Teoría y Práctica [España] [Madrid, IORTV, 1994] Medios de comunicación";"MUÑOZ, JOSÉ JAVIER; GIL, CÉSAR";"La Radio: Teoría y Práctica";1986;"Medios de comunicación";"España";"Después de un período de aletargamiento, en los años noventa han florecido múltiples programas de humor que van desde el contar chistes hasta la más verosímil de las imitaciones de políticos y personajes de actualidad en circunstancias propicias para hacer reír, pasando por la creación de personajes arquetípicos con estupendo gracejo  pese a ser inventados. Es mérito de los artistas-humoristas, que en su actuación carecen de cortapisas, hasta el punto de rozar a veces los límites de lo admisible (como, por ejemplo, el derecho a la intimidad). «El debate sobre el estado de la"
"1986 MUÑOZ, JOSÉ JAVIER; GIL, CÉSAR, La Radio: Teoría y Práctica [España] [Madrid, IORTV, 1994] Medios de comunicación";"MUÑOZ, JOSÉ JAVIER; GIL, CÉSAR";"La Radio: Teoría y Práctica";1986;"Medios de comunicación";"España";". Si Doña Rogelia está con Del Olmo, Doña Eulalia está con Parada, Doña María con Gabilondo y Doña Paca con Herrera. ¿Qué más da que una sea una muñeca y las otras creaciones de intérpretes incluso de sexo distinto al de su personaje? ¿Es así realmente? El oyente les escucha, se ríe, piensa... y olvida que aquello  o aquél no es cierto. Incluso se resiste a asumir que ese personaje no existe de verdad. Es una posibilidad más de la radio; es, también, la magia de la radio."
"1986 CEBRIÁN, JUAN LUIS, La rusa [España] [Barcelona, Círculo de Lectores, 1986] Novela";"CEBRIÁN, JUAN LUIS";"La rusa";1986;"Novela";"España";"reunión. Cuando esa misma mañana nos encontramos en el aeropuerto parisino esperando el avión de Madrid apenas pude creerle. Se mostró extraordinariamente amable. Cambió su tarjeta de embarque de primera con la de otro pasajero y se vino conmigo a «la clase de los pobres». Aprovechamos  el viaje para hablar de tonterías y nos reímos a placer. Por la noche llegó media hora tarde a la cita. «Lo siento, el trabajo», y adoptó un aire culpablemente infantil. Langostinos y club de moda. Acabamos sentados en un banco de Alonso Martínez; luego en la cama."
"1986 CEBRIÁN, JUAN LUIS, La rusa [España] [Barcelona, Círculo de Lectores, 1986] Novela";"CEBRIÁN, JUAN LUIS";"La rusa";1986;"Novela";"España";"Pobre Chema, mi único confidente, condenado al silencio, no se fueran a reír de mí los camaradas. ¡Qué coño de camaradas! Yo ya no era militante; no me interesaba ni me interesa que se meta nadie en mi vida. Juan se reía cuando le explicaba mis dudas."
"1986 CEBRIÁN, JUAN LUIS, La rusa [España] [Barcelona, Círculo de Lectores, 1986] Novela";"CEBRIÁN, JUAN LUIS";"La rusa";1986;"Novela";"España";"Pobre Chema, mi único confidente, condenado al silencio, no se fueran a reír de mí los camaradas. ¡Qué coño de camaradas! Yo ya no era militante; no me interesaba ni me interesa que se meta nadie en mi vida. Juan se reía cuando le explicaba mis dudas."
"1986 CEBRIÁN, JUAN LUIS, La rusa [España] [Barcelona, Círculo de Lectores, 1986] Novela";"CEBRIÁN, JUAN LUIS";"La rusa";1986;"Novela";"España";"necesidad de transformar el mundo. En París estuvimos tres días juntos. Dijo a su mujer que se iba a Estrasburgo y supimos escabullirnos hasta Barbizon, un pueblecito con historias de pintores pre-impresionistas. Tres días de largos paseos por el bosque nevado, repletos de besos y juegos amorosos. Apenas hablábamos de política. Él se reía de lo que llamaba mi fe apostólica, mis deseos de mejorar la suerte de la humanidad. A ratos cantábamos juntos, especialmente Singing in the Rain, que llegó a ser una especie de himno o contraseña entre nosotros; y ensayábamos a la par unas piruetas sobre las aceras vacías de viandantes, ante la asombrada mirada del tendero de"
"1986 SALOM, JAIME, Las casas. Una hoguera al amanecer [España] [Madrid, Fundamentos, 1994] Teatro";"SALOM, JAIME";"Las casas. Una hoguera al amanecer";1986;"Teatro";"España";"PEDRO LAS CASAS.— (Riendo.) ¡Despierta!"
"1986 SALOM, JAIME, Las casas. Una hoguera al amanecer [España] [Madrid, Fundamentos, 1994] Teatro";"SALOM, JAIME";"Las casas. Una hoguera al amanecer";1986;"Teatro";"España";"(Isabel-hija y Bartolomé ríen. Isabel-hija se le acerca y le acaricia.)"
"1986 SALOM, JAIME, Las casas. Una hoguera al amanecer [España] [Madrid, Fundamentos, 1994] Teatro";"SALOM, JAIME";"Las casas. Una hoguera al amanecer";1986;"Teatro";"España";"(Todos ríen de la presteza con que obedece.)"
"1986 SALOM, JAIME, Las casas. Una hoguera al amanecer [España] [Madrid, Fundamentos, 1994] Teatro";"SALOM, JAIME";"Las casas. Una hoguera al amanecer";1986;"Teatro";"España";"SEÑOR.— (De pronto riendo.) Bartolóme, señor, señor Bartolóme."
"1986 LÓPEZ RUBIO, JOSÉ, La puerta del ángel [España] [Madrid, MK, 1986] Teatro";"LÓPEZ RUBIO, JOSÉ";"La puerta del ángel";1986;"Teatro";"España";"NORBERTA.— (Casi riendo.)Por si se le aparecen. ¡Fíjese! ¡Como si las ánimas...!"
"1986 LÓPEZ RUBIO, JOSÉ, La puerta del ángel [España] [Madrid, MK, 1986] Teatro";"LÓPEZ RUBIO, JOSÉ";"La puerta del ángel";1986;"Teatro";"España";"JULIAN.— (Riendo.)¡Mujer! ¿Quién piensa en eso?"
"1986 LÓPEZ RUBIO, JOSÉ, La puerta del ángel [España] [Madrid, MK, 1986] Teatro";"LÓPEZ RUBIO, JOSÉ";"La puerta del ángel";1986;"Teatro";"España";"NORBERTA.— (Con un humor helado.)Por eso no te preocupes. Abajo, donde estaba la botella, hay sitio de sobra. No se iban a enterar ni... (JULIAN le interrumpe riendo, para disimular lo poco que le agrada el sesgo de la conversación.)"
"1986 LÓPEZ RUBIO, JOSÉ, La puerta del ángel [España] [Madrid, MK, 1986] Teatro";"LÓPEZ RUBIO, JOSÉ";"La puerta del ángel";1986;"Teatro";"España";"(Se echa a reír, con una risa extraña. NORBERTA la mira, fijamente, en silencio. Entra por la puerta del fondo AUREA. Está a medio vestir, cubierta con  una toquilla sobre los hombros. MARTIRIO la ve antes. Se le corta la risa. NORBERTA vuelve entonces la cabeza.)"
"20/09/1986 , ABC, 20/09/1986 [España] [Madrid, Prensa Española, S.A., 20/09/1986] Medios de comunicación";;"ABC, 20/09/1986";"20/9/86";"Medios de comunicación";"España";"aplauso de la gente presente forzando el gesto obsceno de Rockefeller o el chiste procaz de Macario, cosas que además no le van nada a su aspecto personal más bien remilgado (¿Dr. Jeckill o Mr. Hyde?). En alguna ocasión he citado aquí la importancia del público que no se oye, el que no se ríe ni aplaude. Es grave que el presentador se engañe pensando que la reacción de unas parejas que, tras cenar, llegan al espectáculo dispuestas —un día es un día— a reírse y aceptar el pequeño escándalo —¡Huy lo que ha dicho!— representen de verdad a tantos telespectadores que desde su casa no"
"20/09/1986 , ABC, 20/09/1986 [España] [Madrid, Prensa Española, S.A., 20/09/1986] Medios de comunicación";;"ABC, 20/09/1986";"20/9/86";"Medios de comunicación";"España";"o Mr. Hyde?). En alguna ocasión he citado aquí la importancia del público que no se oye, el que no se ríe ni aplaude. Es grave que el presentador se engañe pensando que la reacción de unas parejas que, tras cenar, llegan al espectáculo dispuestas —un día es un día— a reírse y aceptar el pequeño escándalo —¡Huy lo que ha dicho!— representen de verdad a tantos telespectadores que desde su casa no ven la necesidad de subrayar la capacidad histriónica de Moreno con la continua alusión al bajo vientre del ser humano."
"20/09/1986 , ABC, 20/09/1986 [España] [Madrid, Prensa Española, S.A., 20/09/1986] Literatura";;"ABC, 20/09/1986";"20/9/86";"Literatura";"España";"y crear la posibilidad de que la literatura fantástica y, concretamente, la ciencia-ficción pueda existir en España. En este sentido es de agradecer la tarea de Raúl Torres y espero que su afán pueda ser continuado por otros, por aquellos que creen todavía en una literatura abierta, heredera realmente de la de Cervantes, que supo reírse amablemente de lo cotidiano y, al mismo tiempo, de los disparates que la imaginación desbocada es capaz de producir."
"20/09/1986 , ABC, 20/09/1986 [España] [Madrid, Prensa Española, S.A., 20/09/1986] Literatura";;"ABC, 20/09/1986";"20/9/86";"Literatura";"España";"La raíz del rechazo que a veces inspira su obra quizá sea la irritación causada por este jugueteo, pero, leyendo a Nabokov, hay que dejarse llevar, estar dispuesto a la sorpresa, aceptar su escepticismo y, en lugar de tomárselo a la tremenda, reírse con él a carcajadas, ante el ridículo espectáculo que cada día nos damos a nosotros mismos. Porque Nabokov puede ser pesimista, respecto a la condición humana, pero jamás es triste. Y nada resulta tan estimulante como la lectura de sus libros. Por otro lado, su estilo es de una contemporaneidad rabiosa. Su uso irónico o"
"01/12/1986 , El País, 01/12/1986 [España] [Madrid, Diario El País, S.A., 01/12/1986] Testimonios varios";;"El País, 01/12/1986";"1/12/86";"Testimonios varios";"España";", repite Manuel Abad —autor del vídeo Denantes, un alucinante viaje por el suicidio, y hoy realizador de televisión—, que es quien me cuenta esa enigmática historia. Estamos en una sala de posproducción, con media docena de pantallas a unas cuartas de las narices. Hemos hecho un alto en el trabajo. Reímos con otra historia. Formaba yo parte de la primera expedición gallega que en 1982 viajó en el motopesquero Xurelo hasta la fosa atlántica para protestar en caliente por el vertido de residuos radiactivos que efectuaban dos mercantes belgas. Navegamos durante tres días mar adentro, y sobre aquel prodigioso cascarón, destinado a pescar en la calma de las rías"
"1986 FERRERO, JESÚS, Opium [España] [Barcelona, Plaza y Janés, 1993] Novela";"FERRERO, JESÚS";"Opium";"8/6/05";"Novela";"España";"«Un mundo frío y oculto, albergue de una raza cálida y pacífica, pero en la que no faltan los arrebatos de ira, la melancolía y la hilaridad. Las gentes de Lej ríen mucho, fornican mucho y son suaves y atroces desde antiguo.»"
"1986 FERRERO, JESÚS, Opium [España] [Barcelona, Plaza y Janés, 1993] Novela";"FERRERO, JESÚS";"Opium";"8/6/05";"Novela";"España";"Sentados en torno al fuego, comían sopa de cebada media docena de mendigos, mientras Albina se reía y se dejaba besar por uno de ellos."
"1986 FERRERO, JESÚS, Opium [España] [Barcelona, Plaza y Janés, 1993] Novela";"FERRERO, JESÚS";"Opium";"8/6/05";"Novela";"España";"— ¿Un buril contra una daga? ¿El artista contra el guerrero? ¡No me hagas reír...! De sobra sabes que te aprecio y que lo único que deseo es verte convertido en mi suegro, Karmhábil."
"1986 FERRERO, JESÚS, Opium [España] [Barcelona, Plaza y Janés, 1993] Novela";"FERRERO, JESÚS";"Opium";"8/6/05";"Novela";"España";"Se echaron a reír. El último de ellos, abundante de carnes y con el cráneo rasurado, se acercó casi a saltos a ella y entre los tres la rodearon."
"1986 DELIBES, MIGUEL, La hoja roja [España] [Barcelona, Destino, 1987] Teatro";"DELIBES, MIGUEL";"La hoja roja";"8/6/05";"Teatro";"España";"ISAÍAS.— (Riendo) Pero aún no has dicho a qué hora convocaba los Plenos el inefable don Nicomedes."
"1986 DELIBES, MIGUEL, La hoja roja [España] [Barcelona, Destino, 1987] Teatro";"DELIBES, MIGUEL";"La hoja roja";"8/6/05";"Teatro";"España";"DESI.— Fíjese si cantaría bien que en mi pueblo un bautizo a palo seco vale dos duros y cinco si canta el Picaza. Conque calcule. Y en las bodas y en los funerales, tal cual, que me recuerdo que don Fidel, el maestro, decía (ríe), ¿sabe usted lo que decía? Pues que el Picaza tenía una hermosa voz pero le faltaba oído. (Se palmea el muslo.) ¡Ya ve usted que tendrá que ver una cosa con la otra! (Quita las arandelas y remueve la lumbre.)"
"1986 DELIBES, MIGUEL, La hoja roja [España] [Barcelona, Destino, 1987] Teatro";"DELIBES, MIGUEL";"La hoja roja";"8/6/05";"Teatro";"España";"DESI.— (Ríe) ¡Qué Zorro ni que demontre! El Raposo querrá usted decir."
"1986 DELIBES, MIGUEL, La hoja roja [España] [Barcelona, Destino, 1987] Teatro";"DELIBES, MIGUEL";"La hoja roja";"8/6/05";"Teatro";"España";"DESI.— (Ríe pero da marcha atrás) Quieto, Picaza, no empecemos."
"1986 LÁZARO, MARIBEL, La fosa [España] [Madrid, Antonio Machado, 1990] Teatro";"LÁZARO, MARIBEL";"La fosa";"8/6/05";"Teatro";"España";"(Le habla a la fotografía.) ¿Sabes una cosa? No estabas mal. Ahora no eres ni siquiera la sombra. (Ríe.) Y digo yo. ¿Por qué te habré tenido tan escondido? Es... esa forma tuya de mirarme. (Suplicando a la fotografía.) No me mires así, Max. No me mires con tus ojos de perro. (Ríe con desprecio.) Ya hubieras querido parecerte en algo. El letrado"
"1986 LÁZARO, MARIBEL, La fosa [España] [Madrid, Antonio Machado, 1990] Teatro";"LÁZARO, MARIBEL";"La fosa";"8/6/05";"Teatro";"España";"? No estabas mal. Ahora no eres ni siquiera la sombra. (Ríe.) Y digo yo. ¿Por qué te habré tenido tan escondido? Es... esa forma tuya de mirarme. (Suplicando a la fotografía.) No me mires así, Max. No me mires con tus ojos de perro. (Ríe con desprecio.) Ya hubieras querido parecerte en algo. El letrado es hermoso como un dios."
"1986 LÁZARO, MARIBEL, La fosa [España] [Madrid, Antonio Machado, 1990] Teatro";"LÁZARO, MARIBEL";"La fosa";"8/6/05";"Teatro";"España";"!... Tú vas a durar muy poco en esta casa. Ese recelo, tu cara de hurón..., no me gusta nada, lo sabes. Y además... (A la fotografía de nuevo.) Me agrede verte ahí. Como si fueras el dueño y señor de esta casa. ¡El amo! (Ríe divertida. Con igual tono coloquial y conciliador.) ¿Qué hubiéramos  hecho tú y yo juntos, como dos seres normales? Yo me hubiera muerto de aburrimiento. Tú de asco al final. El letrado era hermoso como un dios. ¡Tú, Max, tú eres una bestia con olor a formol, rasposo como"
"1986 LÁZARO, MARIBEL, La fosa [España] [Madrid, Antonio Machado, 1990] Teatro";"LÁZARO, MARIBEL";"La fosa";"8/6/05";"Teatro";"España";"Lo mejor de todo fue aquella temporada que pasamos juntos, en aquella residencia tan bonita y aseada, tan blanca, tan apartada del mundo. Nuestros largos paseos por los pasillos larguísimos. Era delicioso no ver el final de aquellos pasillos. ¿Recuerdas? Y de pronto, las tenazas de tus brazos dándome consuelo. (Ríe suavemente.) Realmente somos malos los unos con los otros. Pequeños monstruos inespecíficos que se levantan de la tierra para convulsionarla y partirla bárbaramente. En aquel tiempo tú me traías olor de jardín, olor de sol, de calles, de gentes..., y yo te buscaba desde la ventana. ¿Recuerdas? Desde"
"1986 MOIX, TERENCI, No digas que fue un sueño [España] [Barcelona, Planeta, 1993] Novela";"MOIX, TERENCI";"No digas que fue un sueño";"8/6/05";"Novela";"España";"—¡Eres avaro, buen Totmés! Te vales de tu encanto juvenil para sonsacarme todo tipo de confidencias sobre la reina, y a cambio no me ofreces nada. —Rió con un estilo ruidoso, que quiso parecer coquetería y quedó en parodia—. O mi madurez se va acercando a la senectud mucho más rápidamente de cuanto siempre temí o los de tu oficio lleváis el misterio por escudo."
"1986 MOIX, TERENCI, No digas que fue un sueño [España] [Barcelona, Planeta, 1993] Novela";"MOIX, TERENCI";"No digas que fue un sueño";"8/6/05";"Novela";"España";"Cleopatra se echó a reír. Puso en entredicho su elegancia cuando escupió al suelo como una lavandera del mercado judío."
"1986 MOIX, TERENCI, No digas que fue un sueño [España] [Barcelona, Planeta, 1993] Novela";"MOIX, TERENCI";"No digas que fue un sueño";"8/6/05";"Novela";"España";"El servidor, que ahora sostenía la copa vacía de su amo, reía con una obscenidad que rebasó la paciencia de Totmés. Y todavía añadió Epistemo:"
"1986 MOIX, TERENCI, No digas que fue un sueño [España] [Barcelona, Planeta, 1993] Novela";"MOIX, TERENCI";"No digas que fue un sueño";"8/6/05";"Novela";"España";"Así lo comentó el joven Totmés, con mayor sorpresa aún. Rió entonces Epistemo. Y brillaban sus ojos con el fuego de una agresividad típicamente cortesana, inconfundiblemente alejandrina. Era una violencia disfrazada de galanura."
"1986 RODRÍGUEZ-AGUILERA, CESÁREO, Arte moderno en Cataluña. Examen de qué cosa sea arte y qué cosa modernidad [España] [Barcelona, Planeta, 1986] Arte y cultura en general";"RODRÍGUEZ-AGUILERA, CESÁREO";"Arte moderno en Cataluña. Examen de qué cosa sea arte y qué cosa modernidad";"8/6/05";"Arte y cultura en general";"España";"Uno de los lemas proclamados literariamente por Cardona Torrandell (en la incorporación de textos que realizaba en muchos de sus cuadros) es aquella frase de García Lorca en la que afirma que nadie cree ya en esa tontería del arte puro, del arte por el arte, ya que el artista tiene que reír y llorar con su pueblo. La obra de Cardona Torrandell nace  en el deseo de llenar el vacío entre el arte y la vida; tiene un sentido intencionadamente social y, en cierto modo, político. Aunque recuerde que entre el arte enajenado y el arte comprometido está el arte."
"01/06/1986 , El País, 01/06/1986 [España] [Madrid, Diario El País, S.A., 01/06/1986] Deportes";;"El País, 01/06/1986";"1/6/86";"Deportes";"España";"En Sao Paulo, ciudad normalmente más austera que Río, en los últimos días las calles fueron tomadas por multitudes vestidas con verde o amarillo. Los comercios pusieron cintas de los mismos colores en las vidrieras, los coches circulan con banderitas brasileñas y todos parecen sufrir la doble sensación de arrepentimiento por el pesimismo que existió hasta hace pocos días y, a la vez, el temor de"
"1986 AMESTOY EGIGUREN, IGNACIO, Doña Elvira, imagínate Euskadi [España] [Madrid, Primer Acto. Segunda época, 1986] Teatro";"AMESTOY EGIGUREN, IGNACIO";"Doña Elvira, imagínate Euskadi";"8/6/05";"Teatro";"España";"SABIN (Tras una pausa.) Los realistas, señor Pedrarias, los realistas. (Iturriaga, que ha bajado de la torre, Alonso y Sabin ríen.)"
"1986 AMESTOY EGIGUREN, IGNACIO, Doña Elvira, imagínate Euskadi [España] [Madrid, Primer Acto. Segunda época, 1986] Teatro";"AMESTOY EGIGUREN, IGNACIO";"Doña Elvira, imagínate Euskadi";"8/6/05";"Teatro";"España";"ELVIRA Me desnudaban mientras bebían y reían."
"1986 AMESTOY EGIGUREN, IGNACIO, Doña Elvira, imagínate Euskadi [España] [Madrid, Primer Acto. Segunda época, 1986] Teatro";"AMESTOY EGIGUREN, IGNACIO";"Doña Elvira, imagínate Euskadi";"8/6/05";"Teatro";"España";"SABIN (Saliendo de la tumba con una ajada capa sobre los hombros y un viejo sombrero en la cabeza.) Los caballeros no bebemos vinos peleones, ¿verdad señor? (Ha sacado de debajo de la capa una calavera, la cubre con el sombrero y riendo avanza hacia Katalin, que, a su vez, retrocede.)"
"1986 AMESTOY EGIGUREN, IGNACIO, Doña Elvira, imagínate Euskadi [España] [Madrid, Primer Acto. Segunda época, 1986] Teatro";"AMESTOY EGIGUREN, IGNACIO";"Doña Elvira, imagínate Euskadi";"8/6/05";"Teatro";"España";"(Sabin ríe.)"
"1986 MURILLO GÓMEZ, MIGUEL, Dogma de fe [España] [Badajoz, Diputación Provincial de Badajoz, 1986] Teatro";"MURILLO GÓMEZ, MIGUEL";"Dogma de fe";"8/6/05";"Teatro";"España";"¡Peligro! Sí, peligro. Un novicio español ha descubierto algo increíble. ¿Cómo quiere que le diga que es urgente? (Desesperado).¡Recoño! ¡Es urgente!!! ¡Sin pecado concebida! ¡Recoño! (Cuelga con fuerza el teléfono. Y pasea nervioso por la estancia).Me río yo del celo apostólico y de las zarandajas. Cenando con el Cardenal Vazinkus. El Superior General de mi Orden no puede atender a un miembro de la misma, porque está cenando con el Cardenal Consiliario.  ¡Recoño! Y encima me cargan la conferencia a mí, que soy pobre. ¿Y qué hago yo"
"1986 MURILLO GÓMEZ, MIGUEL, Dogma de fe [España] [Badajoz, Diputación Provincial de Badajoz, 1986] Teatro";"MURILLO GÓMEZ, MIGUEL";"Dogma de fe";"8/6/05";"Teatro";"España";"una pepla de narices. ¿A quién le cuento yo esto? Y seguro que el día que ocurra lo que va a ocurrir de cierto, cuando me siente ante el último Concilio de la historia de la Iglesia y les diga: «¡Yo lo sabía! ¡Yo, lo descubrí!». Se reirán como animales de mí y me echarán a patadas. ¡Señor, qué injusta es la misión del Profeta!"
"1986 GABRIEL Y GALÁN, JOSÉ ANTONIO, El bobo ilustrado [España] [Barcelona, Tusquets, 1986] Novela";"GABRIEL Y GALÁN, JOSÉ ANTONIO";"El bobo ilustrado";"8/6/05";"Novela";"España";"podrías permitirte el lujo de ir por el pasillo gritando tu nombre sin tener que dar explicación alguna, incluso aunque éstas se agolparan en tu boca por mor de la costumbre. Tenías la facultad de cambiar los muebles de lugar, colocar uno encima de otro si tal era tu apetencia, arrinconarlos, desparramar la ropa por el suelo, reírte a carcajadas de todo lo que hasta entonces había sido el sagrado orden cotidiano. La casa era grande, nunca te pareció tan grande, de pronto se te abrían de par en par los espacios y el tiempo. Te quitaste la casaca arrojándola sobre la cama del dormitorio matrimonial, un lecho que se revelaba angustioso con sus columnas dóricas de nogal"
"1986 GABRIEL Y GALÁN, JOSÉ ANTONIO, El bobo ilustrado [España] [Barcelona, Tusquets, 1986] Novela";"GABRIEL Y GALÁN, JOSÉ ANTONIO";"El bobo ilustrado";"8/6/05";"Novela";"España";"obviado de haberte llamado así! Pero Pedro de Vergara era confeso de españolismo, conflicto permanente, desgarro y autofagia. ¿Qué hacer cuando se está saturado de uno mismo? De pronto, sin justificación alguna, como podría comprobarse por los pensamientos que te asaltaban, soltaste una estruendosa carcajada. Fue como un portón que se abrió, reías por un motivo olvidado o sin motivo. Daba igual, la sensación resultaba estimulante, te hizo espatarrarte un poco más, aceptando que el calor de la noche se acoplara a tu cuerpo igual que una hembra ardorosa. El vino fresco entraba manso, acariciador, dejando una estela jugosa tras de sí. A veces la saliva te"
"1986 GABRIEL Y GALÁN, JOSÉ ANTONIO, El bobo ilustrado [España] [Barcelona, Tusquets, 1986] Novela";"GABRIEL Y GALÁN, JOSÉ ANTONIO";"El bobo ilustrado";"8/6/05";"Novela";"España";"orgullo, la codicia, el lujo de la vanidad, todo se desinfló como una pompa de jabón; hasta tu cuerpo pareció volverse raquítico y apocado; caíste en un silencioso yermo, en la extrema moderación de los deseos. Dupati había dicho lo siguiente de España: Le peu qu'on travaille c'est pour parvenir à ne rien faire; ne rien faire est ici le bonheur. Quizá tú también recalaste en esa especie de ascetismo acomodaticio y resignado del mínimo esfuerzo, que desde luego ahora no te proporciona felicidad alguna, y que se traducía en redactar cotidianamente los mismos avisos, siempre prosaicos, en ocasiones estrafalarios. Sobre tu pupitre se amontonaban los más irregulares"
"1986 GABRIEL Y GALÁN, JOSÉ ANTONIO, El bobo ilustrado [España] [Barcelona, Tusquets, 1986] Novela";"GABRIEL Y GALÁN, JOSÉ ANTONIO";"El bobo ilustrado";"8/6/05";"Novela";"España";", el lujo de la vanidad, todo se desinfló como una pompa de jabón; hasta tu cuerpo pareció volverse raquítico y apocado; caíste en un silencioso yermo, en la extrema moderación de los deseos. Dupati había dicho lo siguiente de España: Le peu qu'on travaille c'est pour parvenir à ne rien faire; ne rien faire est ici le bonheur. Quizá tú también recalaste en esa especie de ascetismo acomodaticio y resignado del mínimo esfuerzo, que desde luego ahora no te proporciona felicidad alguna, y que se traducía en redactar cotidianamente los mismos avisos, siempre prosaicos, en ocasiones estrafalarios. Sobre tu pupitre se amontonaban los más irregulares papeles, con esas"
"1986 AZÚA, FÉLIX DE, Historia de un idiota contada por él mismo (o el contenido de la felicidad) [España] [Madrid, Espasa Calpe, 1993] Novela";"AZÚA, FÉLIX DE";"Historia de un idiota contada por él mismo (o el contenido de la felicidad)";"8/6/05";"Novela";"España";"vous écrivez aussi?», me preguntó, acompañándome a la puerta. Yo me sentía como un personaje de Tolstoi, hablando francés cada vez que había que decir algo ridículo. «Oui», respondí, «je viens de commencer un chef d'oeuvre á la maniére d'Andreiev».  Supongo que no me tomó en serio, porque rió a carcajadas, me palmeó la espalda y quedamos tan amigos."
"1986 BUERO VALLEJO, ANTONIO, Lázaro en el laberinto [España] [Iglesias, Luis; Paco, Mariano de, Madrid, Espasa Calpe, 1994] Teatro";"BUERO VALLEJO, ANTONIO";"Lázaro en el laberinto";"8/6/05";"Teatro";"España";"Coral.— ¡Cómo nos reíamos al vernos llenos de luces!"
"1986 BUERO VALLEJO, ANTONIO, Lázaro en el laberinto [España] [Iglesias, Luis; Paco, Mariano de, Madrid, Espasa Calpe, 1994] Teatro";"BUERO VALLEJO, ANTONIO";"Lázaro en el laberinto";"8/6/05";"Teatro";"España";"Coral.— Que soy genial. (Lázaro ríe. Doña Fina gruñe.) ¡Ya sé que no lo soy!"
"1986 BUERO VALLEJO, ANTONIO, Lázaro en el laberinto [España] [Iglesias, Luis; Paco, Mariano de, Madrid, Espasa Calpe, 1994] Teatro";"BUERO VALLEJO, ANTONIO";"Lázaro en el laberinto";"8/6/05";"Teatro";"España";"Lázaro.— (Ríe.) Mejor que yo."
