BIBLIOGRAFÍA;CORDEMÁFORO;AUTOR;TÍTULO;FECHA;TEMA;PAÍS;CONCORDANCIA;Válido;Reflexivo;Complemento_de;Aspecto_verbal;Sujeto;Perífrasis;Observaciones
a1400 [s. XV] ANÓNIMO, Traducción del Soberano bien de San Isidoro [España] [Pablo A. Cavallero, Buenos Aires, Secrit, 1991] Religión;R;ANÓNIMO;Traducción del Soberano bien de San Isidoro;a1400[s. XV] ;Religión;España;"mundo, mas despues en vn punto desçienden a los ynfiernos"". Otrosi quando el malo muere, asi commo por su enxenplo fizo a munchos beujr al deleyte de los pecados, asi munchos arredrara dende quando pensaren el espanto del tormento a que el va. E esto el profeta Dauid lo atestigua dizjendo: ""Alegrarse a el justo quando viere la vengança de los malos, e las sus manos lauara en la sangre de los pecadores"", e esto es porque los justos entonçe lauan sus manos en la sangre de los pecadores que mueren quando veen e piensan la pena que los malos han de aver, e con esto emjendan la";si;si;no;imperfectivo;animado;;
a1400 [s. XV] ANÓNIMO, Traducción del Soberano bien de San Isidoro [España] [Pablo A. Cavallero, Buenos Aires, Secrit, 1991] Religión;R;ANÓNIMO;Traducción del Soberano bien de San Isidoro;a1400[s. XV] ;Religión;España;, las almas de los buenos onbres han muy grand mjedo, ca no saben çierto a do van, si van a auer bien o a auer pena. Otrosi ay algunos escogidos e buenos que en la su fin son purgados de algunos pecados ligeros que fizieron por penas que estonçe padesçen. Otros ay que entonçe se alegran contenplando en los bienes perdurables a do van. E quantoqujer que sea en esta vida vn onbre justo, enpero, quando muere, en grand mjedo esta por mjedo de aver pena, ca no ay njngund onbre que sea sin pecado, njn njnguno no puede ser seguro qual sera el juyzio de Dios, quando avn;si;si;no;imperfectivo;animado;;
c1400 [s. XV] ANÓNIMO, Barlaam e Josafat (manuscrito S) [España] [J.E. Keller/R.W.Linker, Madrid, Consejo Superior de Investigaciones Científicas, 1979] Novela;;ANÓNIMO;Barlaam e Josafat (manuscrito S);c1400[s. XV] ;Novela;España;Entre estas cosas nasçe el fijo muy fermoso, en el nasçimento del qual el alegrado mucho. Pusele nombre Josafat. E el loco fuese a sacrificar e a dar graçias a los tenplos de los ydolos por el, e fizo allegar de cada parte las muchedunbres  de los pueblos a los nasçimientos del moço, trayendo consigo las cosas que eran ydoneas al sacrifiçio, segund que cada uno podia e;no;;;;;;
c1400 [s. XV] ANÓNIMO, Barlaam e Josafat (manuscrito S) [España] [J.E. Keller/R.W.Linker, Madrid, Consejo Superior de Investigaciones Científicas, 1979] Novela;;ANÓNIMO;Barlaam e Josafat (manuscrito S);c1400[s. XV] ;Novela;España;"manifiesta ninguna cosa destas, las quales engendran tristeza en esta vida: non muerte, nin vejez, nin enfermedat, nin pobreza, nin otra cosa ninguna que lo entristase e pudiese menguar a el la alegria; mas que le pusiesen delante todas las cosas alegres e deletables, por la qual razon la su voluntad alegrada e delectada non podiese pensar de todo en todo ninguna cosa de las avinideras. E aun mando que non oyese palabra pequeña nin grande de Jesu Cristo e de las enseñanças del. Ca esto queria el que le fuese ascondido mas que todas las cosas, temiendo lo que dixiera el astrolago.";no;;;;;;
c1400 [s. XV] ANÓNIMO, Barlaam e Josafat (manuscrito S) [España] [J.E. Keller/R.W.Linker, Madrid, Consejo Superior de Investigaciones Científicas, 1979] Novela;R;ANÓNIMO;Barlaam e Josafat (manuscrito S);c1400[s. XV] ;Novela;España;"yr ado quisiese, mandando deligentemente a los ministros que non dexasen venir ninguna cosa fediente delante el; mas que le demostrasen todo bien e alegria e fuesen delante el choros alegrantesse en cantos e en toda manera de musica, e le feziesen desvariadas maneras de delectaçion, por que la su voluntad pensase en estas cosas e se alegrase.";si;si;no;imperfectivo;animado;;
c1400 [s. XV] ANÓNIMO, Barlaam e Josafat (manuscrito S) [España] [J.E. Keller/R.W.Linker, Madrid, Consejo Superior de Investigaciones Científicas, 1979] Novela;R;ANÓNIMO;Barlaam e Josafat (manuscrito S);c1400[s. XV] ;Novela;España;Desende mando soltar e abrir las enpegadas e untadas de argamasa, e alegraronse todos los que eran presentes con el esplandor e olor de aquellas cosas que estavan dentro.;si;si;con;perfectivo;animado;;
c1400 [s. XV] ANÓNIMO, Barlaam e Josafat (manuscrito S) [España] [J.E. Keller/R.W.Linker, Madrid, Consejo Superior de Investigaciones Científicas, 1979] Novela;R;ANÓNIMO;Barlaam e Josafat (manuscrito S);c1400[s. XV] ;Novela;España;"que non ayas tañido cosa suzia, mas salvate desta generaçion e lievate e vete, que non es a ti la folgança en ella». Pues asy es, sy creyeres e bautizado fueres, seras salvo; e sy non creyeres, seras condenado. Ca estas cosas que vees oy e en las quales te alegras, que quier dezir la gloria, e las rriquezas, e los deleyees, e todo engaño de la vida, ayna pasan; ca echarte an de aqui, non queriendo, e el cuerpo sera ençerrado en pequeño momento solo, desanparado e fallesçido del amor de todos los amigos e los cormanos; e seran";si;si;en;imperfectivo;animado;;
c1400 [s. XV] ANÓNIMO, Barlaam e Josafat (manuscrito S) [España] [J.E. Keller/R.W.Linker, Madrid, Consejo Superior de Investigaciones Científicas, 1979] Novela;;ANÓNIMO;Barlaam e Josafat (manuscrito S);c1400[s. XV] ;Novela;España;"menester de penitençia». E conviene, pues asy es, despues de avida la oconsçençia de la verdat, vengamos a guardar por virtud el gusto de todas las cosas divinales. Ca non conviene caer al contendiente; ca ya muchos que cayeron non podieron levantarse; otros abrientes las puertas a los peccados e mucho alegrantes se non pueden mas venir a penitençia; e otros a los quales toma la muerte, e non acorriendo solverse por penitençia, son condenados. Por tanto, peligrosa cosa es caer en qualesquier pecado, e sy acaesçiere, conviene luego salir del e estar con de cabo en buenta contienda.";no;;;;;;
c1400 [s. XV] ANÓNIMO, Barlaam e Josafat (manuscrito S) [España] [J.E. Keller/R.W.Linker, Madrid, Consejo Superior de Investigaciones Científicas, 1979] Novela;R;ANÓNIMO;Barlaam e Josafat (manuscrito S);c1400[s. XV] ;Novela;España;"«¡O omne, non so tu amigo nin se quien eres; ca tengo otros amigos con los quales me conviene oy alegrar, e a estos avere por amigos; enpero ahe dote dos çeliçios por que los ayas en la carrera que andodieres, los quales enpero non te aprovecharan cosa, e non me demandes otra ayuda ninguna».";si;no;no;imperfectivo;animado;;Tendrá el de convenir?
c1400 [s. XV] ANÓNIMO, Barlaam e Josafat (manuscrito S) [España] [J.E. Keller/R.W.Linker, Madrid, Consejo Superior de Investigaciones Científicas, 1979] Novela;R;ANÓNIMO;Barlaam e Josafat (manuscrito S);c1400[s. XV] ;Novela;España;"por la verdadera conosçençia de Dios, e enseñandole el sinbulo de la fe espuesto en el signodo de Niçena, bautizolo en nonbre del Padre e del Fijo e del Spiritu Santo. E tornose a su posada, e dixo misa, e torno a el, e diole los ministerios non tañidos de Jesu Cristo; e alegrose en el spiritu, dando gloria a Dios e al Señor Jesu Cristo, diziendo a Josafat: — Dios te faga digno para ganar la bienandança verdadera.";si;si;no;perfectivo;animado;;
c1400 [s. XV] ANÓNIMO, Barlaam e Josafat (manuscrito S) [España] [J.E. Keller/R.W.Linker, Madrid, Consejo Superior de Investigaciones Científicas, 1979] Novela;R;ANÓNIMO;Barlaam e Josafat (manuscrito S);c1400[s. XV] ;Novela;España;"E Josafat, tomando la vestidura del, alegravase mucho, asmando sin conparaçion esta vestidura ser mas preçiosa que toda porpora rreal. Estonçe Sant Barlaam, aviendose de partir luego, dixole dotrina postrimera deziendo: — Hermano e fijo muy dulçe, ssabe a que rrey sirves, e delante el Qual dexiste las tus confesiones; pues asy es, conviene que las guardes firmes";si;si;no;imperfectivo;animado;;
c1400 [s. XV] ANÓNIMO, Barlaam e Josafat (manuscrito S) [España] [J.E. Keller/R.W.Linker, Madrid, Consejo Superior de Investigaciones Científicas, 1979] Novela;R;ANÓNIMO;Barlaam e Josafat (manuscrito S);c1400[s. XV] ;Novela;España;asy es, non abantpongas a Dios nin a los sus bienes ninguna cosa de las presentes. Ca ¿que cosa es asi espantable en esta vida commo es el infierno del fuego ardiente perduramente, nin aviente luz de todo e atormentante, e nunca dexante? E ¿qual cosa de los bienes del mundo alegra en tal manera commo Dios, dandose El mismo a los amantes, la fermusura del Qual es non fablable e la gloria perdurable, los bienes del Qual guardados a los Sus amigos sobrepujan sin conparaçion  a todas las cosas vesibles, las quales cosas non vio ojo, nin oyo oreja, nin sobio en coraçon;si;no;no;imperfectivo;inanimado;;
c1400 [s. XV] ANÓNIMO, Barlaam e Josafat (manuscrito S) [España] [J.E. Keller/R.W.Linker, Madrid, Consejo Superior de Investigaciones Científicas, 1979] Novela;R;ANÓNIMO;Barlaam e Josafat (manuscrito S);c1400[s. XV] ;Novela;España;"Pues asy es, estas cosas oydas, alegrose mucho el rrey e cuydo que avia fallado buen consejo en Arachiz. Por çierto, acostavase a la vana esperança, e porque sopo que poco avia que era ydo Berlaam, apresuravase para prenderlo. E enbiando muchos asechadores e lançeros, tomo las salidas de las carreras; e trabajando por seys dias, cansado es en vano";si;si;no;perfectivo;animado;;
c1400 [s. XV] ANÓNIMO, Barlaam e Josafat (manuscrito S) [España] [J.E. Keller/R.W.Linker, Madrid, Consejo Superior de Investigaciones Científicas, 1979] Novela;R;ANÓNIMO;Barlaam e Josafat (manuscrito S);c1400[s. XV] ;Novela;España;Josafat por vision de la noche, e le dio fortaleza e esforçolo para fortaleza de piadat e diole fiança. E fallo el su coraçon lleno de gozo e de fiança e de lunbre muy dulçe, el qual ante un poco fuera triste e lleno de dolor. E el rrey, acabando asy estas cosas e pensando alegravase, asmando que avia proveydo bien, e dava grandes graçias a Arachis.;si;si;no;imperfectivo;animado;;
c1400 [s. XV] ANÓNIMO, Barlaam e Josafat (manuscrito S) [España] [J.E. Keller/R.W.Linker, Madrid, Consejo Superior de Investigaciones Científicas, 1979] Novela;R;ANÓNIMO;Barlaam e Josafat (manuscrito S);c1400[s. XV] ;Novela;España;de los ojos de la tu voluntad. Pues asy es, ¿por que asy non sanamente tienes e defiendes por manera de flores del ynvierno la gloria que se a secar e peresçedera, e los deleytes aborresçibles e fedientes, las pasiones muy suzias del vientre e de so el vientre, los quales por tienpo alegran los sesos de los locos e despues  dan galardones mas amargos que la fiel? Ca sy las presentes alegrias non esperasen la perdiçion e el decorremiento, mas oviesen a fincar perdurablemente con sus señores, nin aun asy non convernia abantponer estas cosas a los bienes e dones perdurables de Jesu Cristo. Ca quanto el sol es mas;transitivo;;;;;;
c1400 [s. XV] ANÓNIMO, Barlaam e Josafat (manuscrito S) [España] [J.E. Keller/R.W.Linker, Madrid, Consejo Superior de Investigaciones Científicas, 1979] Novela;R;ANÓNIMO;Barlaam e Josafat (manuscrito S);c1400[s. XV] ;Novela;España;muchas maneras se corronje de los omnes, e se amata. Por la qual cosa non es convenible de asmar el fuego ser dios, mas obra de Dios. E los que cuydan el omne ser dios, yerran. Ca veemos que se mueve segund menester e criado e envejeçido aunque non quiera, e por çierto alegrase a las vegadas, e a las vegadas se entristesçe, e a menester de bever e de comer e de vestir, e aun sañudo, e enbidioso, e cobdçioso, e rrepentientese e aviente muchas menguas, e aun corronpese por muchas maneras de los elementos e de las animalias o veniendo a la muerte. Pues asy es, non;si;si;no;imperfectivo;animado;;
c1400 [s. XV] ANÓNIMO, Barlaam e Josafat (manuscrito S) [España] [J.E. Keller/R.W.Linker, Madrid, Consejo Superior de Investigaciones Científicas, 1979] Novela;R;ANÓNIMO;Barlaam e Josafat (manuscrito S);c1400[s. XV] ;Novela;España;Et despues que Nachor dixo estas cosas, el rrey ençendiose por saña, e los rrectores del e los saçerdotes de los ydolos estavan mudos, non podientes contradezir, synon que dezian algunas  palabras enfermas e de ningund momento. E el fijo del rrey alegravase por spiritu e con cara alegre glorifica a Dios, el Qual dio pasada en el logar descarrerable a los fiantes en Sy. Ca por el enemigo de la verdat defiende la verdat, el prinçipe de error es mostrado abogado de la palabra derechurera.;si;si;no;imperfectivo;animado;;
c1400 [s. XV] ANÓNIMO, Barlaam e Josafat (manuscrito S) [España] [J.E. Keller/R.W.Linker, Madrid, Consejo Superior de Investigaciones Científicas, 1979] Novela;R;ANÓNIMO;Barlaam e Josafat (manuscrito S);c1400[s. XV] ;Novela;España;"que en medio dia tomase la oveja por lobo. Mas bien es dicha aquella palabra que el coraçon del loco pensara unas cosas vanas. Pues asy es, el vuestro pensamiento vano, e esto consejo vano fue e de todo loco. Mas la obra que obraste llena es de todo entendemiento. Por ende, Nachor, alegrate. Pues asy es, do muchas graçias a Dios porque oye eres fecho defendedor de la verdat, e non ensuzieste los tus labros de sermones suzios e de enfiñimiento engañoso; mas ante los alinpieste de los enconamientos, rreprehendiendo el error de los dioses falsos e afirmando la verdat de las enseñanças de los cristianos.";si;si;no;imperfectivo;animado;;
c1400 [s. XV] ANÓNIMO, Barlaam e Josafat (manuscrito S) [España] [J.E. Keller/R.W.Linker, Madrid, Consejo Superior de Investigaciones Científicas, 1979] Novela;;ANÓNIMO;Barlaam e Josafat (manuscrito S);c1400[s. XV] ;Novela;España;E asy el fijo del rrey, alegrado mucho e rresçibiendo la palabra del agradablemente, abraçolo e besolo, e faziendo afincadamente por el oraçion e comendandole a Dios, enbiolo del palaçio.;no;;;;;;
c1400 [s. XV] ANÓNIMO, Barlaam e Josafat (manuscrito S) [España] [J.E. Keller/R.W.Linker, Madrid, Consejo Superior de Investigaciones Científicas, 1979] Novela;;ANÓNIMO;Barlaam e Josafat (manuscrito S);c1400[s. XV] ;Novela;España;"los arboles davan dulçe son,  meneadas de un viento agradable, e echavan olor non fartable; e estavan siellas puestas de oro muy linpio e fechas de piedras preçiosas e dantes muy gran rresplandor, e lechos luzibles de colchas e de estrados, los quales por su fermusura sobran todo rrecontamiento; e pasan aguas muy linpias alegrantes los ojos.";no;;;;;;
c1400 [s. XV] ANÓNIMO, Barlaam e Josafat (manuscrito S) [España] [J.E. Keller/R.W.Linker, Madrid, Consejo Superior de Investigaciones Científicas, 1979] Novela;R;ANÓNIMO;Barlaam e Josafat (manuscrito S);c1400[s. XV] ;Novela;España;"E, asy non tornandose, entro a la espesura del yermo. E tirada la confusion de las cosas tenporales, asy commo una carga e grave cadena, alegravase por spiritu, e catando a Jesu Cristo el Qual deseava, e llamava a El asy commo a presente e oyente la boz, diziendo: — Señor, dame a fallar carrera por la qual venga a Ti; ca llagada es la mi alma del Tu amor, e cobdiçio a Ti fuente de vida e de";si;si;no;imperfectivo;animado;;
c1400 [s. XV] ANÓNIMO, Barlaam e Josafat (manuscrito S) [España] [J.E. Keller/R.W.Linker, Madrid, Consejo Superior de Investigaciones Científicas, 1979] Novela;R;ANÓNIMO;Barlaam e Josafat (manuscrito S);c1400[s. XV] ;Novela;España;"E asy davan amos graçias a Dios, e fablando estas cosas e alegrandose por la graçia de Dios, vino la viespera. Entonçe levantando en oraçion, dexieron el ofiçio divinal. Desende puso Berlaam la mesa para çenar, llena de manjares spirituales, e non avia y otro manjar de consolamiento sentible; ca las berças eran crudas, de las quales el viejo era labrador e obrador, e";si;si;no;imperfectivo;animado;;
c1400 [s. XV] ANÓNIMO, Barlaam e Josafat (manuscrito S) [España] [J.E. Keller/R.W.Linker, Madrid, Consejo Superior de Investigaciones Científicas, 1979] Novela;R;ANÓNIMO;Barlaam e Josafat (manuscrito S);c1400[s. XV] ;Novela;España;Dios, el non estando y, e diese a el daño muy duro, non aviendo ganadas las palabras atestimoniables e las oraçiones e las bendeçiones del. E asy acabadas del las cosas por que yva, ofresçe Berlaam a Dios el sacrifiçio, e comulgado el, e dio a Josafat los ministerios linpios de Jesu Cristo, e alegrose en el spiritu.;si;si;no;perfectivo;animado;;
c1400 [s. XV] ANÓNIMO, Barlaam e Josafat (manuscrito S) [España] [J.E. Keller/R.W.Linker, Madrid, Consejo Superior de Investigaciones Científicas, 1979] Novela;R;ANÓNIMO;Barlaam e Josafat (manuscrito S);c1400[s. XV] ;Novela;España;"que lo maltraya, e dezia: — Josafat, estos son los mis sermones los quales te dezia a las vezes, que quando tu fueres muy rrico, non seras buenfazedor; e tu dubdavas en la palabra. E agora ¿commo eres entrestiçido de la onrra egual de ti e del padre? E mas te devieras alegrar en tu coraçon, porque es oyda la tu gran oraçion por el.";si;si;no;imperfectivo;animado;;
c1400 [finales del s. XIV o principios del s. XV] ANÓNIMO, Biblia Escorial I-j-4: Pentateuco [España] [O.H. Hauptmann, Philadelphia, University of Pennsylvania Press, 1953] Religión;A;ANÓNIMO;Biblia Escorial I-j-4: Pentateuco;c1400[finales del s. XIV o principios del s. XV] ;Religión;España;". Et dixo: rruego te, Sennor, que enbies agora en mano de quien has de enbiar. Et yro el Sennor centra Moysen, e dixo: çierta mente Aaron tu hermano, el leuita, yo se que el fablara; e avn he lo do sale atu encuentro, e ver te ha e alegrar se ha en su coraçon; e  fablar le has, e pornas las palabras ensu boca; e yo sere con tu boca e consu boca, e amostrar vos he lo que faredes. Et fablara el al pueblo por ty e el sera aty por trujaman, e tu seras ael por";si;si;no;imperfectivo;animado;;
c1400 [finales del s. XIV o principios del s. XV] ANÓNIMO, Biblia Escorial I-j-4: Pentateuco [España] [O.H. Hauptmann, Philadelphia, University of Pennsylvania Press, 1953] Religión;A;ANÓNIMO;Biblia Escorial I-j-4: Pentateuco;c1400[finales del s. XIV o principios del s. XV] ;Religión;España;"Siete semanas contaras; desque començaren la hoz enla gauilla, començaras atontar siete selmanas. Et faras pasqua de çinquesmas al Sennor tu Dios; oblaçion voluntaria de tu mano daras, segunt te bendixiere el Sennor tu Dios; e alegrar te has delante el Sennor tu Dios, tu, e tu fijo, e tu fija, e tu sieruo, e tu sierua, e el leuita que es en tus lugares, e el pelegrino, e el huerfano e la biuda, que son entre ty, enel lugar que escogiere el Sennor tu Dios";si;si;no;imperfectivo;animado;;
c1400 [finales del s. XIV o principios del s. XV] ANÓNIMO, Biblia Escorial I-j-4: Pentateuco [España] [O.H. Hauptmann, Philadelphia, University of Pennsylvania Press, 1953] Religión;A;ANÓNIMO;Biblia Escorial I-j-4: Pentateuco;c1400[finales del s. XIV o principios del s. XV] ;Religión;España;"La pasqua delas cabannas faras ata siete dias, quando ayuntares tu trigo e tu mosto; e alegrar te has con tu pasqua, tu, e tu fijo, e tu fija, e tu sieruo, e tu sierua, e el leuita, e el pelegrino, el huerfano e la biuda, que son en tus lugares. Siete dias pasquaras al Sennor tu Dios enel lugar que escogiere el Sennor;";si;si;con?;imperfectivo;animado;;
c1400 [finales del s. XIV o principios del s. XV] ANÓNIMO, Biblia Escorial I-j-4: Pentateuco [España] [O.H. Hauptmann, Philadelphia, University of Pennsylvania Press, 1953] Religión;A;ANÓNIMO;Biblia Escorial I-j-4: Pentateuco;c1400[finales del s. XIV o principios del s. XV] ;Religión;España;"sennales e con marauillas; e troxo nos aeste lugar, e dionos esta tierra, tierra manante leche e miel. Et agora he que traxe las primiçias dela fructa dela tierra que me diste, Sennor. Et dexar lo has delante el Sennor tu Dios, e humillarte has delante el Sennor tu Dios. Et alegrar te has con todo el bien que te dio el Sennor tu Dios aty e atu casa, tu, e el leuita e el pelegrino que es entre ty. Et quando acabares de dezmar el diezmo todo de tu esquilmo enel anno terçero, anno del dezmar, daras al leuita, e";si;si;con;imperfectivo;animado;;
c1400 [finales del s. XIV o principios del s. XV] ANÓNIMO, Biblia Escorial I-j-4: Pentateuco [España] [O.H. Hauptmann, Philadelphia, University of Pennsylvania Press, 1953] Religión;A;ANÓNIMO;Biblia Escorial I-j-4: Pentateuco;c1400[finales del s. XIV o principios del s. XV] ;Religión;España;"Eual, e encalar las has con cal; e hedificaras ende altar al Sennor tu Dios, altar de piedras; non meçeras sobre ellas fierro. De piedras conplidas hedificaras el altar del Sennor tu Dios, e sacrificaras sobre el holocaustos al Sennor tu Dios. Et sacrificaras paçificaçiones; e ende comeras e alegrar te has delante el Sennor tu Dios. Et escreuiras sobre las piedras todaslas palabras desta ley bien declarada mente.";si;si;no;imperfectivo;animado;;
c1400 [finales del s. XIV o principios del s. XV] ANÓNIMO, Biblia Escorial I-j-4: Pentateuco [España] [O.H. Hauptmann, Philadelphia, University of Pennsylvania Press, 1953] Religión;A;ANÓNIMO;Biblia Escorial I-j-4: Pentateuco;c1400[finales del s. XIV o principios del s. XV] ;Religión;España;"toda llaga que non es escripta eneste libro desta ley, las traera el Sennor sobre ti, fasta que te destruyas. Et quedaredes pocos encuenra, en lugar delo que fuestes segunt las estrellas del çielo en muchedunbre; por que non oyste el dicho del Sennor tu Dios. Et sera asy commo se alegro el Sennor sobre vos otros para fazer bien avos e para multiplicar vos, asy se alegrara el Sennor sobre vos otros para vos deperder e destroyr e desrraygar de sobre la tierra que venistes ende ala heredar. E derramar te ha el Sennor en todos los gentios, del estremo dela tierra fasta el otro; e";si;si;sobre;perfectivo;animado;;
c1400 [finales del s. XIV o principios del s. XV] ANÓNIMO, Biblia Escorial I-j-4: Pentateuco [España] [O.H. Hauptmann, Philadelphia, University of Pennsylvania Press, 1953] Religión;A;ANÓNIMO;Biblia Escorial I-j-4: Pentateuco;c1400[finales del s. XIV o principios del s. XV] ;Religión;España;"sobre ti, fasta que te destruyas. Et quedaredes pocos encuenra, en lugar delo que fuestes segunt las estrellas del çielo en muchedunbre; por que non oyste el dicho del Sennor tu Dios. Et sera asy commo se alegro el Sennor sobre vos otros para fazer bien avos e para multiplicar vos, asy se alegrara el Sennor sobre vos otros para vos deperder e destroyr e desrraygar de sobre la tierra que venistes ende ala heredar. E derramar te ha el Sennor en todos los gentios, del estremo dela tierra fasta el otro; e seruiras ende dioses agenos que non conosçiste, tu nin tus padres, de madero e de";si;si;sobre;imperfectivo;animado;;
c1400 [finales del s. XIV o principios del s. XV] ANÓNIMO, Biblia Escorial I-j-4: Pentateuco [España] [O.H. Hauptmann, Philadelphia, University of Pennsylvania Press, 1953] Religión;A;ANÓNIMO;Biblia Escorial I-j-4: Pentateuco;c1400[finales del s. XIV o principios del s. XV] ;Religión;España;"sus mandamientos que te yo mando oy; e dexar te ha el Sennor tu Dios con todas las obras de tus manos, conel fruto de tu vientre, e conel fruto detus bestias e con el fruto de tu tierra, por bien. Ca torrnara el Sennor aalegrar se contigo por bien, segunt que se alegro con tus padres; ca obedesçeras al dicho del Sennor tu Dios, para guardar sus encomiendas e sus fueros escriptos en este lybro de la ley. Ca torrnaras al Sennor tu Dios con todo tu coraçon e con toda tu anima. Ca esta encomendança que yo te encomiendo oy non es encubierta de ti";si;si;con;imperfectivo;animado;;
c1400 [finales del s. XIV o principios del s. XV] ANÓNIMO, Biblia Escorial I-j-4: Pentateuco [España] [O.H. Hauptmann, Philadelphia, University of Pennsylvania Press, 1953] Religión;A;ANÓNIMO;Biblia Escorial I-j-4: Pentateuco;c1400[finales del s. XIV o principios del s. XV] ;Religión;España;"sus mandamientos que te yo mando oy; e dexar te ha el Sennor tu Dios con todas las obras de tus manos, conel fruto de tu vientre, e conel fruto detus bestias e con el fruto de tu tierra, por bien. Ca torrnara el Sennor aalegrar se contigo por bien, segunt que se alegro con tus padres; ca obedesçeras al dicho del Sennor tu Dios, para guardar sus encomiendas e sus fueros escriptos en este lybro de la ley. Ca torrnaras al Sennor tu Dios con todo tu coraçon e con toda tu anima. Ca esta encomendança que yo te encomiendo oy non es encubierta de ti";si;si;con?;perfectivo;animado;;
c1400 [finales del s. XIV o principios del s. XV] ANÓNIMO, Biblia Escorial I-j-4: Pentateuco [España] [O.H. Hauptmann, Philadelphia, University of Pennsylvania Press, 1953] Religión;A;ANÓNIMO;Biblia Escorial I-j-4: Pentateuco;c1400[finales del s. XIV o principios del s. XV] ;Religión;España;"de sus hermanos.  El primo genito de su buey sea honor ael, e los cuerrnos del rrem los sus cuerrnos; conlos quales alos pueblos corrneara junta mente alos cabos de la tierra; e son dezenas de millares de Efraym, e son los millares de Manases. A Zebulum dixo: alegrate, Zebulum, en tu salida; e Ysacar, en tus tiendas; pueblos al monte llamaran, ca ende sacrificaran sacrifiçio de justiçia, ca afluencia delas mares mamaran, e los tesoros escondidos enlas arenas. A Gad dixo: bendicho el que alargo aGad; commo leona morara, e rrapinara el braço con";si;si;en;imperfectivo;animado;;
c1400 [segundo cuarto del s. XV] LÓPEZ DE AYALA, PERO, Crónica del rey don Pedro y del rey don Enrique [España] [Germán Orduna, Buenos Aires, SECRIT-Incipit, I: 1994, II: 1997] Historia;R;LÓPEZ DE AYALA, PERO;Crónica del rey don Pedro y del rey don Enrique;c1400[segundo cuarto del s. XV] ;Historia;España;lo que querria, mas en las cosas del mundo, que lo formo Dios en diuersas maneras e sentençio en el sus juizios commo la su merçed fue, e otras cosas que enbargan al omne de alcançar su voluntad. E ssy cataredes con derecho mis razones e me rresçibieredes mis escusas, con ello me alegrare. E pido a Dios que vos alegre en todas cosas  que le a El plazen assi del dicho commo del fecho.;si;si;con;imperfectivo;animado;;
c1400 [segundo cuarto del s. XV] LÓPEZ DE AYALA, PERO, Crónica del rey don Pedro y del rey don Enrique [España] [Germán Orduna, Buenos Aires, SECRIT-Incipit, I: 1994, II: 1997] Historia;R;LÓPEZ DE AYALA, PERO;Crónica del rey don Pedro y del rey don Enrique;c1400[segundo cuarto del s. XV] ;Historia;España;del mundo, que lo formo Dios en diuersas maneras e sentençio en el sus juizios commo la su merçed fue, e otras cosas que enbargan al omne de alcançar su voluntad. E ssy cataredes con derecho mis razones e me rresçibieredes mis escusas, con ello me alegrare. E pido a Dios que vos alegre en todas cosas  que le a El plazen assi del dicho commo del fecho.;transitivo;;;;;;
c1400 [segundo cuarto del s. XV] LÓPEZ DE AYALA, PERO, Crónica del rey don Pedro y del rey don Enrique [España] [Germán Orduna, Buenos Aires, SECRIT-Incipit, I: 1994, II: 1997] Historia;R;LÓPEZ DE AYALA, PERO;Crónica del rey don Pedro y del rey don Enrique;c1400[segundo cuarto del s. XV] ;Historia;España;cosas que non ouistes dello sy non conplir voluntad. E todas las cosas por que vos aborresçieron sean trocadas con las sus contrallas e mostrad les el arrepentimiento de todo lo pasado e honrrad a los grandes e guardad vos de las sangres e de los algos de vuestros subditos, sy non con derecho e justiçia, e alegrad el rrostro e abrid la mano e cobraredes la bien querençia.;transitivo;;;;;;
c1400-a1440 [s. XV (c1439)] CARRILLO DE ACIMÁN, GÓMEZ, «Poesías»(Cancionero de Palacio) [España] [Salamanca, Junta de Castilla y León, 1993] Verso;R;CARRILLO DE ACIMÁN, GÓMEZ;Poesías(Cancionero de Palacio);c1400-a1440[s. XV (c1439)] ;Verso;España;¿Qué fará quien alegrar, senyor primo, con manzilla non se puede nin dezilla?  Ya podrá sin sospirar, ni jamás á de reyr salvo por dissimular, fasta tanto que dezir lo pueda quien olvidar le fará bien tal pesar.;transitivo;;;;;;
c1400 [s. XIV] ANÓNIMO, Los miraglos de Santiago [España] [Jane E. Connolly, Salamanca, Universidad de Salamanca, 1990] Religión;V;ANÓNIMO;Los miraglos de Santiago;c1400[s. XIV] ;Religión;España;"E el fijo le dixo: ""Ay, buen padre, padre piadoso, non lloredes por mí nin por cueyta que yo aya, que yo non he ningún, mal más. Alegradvos,  ca bien sabet que nunca tan viçioso fuy. Ca luego que me aquí pusieron, vino  Santyago e tomóme en sus manos mesmas e sufriéme asý que ningún mal non me fizo la soga, e abondóme e cunplióme de todos aquellos sabores e de todos aquellos viçios que omne podrié pensar e aún demás"". E en";si;si;no;imperfectivo;animado;;
