EjemploID;BIBLIOGRAFIA;AUTOR;TITULO;FECHA;CRITERIO;BLOQUE;MEDIO;SOPORTE;TEMA;PAIS;ZONA;TIPOLOGIA;NOTAS;CONCORDANCIA;Valido;Reflexivo;Complemento_de;Aspecto_verbal;Sujeto;Perifrasis;Observaciones
95;Araúz de Robles, Santiago: Mi nombre, Albert Camus. Madrid: Fundamentos, 2009.;Araúz de Robles, Santiago;Mi nombre, Albert Camus;2009;Primera edición;Ficción;Escrito;Libro;Teatro;España;NA;Ficción;NA;(Ríe abiertamente, asumiendo de antemano la crítica de Jean R., que también ríe, en efecto, aunque con cierta turbación, al tiempo que se sorprende:);si;no;no;imperfectivo;animado;;
96;Aráuz de Robles, Santiago: Trece cartas (Encuentros con Graham). Madrid: Fundamentos, 2010.;Aráuz de Robles, Santiago;Trece cartas (Encuentros con Graham);2010;Primera edición;Ficción;Escrito;Libro;Teatro;España;NA;Ficción;NA;"MATHEW LYNCH.- Te conocía bien; sabía que no tenías el valor de dejarle, aunque también imaginaría que yo te lo estaba pidiendo. En el fondo, se reía de nosotros, de mí, Marion, pero también y sobre todo de ti. Su cobardía le era suficiente.";si;si;si;imperfectivo;animado;;
98;Argenta, Fernando: Pequeña historia de la música. Madrid: Espasa, 2010.;Argenta, Fernando;Pequeña historia de la música;2010;Primera edición;No ficción;Escrito;Libro;Artes, cultura y espectáculos;España;NA;NA;NA;pero justo antes de que caiga la cuchilla ¿quién aparece...? Pues sí, el tema de la pesada de Harriett. En el quinto y último movimiento y ya con más de cuarenta grados de fiebre, Berlioz tiene su última alucinación: un aquelarre, una reunión de brujas que le rodean, bailan y se ríen de él. Y la bruja mayor no podía ser otra que ¡Harriett!;si;si;si;imperfectivo;animado;;
99;Arias, Juan: «El Partido de los Trabajadores de Lula defiende al ministro que realizó gestos obscenos con motivo de la tragedia del avión». El País.com. Madrid: elpais.com, 2007-08-02.;Arias, Juan;El País.com;2007;Primera edición;No ficción;Escrito;Prensa;Política, economía y justicia;España;NA;NA;NA;noticiarios que la causa de la tragedia del Airbus que se estrelló en São Paulo con un balance de 200 muertos, podía haber sido un fallo humano y no responsabilidad del gobierno por el mal estado de la pista del aeropuerto de Congonhas, fue captado por las cámaras de un fotógrafo del diario O Globo, riendo a carcajadas y realizando gestos obscenos junto con su secretario.;si;no;no;gerundio;animado;;
101;"Armas Marcelo, J. J.: «""Psicosis mitis""». ABCD las Artes y las Letras. Madrid: abc.es/abcd, 2009-03-08.";Armas Marcelo, J. J.;ABCD las Artes y las Letras;2009;Primera edición;No ficción;Escrito;Prensa;Ciencias sociales, creencias y pensamiento;España;NA;NA;NA;"enteras esperando ""mi llamada"", pero nunca se produjo. Sólo llamaba cuando él no estaba y estaba su ex mujer sola. Hay que ser cateto para creerse semejante bola. Claro, el rapto nunca se produjo, pero me dio pie a contarles el cuento a Tío y a Manrique, que ahora reían a carcajadas, despertando la curiosidad de los clientes de la Taberna de Buenaventura, donde nos tomábamos un cocido con Vega Sicilia. Entonces me acordé, no sé por qué, de que hacía unos días que me había acercado a La Casa del Libro, en la Gran Vía, o sea, Zambia en Madrid, a comprar un libraco más que recomendable: Memorias";si;no;no;imperfectivo;animado;;
102;Armas Marcelo, J.J.: «José Agustín». ABCD las Artes y las Letras. Madrid: abc.es/abcd, 2009-04-05.;Armas Marcelo, J.J.;ABCD las Artes y las Letras;2009;Primera edición;No ficción;Escrito;Prensa;Ciencias sociales, creencias y pensamiento;España;NA;NA;NA;"Antes de esa pelea inevitable, habíamos viajado juntos por América. Asistimos a congresos de escritores borrachos; desayunamos juntos con resacas de mil pares de huevos fritos; nos reíamos juntos en cientos de ocasiones y de las mismas estupideces. En cierta medida, fuimos cómplices. Pero cuando hablábamos de su poesía (y de la del 50), le daba mi opinión a la cara: no era más que un poeta popular, nada más y nada menos (le decía), nada culto";si;si;no;imperfectivo;animado;;
103;Arqués, Neus: Todo tiene un precio. Barcelona: Alienta, 2010.;Arqués, Neus;Todo tiene un precio;2010;Primera edición;Ficción;Escrito;Libro;Novela;España;NA;Ficción;NA;Entraron las dos riendo en la pecera. ¿Por qué aquel cambio?;si;no;no;gerundio;animado;;
104;Artigau i Queralt, Marc: «Ushuaia». Instituto de la Juventud: Textos teatrales Marqués de Bradomín. Madrid: Instituto de la Juventud, 2007.;Instituto de la Juventud;Textos teatrales Marqués de Bradomín;2007;Fecha de escritura;Ficción;Escrito;Libro;Teatro;España;NA;Ficción;NA;AÏNA: Gente que duerme en pisos que no existen, que miran por las ventanas de hoteles desaparecidos, gente que llora y ríe y sueña, pero que no existen. Gente que tal vez también se ha equivocado de número y más allá del hilo, una mujer con una voz tenebrosa, les cuenta que el número que han marcado, desgraciadamente, existe.;si;no;no;imperfectivo;animado;;
105;"Asry, Karim: «""Si PNV y PSE protestan, vamos bien""». El País.com. Madrid: elpais.com, 2009-08-07.";Asry, Karim;El País.com;2009;Primera edición;No ficción;Escrito;Prensa;Artes, cultura y espectáculos;España;NA;NA;NA;"que conlleva para quienes trabajan desde la periferia, las reacciones son dispares. Uno de ellos advierte a los madridistas de que, a pesar de todos los fichajes que hagan, no se van a comer un colín. Otro manda un misterioso saludo a Jaime Cantizano. El periodista intenta sacarles un titular del tipo El cambio empieza riéndose, pero no se dejan. ""Es que hablar de cambio y mezclarlo con los tiempos que corren... Digamos que, para la salud mental de la sociedad en general, es necesario reírse de ciertas cosas"", responde Andoni Agirregomezkorta.";si;si;no;gerundio;impersonal;;
108;"Aunión, J. A.: «""La crisis devuelve a la FP su dignidad""». El País.com. Madrid: elpais.com, 2009-01-07.";Aunión, J. A.;El País.com;2009;Primera edición;No ficción;Escrito;Prensa;Ciencias sociales, creencias y pensamiento;España;NA;NA;NA;qué es tan importante que se hagan fotografías juntos? Porque el culpable más repetido de ese atasco durante tantos años es la falta de un trabajo conjunto de ambas carteras, que se han resistido a ver trastocadas sus cuotas de poder. Si los educadores no se fiaban de la formación que dan empresas y sindicatos, éstos se reían de la desconexión entre lo que se enseña en la FP educativa y lo que hace falta saber para desarrollar un oficio. Algunos sindicalistas también hacen autocrítica, y dicen que la oferta de formación para el trabajo sigue esquemas de hace 15 años. El caso es que ha habido recelos, desconfianza y estructuras difíciles de mover.;si;si;si;imperfectivo;animado;;
109;Aunión, Juan Antonio: «Un alcalde frente a su pueblo. Los vecinos de Peque de la Carballeda, en Zamora, rechazan de forma casi unánime la instalación de un cementerio nuclear». El País.com. Madrid: elpais.com, 2006-08-04.;Aunión, Juan Antonio;El País.com;2006;Primera edición;No ficción;Escrito;Prensa;Política, economía y justicia;España;NA;NA;NA;"Cuando se le pregunta por el impacto social y mediático que ha tenido su anuncio, Lobato contesta: ""En tres años, no me había reído hasta ayer"".";si;si;no;perfectivo;animado;;
110;Ayala, Emilia: «Ciudad Juárez, primer contacto». Gutiérrez, Javier: Al sur del norte. www.rtve.es: rtve.es, 2009-11-10.;Gutiérrez, Javier;Al sur del norte;2009;Fecha de escritura;No ficción;Escrito;NA;Política, economía y justicia;España;NA;Blog;NA;"...""A pesar de todo, aquí la gente se enamora, ríe y baila"".";si;no;no;imperfectivo;animado;;
112;"Ayanz, Miguel: «""Arte""». Notas desde la fila siete. http://notasdesdelafilasiete.blogspot.com.es/: notasdesdelafilasiete.blogspot.com.es/, 2009-05-16.";Ayanz, Miguel;Notas desde la fila siete;2009;Fecha de escritura;No ficción;Escrito;NA;Artes, cultura y espectáculos;España;NA;Blog;NA;a cuestas, asume el reto, tras Flotats y Darín, y logra que uno no piense durante toda la función en los ilustres precedentes. Más figurativo en su planteamiento, su concepto de la escena es menos estético, pero sabe manejar a sus actores, y eso en este texto es fundamental. Francamente, uno ríe a gusto con el famoso monólogo del pusilánime Iván, con la acritud de Marcos o el chauvinismo de nuevo rico de Sergio.;si;no;con;imperfectivo;animado;;
113;"Ayanz, Miguel: «""El enfermo imaginario""». Notas desde la fila siete. http://notasdesdelafilasiete.blogspot.com.es/: notasdesdelafilasiete.blogspot.com.es/, 2009-03-29.";Ayanz, Miguel;Notas desde la fila siete;2009;Fecha de escritura;No ficción;Escrito;NA;Artes, cultura y espectáculos;España;NA;Blog;NA;Claro que quizá ése fuera el espíritu del cómico más popular de su tiempo: llegar a la gente. Y este montaje, que dirige el propio Olivares, es efectivo y asequible. El público ríe con cada intervención de un engrasado Enrique San Francisco, que explota su voz ronca y sus gestos de calavera con tablas en un personaje -no el de Argán, sino el de Enrique San Francisco- que domina. Risa fácil. Junto a él, un conjunto cómico ajustado realiza un buen trabajo, desde la veterana Julia Trujillo, hasta la frescura;si;no;con;imperfectivo;animado;;
115;Ayuso, Rocío: «Harry Potter ya es mayor...». El País.com. Madrid: elpais.com, 2007-07-15.;Ayuso, Rocío;El País.com;2007;Primera edición;No ficción;Escrito;Prensa;Artes, cultura y espectáculos;España;NA;NA;NA;"Puede que Rowling, habitualmente apartada del mundo, estuviera escuchando a quien llegó a describir como ""el hijo que nunca tuvo"". Radcliffe ríe y niega con la cabeza: ""Supongo que después de todo este tiempo, Harry y yo nos parecemos en muchas cosas, pero en realidad somos muy diferentes. Él es un personaje de papel. Yo simplemente soy ese chico que ha crecido a su lado"", resume divertido. Pero muy en serio.";si;no;no;imperfectivo;animado;;
117;Balanzá, Rafael: Los asesinos lentos. Madrid: Siruela, 2010.;Balanzá, Rafael;Los asesinos lentos;2010;Primera edición;Ficción;Escrito;Libro;Novela;España;NA;Ficción;NA;"Me quedé un momento pensando, intentando encontrar la forma de romper el hechizo maligno de aquella broma. Tenía que haber un modo de que acabáramos los dos riéndonos de todo aquello. Debía de haber alguna palabra clave que sirviera para escapar, todavía indemne, de aquella situación; algo parecido a la combinación de la puerta de una cámara de seguridad cerrada. Intenté desactivar el artilugio de su amenaza usando el más ramplón y sólido sentido común. Le dije que no tendría más";si;si;si;gerundio;animado;;
118;"Baquero, Camilo S.: «""Nos sorprendió poco antes del atentado que no hubiera nadie por las calles""». El País.com. Madrid: elpais.com, 2010-02-04.";Baquero, Camilo S.;El País.com;2010;Primera edición;No ficción;Escrito;Prensa;Política, economía y justicia;España;NA;NA;NA;"le dice que tiene que ponerse unos calzoncillos de plástico y una bata casi transparente para la intervención quirúrgica. ""¿Qué me van a hacer?"", pregunta Alcalá, rubio y alto, mientras se acuesta en la camilla. ""Te van a poner las tetas"", le responde Ospina, travieso. Ríen. Parecen niños.";si;no;no;imperfectivo;animado;;
119;Barba, Andrés: Agosto, octubre. Barcelona: Anagrama, 2010-08-30.;Barba, Andrés;Agosto, octubre;2010;Primera edición;Ficción;Escrito;Libro;Novela;España;NA;Ficción;NA;En el recuerdo la violencia no comienza inmediatamente. Hay un lapso en el que todavía es todo familiar y tramado, como una conversación previsible. ¿Por qué tiene la sensación de que incluso hay un momento en el que se ríen? Una risa nerviosa, como si alguien les sacudiera para despertarles. Marita forcejea un poco al principio y Rivero cae junto a ella en la arena. Pablo y Marcos le ayudan y Marita deja de moverse de inmediato.;si;si;no;imperfectivo;animado;;
120;Barce Gallardo, Sergio: Sombras en sepia. Valencia: Pre-Textos, 2006.;Barce Gallardo, Sergio;Sombras en sepia;2006;Primera edición;Ficción;Escrito;Libro;Novela;España;NA;Ficción;NA;— Hay niñas de esa edad que tienen unos cuerpos de diablo. Vamos, que a una le gustaría estar como ellas —se rió de su propia ocurrencia abriendo la boca de manera exagerada. Tenía un diente de oro que asomó por entre los labios carnosos, pintados de carmín rojo oscuro—. Tiene usted cara de buena persona... Cómo me gustaría poder leerle la mano, caballero. A mí algo me dice que hay cosas sabrosonas de su;si;si;si;perfectivo;animado;;
121;Be, Carlos: «Amèn». Matrimonios. s. l.: Muestra de Teatro Español de Autores Contemporáneos, 2013-12-10.;Be, Carlos;Matrimonios;2006;Primera edición;Ficción;Escrito;Libro;Teatro;España;NA;Ficción;Descargado de la página web del autor: www.carlosbe.blogspot.com. La fecha de publicación corresponde a la fecha de la descarga;Se reían mientras el niño se atragantaba.;si;si;no;imperfectivo;animado;;
122;Be, Carlos: Origami. Buenos Aires: carlosbe.blogspot.com, 2013-12-10.;Be, Carlos;Origami;2006;Fecha de escritura;Ficción;Escrito;Libro;Teatro;España;NA;Ficción;La fecha de publicación corresponde a la fecha de descarga de la página web;ALDO coge un tenedor y lo arroja al otro extremo de la habitación. Mira a Dora. Dora no comprende el significado del gesto. ALDO ríe.;si;no;no;imperfectivo;animado;;
123;Belén: «Peligros, caídas y más». Mamá sin complejos. www.mamasincomplejos.blogspot.com.es: mamasincomplejos.blogspot.com.es, 2010-08-28.;Belén;Mamá sin complejos;2010;Fecha de escritura;No ficción;Escrito;NA;Ciencias sociales, creencias y pensamiento;España;NA;Blog;NA;el chapotear del agua, y mi hijo de cabeza en la bañera, los pies para arriba, el cuello en una posición horrorosa y sumergido. ¿Imagináis mi espanto?. Fueron dos segundos pero me asusté mucho. Una vez más fue el susto, aunque duró muchísimo menos. al minuto se estaba riendo por lo que le había sucedido, y es que se hace mayor y sus temores van disminuyendo.;si;si;por;gerundio;animado;no_reflexiva;
124;Belén: «Supernanny y sus métodos». Mamá sin complejos. www.mamasincomplejos.blogspot.com.es: mamasincomplejos.blogspot.com.es, 2010-10-30.;Belén;Mamá sin complejos;2010;Fecha de escritura;No ficción;Escrito;NA;Ciencias sociales, creencias y pensamiento;España;NA;Blog;NA;Hace un par de años, más o menos me recuerdo a mi misma viendo por primera vez este programa, ojiplática y boquiabierta de ver semejantes bestias de pocos años toreando a una pobre madre, riéndose en la cara de un pobre padre, y ambos sumergidos en un torbellino de emociones, culpabilidad, ansiedad y frustración. Acudían a esta profesional avergonzados, creyéndose los peores padres del mundo o bien pensando que les habían tocado los peores hijos de la faz de la tierra. Y a pesar de compartir titulación con esta;si;si;si;gerundio;animado;;
126;Belinchón, Gregorio: «Reportaje: cine». El País.com. Madrid: elpaís.com, 2009-08-28.;Belinchón, Gregorio;El País.com;2009;Primera edición;No ficción;Escrito;Prensa;Artes, cultura y espectáculos;España;NA;NA;NA;"El pasado verano, los cineastas David Trueba, José Luis García Sánchez, Santiago Segura y el polifacético Luis Alegre se acercaron a la casa de Luis García Berlanga en Somosaguas (Madrid). Todos habían comido, cenado y reído con él en multitud de ocasiones, y con alguno incluso había trabajado. Además de visitarle, David Trueba y Luis Alegre se planteaban proponerle un documental al estilo de su excepcional La silla de Fernando (2006), dedicado a Fernando Fernán-Gómez. ""Estuvimos tres horas con él"", recuerda Alegre. ""Desgraciadamente, nunca nos";si;no;no;perfectivo;animado;;
128;Belmonte, Rosa: «Liza, la estrella no fugaz de la noche». ABC.es. Madrid: abc.es, 2007-08-14.;Belmonte, Rosa;ABC.es;2007;Primera edición;No ficción;Escrito;Prensa;Artes, cultura y espectáculos;España;NA;NA;NA;"Liza se ríe de sus limitaciones (""Antes me sentaba en la segunda parte del concierto, ahora lo hago en la primera"" o ""Cuando tenía veintitantos, después de esta canción hincaba la rodilla en el suelo""). Porque su espectáculo, como una ópera de Mozart, tiene recitativos. También se ríe de sus posturas de firma (lo de estirar los brazos como desperezándose ha asegurado que es por la escoliosis). Reconoce que con los años no levantas la pierna a la misma altura pero, por la experiencia, lo haces con el mismo efecto. Que se lo digan a Lina Morgan, que en el descanso hizo";si;si;si;imperfectivo;animado;;
129;Benítez Reyes, Felipe: Mercado de espejismos. Barcelona: Destino, 2007.;Benítez Reyes, Felipe;Mercado de espejismos;2007;Primera edición;Ficción;Escrito;Libro;Novela;España;NA;Ficción;NA;"Tía Corina se quedó un rato removiendo los papeles de mi padre que habían aparecido en la caja fuerte. De repente soltó una carcajada. ""¿De qué te ríes?"", le pregunté a la segunda carcajada. ""Mañana te cuento. Ahora mismo tengo la cabeza un poco a lo María Antonieta, ya sabes.""";si;si;si;imperfectivo;animado;;
130;Bilbao, Idoia: Asesinato en el spa. Madrid: Ediciones Temas de Hoy S.A., 2007.;Bilbao, Idoia;Asesinato en el spa;2007;Primera edición;Ficción;Escrito;Libro;Novela;España;NA;Ficción;NA;-¡No puedo creerlo! -comencé a reír como si de pequeña me hubiera caído en una marmita de setas alucinógenas-. ¡Es el mismo crucero, el mismo día y el mismo barco! ¡Ja, ja, ja! -trolera, trolera, trolera.;si;no;no;infinitivo;animado;no_reflexiva;
131;Blanco Aguinaga, Carlos: De mal asiento. Madrid: Caballo de Troya, 2010.;Blanco Aguinaga, Carlos;De mal asiento;2010;Primera edición;Ficción;Escrito;Libro;Novela;España;NA;Ficción;NA;"refugiada que la quería bien, afecto que era mutuo. Yo la veía salir de la penumbra del café al sol del patio de la facultad y me decía: ""La hija de la Naturaleza"". Una tarde les solté la frase a los demás, y se rieron de mí. Más se rió Iris cuando, otra tarde, se lo dije a ella al pie de la escalera que llevaba al aula en la que ""la Muedra"" explicaba Historia Medieval. Había yo, pues, empezado a echarle los tejos, según se decía hace no muchos años en España, no sé si lo dicen";si;si;si;perfectivo;animado;;
132;Blasco Mena, Lola: «Foto finis». Blasco Mena, Lola ... [et al.]: Teatro. Piezas breves. Resad. Alumnos 2008/2009. Madrid: Fundamentos, 2009.;Blasco Mena, Lola ... [et al.];Teatro. Piezas breves. Resad. Alumnos 2008/2009;2009;Primera edición;Ficción;Escrito;Libro;Teatro;España;NA;Ficción;NA;Segundo.- Un deportista tullido. Qué contradicción. La gente se ríe de esas cosas. Los tullidos hacen gracia. También los gordos, los ciegos, los retrasados, los mudos. Los discapacitados en general hacen gracia. Eres lo que necesitamos.;si;si;si;imperfectivo;animado;;
134;Boadella, Albert: Controversia del toro y el torero. Madrid: Cátedra, 2011.;Boadella, Albert;Controversia del toro y el torero;2006;Fecha de escritura;Ficción;Escrito;Libro;Teatro;España;NA;Ficción;NA;Miguel.-(Riéndose.)Ja, ja, ja, pasaba por este lugar, ja, ja... ¿Y tú? ¿Qué? ¿Aquí tumbado, haciendo la siesta sobre tu propia sangre? Ja, ja, ja... (Recupera la tesitura del toro y emite un mugido.);si;si;no;gerundio;animado;;
135;"Bollain, Iciar; Rodríguez, Tatiana: Mataharis. Madrid: Ocho y medio, 2008.";"Bollain, Iciar; Rodríguez, Tatiana";Mataharis;2007;Fecha de estreno;Ficción;Escrito;Libro;Guion;España;NA;Ficción;NA;(Riendo) Y yo a ti... ¿Damos un paseo?;si;no;no;gerundio;animado;;
137;"Bordas, Jordi; Martín de Pozuelo, Eduardo: Sin cobertura. Barcelona: RBA, 2010.";"Bordas, Jordi; Martín de Pozuelo, Eduardo";Sin cobertura;2010;Primera edición;Ficción;Escrito;Libro;Novela;España;NA;Ficción;NA;Jean Claude rió divertido al relacionar a los suizos con el tiempo. al cabo, dijo:;si;no;no;perfectivo;animado;;
138;Boyero, Carlos: «¿Tal como éramos?». El País.com. Babelia. Madrid: elpais.com/suple/babelia, 2010-12-04.;Boyero, Carlos;El País.com. Babelia;2010;Primera edición;No ficción;Escrito;Prensa;Artes, cultura y espectáculos;España;NA;NA;Periodicidad: semanal;Y consecuentemente, me río mucho cuando escucho los ingeniosos parlamentos, la capacidad para clavar el gesto y la frase, la sensación de que todo ha sido escrito para que nos enamoremos de una nueva y sensual forma de andar por la vida, de hacerse trampas sin sangre, como encarnan la muy sexy, natural y reconvertida señora de derechas;si;si;no;imperfectivo;animado;;
140;Bravo Aguilar, Paloma: La novia de papá. Barcelona: Random House Mondadori, 2010.;Bravo Aguilar, Paloma;La novia de papá;2010;Primera edición;Ficción;Escrito;Libro;Novela;España;NA;Ficción;NA;Horas después, cuando ya hemos cenado, nos hemos reído, hemos acostado a las dos hijas de la mujer Leo, a las dos hijas de Pablo y a esas dos niñas que empiezo a querer, hablamos.;si;si;no;perfectivo;animado;;
141;Bravo Iriarte, Olatz: «Sobre flores y aguardiente». Bravo Iriarte, Olatz... [et al.]: Teatro Piezas breves. Alumnos RESAD. Curso 2006-2007. Madrid: Fundamentos, 2007.;Bravo Iriarte, Olatz... [et al.];Teatro Piezas breves. Alumnos RESAD. Curso 2006-2007;2007;Primera edición;Ficción;Escrito;Libro;Teatro;España;NA;Ficción;NA;de la vida. Yo sólo quiero estar contigo. ¿Por qué nadie me comprende? ¡Yo no peco! No es adulterio porque soy viuda... y cuando no lo era, sólo coqueteábamos un poquitín. ¿Lo recuerdas? Sí, sí, ya lo sé... esa noche... (La viuda se ríe con picardía.) No pudimos resistirnos. Pecamos un poquito. Pero que conste que él se iba de putas todas las semanas. Y ya sabes lo que dicen: quien pone los cuernos a un mamón tiene mil años de perdón. (Tras escuchar la pétrea reprimenda del angelote.) Lo siento,;si;si;no;imperfectivo;animado;;
142;"Bravo, Julio: «""Ya no soy responsable de 'Hoy no me puedo levantar'""». ABC.es. Madrid: abc.es, 2007-11-17.";Bravo, Julio;ABC.es;2007;Primera edición;No ficción;Escrito;Prensa;Artes, cultura y espectáculos;España;NA;NA;NA;"Me duele especialmente -sigue- que no me dejen entrar en un teatro que yo propuse; y no poder dirigir a la gente que ha confiado en mi, que ha seguido una línea y que ha hecho que el público disfrute, se emocione, cante y ría durante más de mil y pico funciones.";si;no;no;imperfectivo;animado;;
143;Briones Llorente, Carlos ... [et al.]: NANOCIENCIA Y NANOTECNOLOGÍA. Entre la ciencia ficción del presente y la tecnología del futuro. Madrid: Fundación Española para la Ciencia y la Tecnología (FECYT), 2009.;Briones Llorente, Carlos ... [et al.];NANOCIENCIA Y NANOTECNOLOGÍA. Entre la ciencia ficción del presente y la tecnología del futuro;2009;Primera edición;No ficción;Escrito;Libro;Ciencias y tecnología;España;NA;Divulgación;NA;Para crear un ser vivo en el laboratorio incorporaría moléculas humanas, o lo construiría artificialmente. Tendría que tener las mismas funciones para hacer cualquier cosa que hacemos habitualmente, como por ejemplo tener sentimientos, llorar, sentirse alegre, reír, etcétera. (Irene, 3° E.S.O., I.E.S. Ciudad de Dalías).;si;no;no;infinitivo;animado;;
144;Bruquetas, Antón: «Volver». El verano interminable. blogs.lavozdegalicia.es/antonbruquetas: blogs.lavozdegalicia.es/antonbruquetas, 2007-08-19.;Bruquetas, Antón;El verano interminable;2007;Primera edición;No ficción;Escrito;NA;Actualidad, ocio y vida cotidiana;España;NA;Blog;NA;— Pues cuando sea de verdad yo estaré fuera mirando— le contesté y nos empezamos a reír.;si;si;no;infinitivo;animado;;
145;Burgos, Antonio: «Mi 14 de abril». ABC.es. Madrid: abc.es, 2006-04-14.;Burgos, Antonio;ABC.es;2006;Primera edición;No ficción;Escrito;Prensa;Ciencias sociales, creencias y pensamiento;España;NA;NA;NA;- Sí, que cuando se ponen a decir qué quieren ser cuando seamos mayores, unos dicen que jugadores del Real Madrid, que se gana mogollón, y otros que pilotos de Fórmula 1. Pero yo, no. Se reían mucho todos, porque a mí me lo preguntó la seño en clase.;si;si;no;imperfectivo;animado;;
146;"Cañas, Gabriela: «""Cualquier desafío debe ser mayor que uno mismo""». El País.com. Madrid: elpais.com, 2009-04-28.";Cañas, Gabriela;El País.com;2009;Primera edición;No ficción;Escrito;Prensa;Política, economía y justicia;España;NA;NA;NA;"una legación diplomática dista mucho de cumplir el cliché. ""No teníamos oficina, ni residencia. al principio estaba yo sola con una diplomática joven. Después fuimos ya cuatro o cinco personas. Vivíamos y trabajábamos en el mismo sitio. Parecía la casa de Gran Hermano. Y nos tocaba hacer de todo, pero nos reímos mucho"". La penuria de medios no le impidió montar allí, al poco de llegar, el III Encuentro de Mujeres Africanas que organiza el Gobierno español. ""No sé cómo lo hicimos, pero sé que para mí el fracaso no existía como hipótesis"".";si;si;no;perfectivo;animado;;
147;"Capel, J. C.; Rivas, R.: «La cocina no es una cosa tan seria». El País.com. Madrid: elpais.com, 2009-01-07.";"Capel, J. C.; Rivas, R.";El País.com;2009;Primera edición;No ficción;Escrito;Prensa;Actualidad, ocio y vida cotidiana;España;NA;NA;NA;No le falta razón a Karlos Arguiñano cuando afirma que reírse de uno mismo forma parte de una dieta equilibrada. Ésta sería la primera moralina del cómic creado por Álvarez Rabo para conmemorar el décimo aniversario del restaurante Mugaritz de Rentería (Guipúzcoa) por encargo de su patrón, Andoni Luis Aduriz. Con una acidez demoledora, el autor pasa revista al universo estrambótico que rodea;si;si;si;infinitivo;animado;;
149;Carballal, Lucía: «Velar». Teatro. Piezas breves. Alumnos RESAD Curso 2005/2006. Madrid: Fundamentos, 2006.;Carballal, Lucía;Teatro. Piezas breves. Alumnos RESAD Curso 2005/2006;2006;Primera edición;Ficción;Escrito;Libro;Teatro;España;NA;Ficción;NA;Teo.- Se van a reír de ti cuando te vean así disfrazada.;si;si;si;infinitivo;animado;no_reflexiva;
150;Carrillo, Santi: «The Ex. Treinta años de leyenda». Rockdelux. Barcelona: rockdelux.com, 2009-05.;Carrillo, Santi;Rockdelux;2009;Primera edición;No ficción;Escrito;Prensa;Artes, cultura y espectáculos;España;NA;NA;Periodicidad: mensual;"suenan importantes. Colaboradores desprejuiciados de músicos dispares de interés absoluto, The Ex son una referencia mayor de la mejor música posible hecha en Europa. Y con un compromiso vital, ideológico y artístico a prueba de claudicaciones. ""Experimental trance-dance avant-afro-pop impov music"", se autodefinen ellos irónicamente, riéndose de las etiquetas que les han caído encima.";si;si;si;gerundio;animado;;
151;"Carrizo Couto, Rocío: «""Soy un activista normal, de nueve a seis de la tarde""». El País.com. Madrid: elpais.com, 2010-01-21.";Carrizo Couto, Rocío;El País.com;2010;Primera edición;No ficción;Escrito;Prensa;Política, economía y justicia;España;NA;NA;NA;"No somos los James Bond de la ecología, descarta riendo. ""Mi trabajo como activista es normal, de nueve a seis de la tarde. Ser activista consiste en mirar los problemas del mundo y hacer algo concreto al respecto"". Y, por lo visto, en cuanto a edad, no hay límites para la tarea. ""Tengo un amigo activista de 78 años";si;no;no;gerundio;animado;;
153;"Casademont, Esther; Galtés, Mar: El timo de la superwoman. Barcelona: Planeta, 2010.";"Casademont, Esther; Galtés, Mar";El timo de la superwoman;2010;Primera edición;No ficción;Escrito;Libro;Ciencias sociales, creencias y pensamiento;España;NA;NA;NA;"jefa a qué cursos se apuntaba. Y la jefa le dijo: ""A mí me apuntas a ese curso en el que te dan un buen pene. Que eso te abre todas las puertas y te coloca en todas las promociones, más que cualquier sesudo máster"". Y así la jefa de mi amiga se ríe de la carrera que no ha tenido: no es jefa del departamento... porque en su empresa, una gran empresa, de esas que salen en los diarios y cotizan en bolsa, no hay mujeres en el comité de dirección. Y no está escrito, pero tampoco nadie sabe por qué no las hay...";si;si;si;imperfectivo;animado;;
154;Casariego, Martín: «Reportaje: Escapadas. Philly, la ciudad amiga». El País.com. Madrid: elpais.com, 2006-07-29.;Casariego, Martín;El País.com;2006;Primera edición;No ficción;Escrito;Prensa;Actualidad, ocio y vida cotidiana;España;NA;NA;NA;al salir del museo, veo a unos veinte estudiantes que suben las escaleras corriendo, y al llegar arriba, alzan los brazos, gritan y ríen: es un remedo de la famosa escena de Rocky. El atractivo de Filadelfia y su importancia histórica ha hecho que numerosas películas se rueden en ella. Historias de Filadelfia es el primer título que se nos viene a la cabeza, aunque allí nada se nos muestre de la ciudad. Único testigo (los amish son de;si;no;no;imperfectivo;animado;;
155;Castro, Antón: «Ballenas». Golpes de mar. Barcelona: Ediciones Destino, 2006.;Castro, Antón;Golpes de mar;2006;Primera edición;Ficción;Escrito;Libro;Relato;España;NA;Ficción;NA;"tonto, pero sin pasar inadvertido, se fue haciendo imprescindible, hasta tal punto que el líder de las reuniones, Angel de la Cal -ya reconocido en todo el país por su novela La venganza del traductor-, pasaba el sombrero después de una de sus salidas de tono. Lo que comenzó siendo una broma, que reían todos, incluso los ancianos enajenados con el dominó en un silencio de lagarto prehistórico y manso, se convirtió en un hábito; con el dinero recaudado se pagaban unas francachelas cada vez más escandalosas que ocupaban un día sí y otro también las páginas de vida local de los periódicos de A Coruña, y acrecentaban la mala fama";si;no;no;imperfectivo;animado;;
